PROVINSI,KABUPATEN,KECAMATAN,KELURAHAN,JUMLAH_KELUARGA,JUMLAH_SASARAN,JUMLAH_KRS,PENERIMA_BAAS,PENERIMA_BANTUAN_PANGAN,JUMLAH_BALITA_STUNTING,SUMBER_AIR_MINUM,SANITASI,TERLALU_MUDA,TERLALU_TUA,TERLALU_DEKAT,TERLALU_BANYAK,KB_MODERN,CATIN_SASARAN,CATIN_TERDAMPINGI,CATIN_TIDAK_TERDAMPINGI,CATIN_BERESIKO,BUMIL_SASARAN,BUMIL_TERDAMPINGI,BUMIL_TIDAK_TERDAMPINGI,BUMIL_BERESIKO,PASCASALIN_SASARAN,PASCASALIN_TERDAMPINGI,PASCASALIN_TIDAK_TERDAMPINGI,PASCASALIN_BERESIKO,BADUTA_SASARAN,BADUTA_TERDAMPINGI,BADUTA_TIDAK_TERDAMPINGI,BADUTA_BERESIKO,BULAN,
SULAWESI BARAT,MAMASA,MAMASA,PEBASSIAN,139,84,65,,,,40,41,2,28,0,13,19,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,JANUARI,
SULAWESI BARAT,MAMASA,MAMASA,RAMBUSARATU,485,311,44,,,,4,39,0,73,3,107,40,2,0,2,0,4,0,4,0,4,0,4,0,45,0,45,0,JANUARI,
SULAWESI BARAT,MAMASA,MAMASA,TAUPE,498,343,267,,,,31,261,9,75,3,111,52,2,0,2,0,13,0,13,0,13,0,13,0,56,0,56,0,JANUARI,
SULAWESI BARAT,MAMASA,MAMASA,TONDOK BAKARU,591,347,58,,,,5,47,1,81,4,115,59,2,0,2,0,13,0,13,0,13,0,13,0,42,0,42,0,JANUARI,
SULAWESI BARAT,MAMASA,MAMBI,BUJUNG MANURUNG,86,50,48,,,,0,48,0,8,1,21,26,0,0,0,0,5,0,5,0,5,0,5,0,0,0,0,0,JANUARI,
SULAWESI BARAT,MAMASA,MAMBI,INDOBANUA,69,36,36,,,,5,36,0,7,0,11,23,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,JANUARI,
SULAWESI BARAT,MAMASA,MAMBI,MAMBI,389,200,70,,,,3,0,1,44,2,81,124,2,0,2,0,3,2,1,0,3,0,3,0,23,0,23,0,JANUARI,
SULAWESI BARAT,MAMASA,MAMBI,PAMOSEAN,95,59,59,,,,59,29,1,8,0,32,20,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,JANUARI,
SULAWESI BARAT,MAMASA,MAMBI,RANTEBULAHAN,146,100,86,,,,44,51,4,23,4,40,30,0,0,0,0,5,0,5,0,5,0,5,0,22,0,22,0,JANUARI,
SULAWESI BARAT,MAMASA,MAMBI,SALU ALO,128,82,80,,,,79,12,0,15,0,40,70,0,0,0,0,3,0,3,0,3,0,3,0,0,0,0,0,JANUARI,
SULAWESI BARAT,MAMASA,MAMBI,SALUBANUA,56,43,7,,,,2,2,1,9,0,26,6,1,0,1,0,1,0,1,0,1,0,1,0,7,0,7,0,JANUARI,
SULAWESI BARAT,MAMASA,MAMBI,SALUDURIAN,117,80,76,,,,61,39,0,14,0,38,45,1,0,1,0,3,0,3,0,3,0,3,0,0,0,0,0,JANUARI,
SULAWESI BARAT,MAMASA,MAMBI,SELUMAKA,214,133,25,,,,6,4,0,36,4,68,41,1,0,1,0,10,0,10,0,10,0,10,0,2,0,2,0,JANUARI,
SULAWESI BARAT,MAMASA,MAMBI,SENDANA,266,195,103,,,,69,15,1,36,0,96,70,1,0,1,0,11,0,11,0,11,0,11,0,19,0,19,0,JANUARI,
SULAWESI BARAT,MAMASA,MAMBI,SONDONGLAYU,117,86,55,,,,48,6,0,15,0,34,34,0,0,0,0,9,0,9,0,9,0,9,0,16,0,16,0,JANUARI,
SULAWESI BARAT,MAMASA,MAMBI,TALIPUKKI,283,194,132,,,,95,90,0,43,2,100,48,1,0,1,0,10,1,9,1,10,0,10,0,35,0,35,0,JANUARI,
SULAWESI BARAT,MAMASA,MAMBI,TAPALINA,170,116,79,,,,75,31,1,26,5,40,26,1,0,1,0,4,1,3,1,4,0,4,0,20,0,20,0,JANUARI,
SULAWESI BARAT,MAMASA,MEHALAAN,BOTTENG,131,77,59,,,,13,50,1,12,0,38,23,0,0,0,0,6,0,6,0,6,0,6,0,0,0,0,0,JANUARI,
SULAWESI BARAT,MAMASA,MEHALAAN,KONDO,63,44,44,,,,44,44,0,11,0,18,12,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,JANUARI,
SULAWESI BARAT,MAMASA,MEHALAAN,LEKO SUKAMAJU,46,30,28,,,,28,9,1,7,0,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JANUARI,
SULAWESI BARAT,MAMASA,MEHALAAN,MEHALAAN,111,56,28,,,,0,28,0,10,0,15,6,0,0,0,0,4,0,4,0,4,0,4,0,0,0,0,0,JANUARI,
SULAWESI BARAT,MAMASA,MEHALAAN,MEHALAAN BARAT,172,105,30,,,,26,3,0,22,0,29,15,1,0,1,0,6,0,6,0,6,0,6,0,8,0,8,0,JANUARI,
SULAWESI BARAT,MAMASA,MEHALAAN,MESAKADA,127,71,8,,,,0,3,1,12,0,27,10,0,0,0,0,2,0,2,0,2,0,2,0,5,0,5,0,JANUARI,
SULAWESI BARAT,MAMASA,MEHALAAN,PASSEMBUK,57,47,37,,,,19,34,0,11,0,13,14,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,JANUARI,
SULAWESI BARAT,MAMASA,MEHALAAN,SALUAHOK,122,83,53,,,,1,49,0,18,1,37,16,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,JANUARI,
SULAWESI BARAT,MAMASA,MEHALAAN,SALUBALO,82,47,20,,,,9,14,0,10,1,14,10,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,JANUARI,
SULAWESI BARAT,MAMASA,MEHALAAN,SALUKONTA,132,76,42,,,,3,39,0,22,0,26,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JANUARI,
SULAWESI BARAT,MAMASA,MEHALAAN,ULUMEA,63,32,32,,,,31,31,0,8,0,8,1,0,0,0,0,4,0,4,0,4,0,4,0,0,0,0,0,JANUARI,
SULAWESI BARAT,MAMASA,MESSAWA,MAKUANG,253,123,59,,,,2,50,0,32,0,50,32,1,0,1,0,4,0,4,0,4,0,4,0,6,0,6,0,JANUARI,
SULAWESI BARAT,MAMASA,MESSAWA,MALIMBONG,121,60,3,,,,0,0,2,13,1,20,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JANUARI,
SULAWESI BARAT,MAMASA,MESSAWA,MATANDE,150,96,3,,,,0,1,0,18,1,30,8,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,JANUARI,
SULAWESI BARAT,MAMASA,MESSAWA,MESSAWA,171,80,21,,,,2,7,1,21,1,27,28,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,JANUARI,
SULAWESI BARAT,MAMASA,MESSAWA,PASMA MAMBU,145,69,44,,,,13,41,0,17,0,35,13,1,1,0,1,1,3,-2,1,1,1,0,0,0,0,0,0,JANUARI,
SULAWESI BARAT,MAMASA,MESSAWA,RIPPUNG,291,179,8,,,,4,7,1,48,0,81,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,JANUARI,
SULAWESI BARAT,MAMASA,MESSAWA,SEPANG,186,93,11,,,,8,8,1,19,0,31,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,JANUARI,
SULAWESI BARAT,MAMASA,MESSAWA,SIPAI,173,95,34,,,,4,14,0,20,0,49,45,1,0,1,0,2,0,2,0,2,0,2,0,1,0,1,0,JANUARI,
SULAWESI BARAT,MAMASA,MESSAWA,TANETE BATU,164,69,2,,,,1,1,0,22,0,25,5,1,0,1,0,0,0,0,0,0,0,0,0,0,5,-5,0,JANUARI,
SULAWESI BARAT,MAMASA,NOSU,BATUPAPAN,251,132,132,,,,102,131,0,31,1,83,68,1,0,1,0,5,0,5,0,5,0,5,0,0,0,0,0,JANUARI,
SULAWESI BARAT,MAMASA,NOSU,MASEWWE,140,107,105,,,,82,101,0,24,1,65,95,1,0,1,0,2,0,2,0,2,0,2,0,0,0,0,0,JANUARI,
SULAWESI BARAT,MAMASA,NOSU,MINANGA,81,42,33,,,,30,29,0,7,1,20,34,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,JANUARI,
SULAWESI BARAT,MAMASA,NOSU,MINANGA TIMUR,155,64,64,,,,64,54,0,14,0,27,62,0,0,0,0,2,1,1,1,2,0,2,0,0,0,0,0,JANUARI,
SULAWESI BARAT,MAMASA,NOSU,NOSU,213,122,37,,,,5,14,0,33,2,63,38,1,0,1,0,2,0,2,0,2,0,2,0,9,0,9,0,JANUARI,
SULAWESI BARAT,MAMASA,NOSU,PARINDING,76,41,32,,,,22,30,0,9,2,18,23,0,0,0,0,4,0,4,0,4,0,4,0,1,0,1,0,JANUARI,
SULAWESI BARAT,MAMASA,NOSU,SIWI,135,58,57,,,,52,43,0,9,0,28,49,1,0,1,0,4,0,4,0,4,0,4,0,0,0,0,0,JANUARI,
SULAWESI BARAT,MAMASA,PANA,DATUBARINGAN,205,127,127,,,,127,126,0,29,0,59,36,1,0,1,0,10,0,10,0,10,0,10,0,0,0,0,0,JANUARI,
SULAWESI BARAT,MAMASA,PANA,KARAKA,156,71,54,,,,5,43,0,22,0,36,31,1,0,1,0,2,0,2,0,2,0,2,0,0,0,0,0,JANUARI,
SULAWESI BARAT,MAMASA,PANA,MAMULLU,209,94,94,,,,94,81,0,20,0,36,34,1,0,1,0,7,0,7,0,7,0,7,0,0,0,0,0,JANUARI,
SULAWESI BARAT,MAMASA,PANA,MANIPI,318,169,156,,,,118,145,4,48,0,90,41,1,0,1,0,8,0,8,0,8,0,8,0,19,0,19,0,JANUARI,
SULAWESI BARAT,MAMASA,PANA,PANA,161,73,69,,,,40,53,0,16,1,41,11,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,JANUARI,
SULAWESI BARAT,MAMASA,PANA,PANURA,178,82,77,,,,0,76,0,25,0,38,16,1,0,1,0,2,0,2,0,2,0,2,0,0,0,0,0,JANUARI,
SULAWESI BARAT,MAMASA,PANA,SALOAN,204,118,116,,,,37,111,2,30,0,55,19,1,0,1,0,5,0,5,0,5,0,5,0,19,0,19,0,JANUARI,
SULAWESI BARAT,MAMASA,PANA,SALUTAMBUN,158,67,54,,,,31,47,0,20,0,47,13,1,0,1,0,3,0,3,0,3,0,3,0,0,0,0,0,JANUARI,
SULAWESI BARAT,MAMASA,PANA,SAPAN,166,71,59,,,,18,56,0,20,1,40,18,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,JANUARI,
SULAWESI BARAT,MAMASA,PANA,TALLANG BULAWAN,155,86,84,,,,7,83,0,27,1,51,11,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,JANUARI,
SULAWESI BARAT,MAMASA,PANA,ULUSALU,131,75,69,,,,19,64,0,18,1,43,17,1,0,1,0,7,0,7,0,7,0,7,0,0,0,0,0,JANUARI,
SULAWESI BARAT,MAMASA,PANA,ULUSALU INDAH,140,69,39,,,,9,35,0,20,2,38,13,1,0,1,0,2,0,2,0,2,0,2,0,16,0,16,0,JANUARI,
SULAWESI BARAT,MAMASA,PANA,WERI,126,65,51,,,,1,48,0,16,1,35,24,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,JANUARI,
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,BAMBANG BUDA,301,158,29,,,,0,24,0,28,4,32,18,1,0,1,0,3,0,3,0,3,0,3,0,17,0,17,0,JANUARI,
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,BUANGIN,234,146,88,,,,24,73,0,29,0,60,35,1,0,1,0,8,0,8,0,8,0,8,0,5,0,5,0,JANUARI,
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,KIRAK,154,94,89,,,,59,78,1,13,2,33,18,1,0,1,0,3,0,3,0,3,0,3,0,10,0,10,0,JANUARI,
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,LEKO,74,40,27,,,,0,24,0,6,0,16,14,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,JANUARI,
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,SALUMOKANAN,203,134,83,,,,30,80,3,29,2,45,25,1,0,1,0,6,0,6,0,6,0,6,0,16,0,16,0,JANUARI,
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,SALUMOKANAN BARAT,265,148,99,,,,44,65,0,28,1,60,19,1,0,1,0,5,0,5,0,5,0,5,0,13,0,13,0,JANUARI,
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,SALUMOKANAN UTARA,242,138,54,,,,22,36,3,25,0,58,18,1,0,1,0,12,0,12,0,12,0,12,0,16,0,16,0,JANUARI,
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,SAMPALE,99,62,48,,,,11,44,0,11,0,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JANUARI,
SULAWESI BARAT,MAMASA,SESENAPADANG,LISUAN ADA,158,93,62,,,,19,56,0,16,2,37,21,1,0,1,0,4,0,4,0,4,0,4,0,0,0,0,0,JANUARI,
SULAWESI BARAT,MAMASA,SESENAPADANG,MALANGKENA PADANG,182,103,80,,,,3,74,1,18,1,30,27,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,JANUARI,
SULAWESI BARAT,MAMASA,SESENAPADANG,MALIMBONG,77,36,25,,,,1,25,0,7,0,17,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,JANUARI,
SULAWESI BARAT,MAMASA,SESENAPADANG,MARAMPAN OROBUA,105,44,24,,,,16,11,0,8,0,24,13,1,0,1,0,2,0,2,0,2,0,2,0,1,0,1,0,JANUARI,
SULAWESI BARAT,MAMASA,SESENAPADANG,OROBUA,473,261,145,,,,8,116,2,53,2,104,93,2,0,2,0,6,9,-3,9,6,0,6,2,31,0,31,0,JANUARI,
SULAWESI BARAT,MAMASA,SESENAPADANG,OROBUA SELATAN,112,83,70,,,,9,69,0,18,0,43,22,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,JANUARI,
SULAWESI BARAT,MAMASA,SESENAPADANG,OROBUA TIMUR,118,45,32,,,,1,29,0,8,0,28,11,1,0,1,0,2,0,2,0,2,0,2,0,0,0,0,0,JANUARI,
SULAWESI BARAT,MAMASA,SESENAPADANG,PALADAN,170,97,69,,,,30,62,2,15,3,27,29,1,0,1,0,3,0,3,0,3,0,3,0,11,1,10,0,JANUARI,
SULAWESI BARAT,MAMASA,SESENAPADANG,RANTE PUANG,337,183,84,,,,3,62,5,42,5,66,68,1,0,1,0,6,0,6,0,6,0,6,0,30,0,30,0,JANUARI,
SULAWESI BARAT,MAMASA,SESENAPADANG,SATENETEAN,108,64,54,,,,2,54,0,16,0,34,10,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,JANUARI,
SULAWESI BARAT,MAMASA,SUMARORONG,BANEA,231,93,85,,,,53,66,0,26,1,39,26,1,0,1,0,10,0,10,0,10,0,10,0,0,0,0,0,JANUARI,
SULAWESI BARAT,MAMASA,SUMARORONG,BATANG URU,277,128,14,,,,1,4,0,23,1,54,26,1,0,1,0,2,0,2,0,2,0,2,0,6,0,6,0,JANUARI,
SULAWESI BARAT,MAMASA,SUMARORONG,BATANGNGURU TIMUR,259,129,68,,,,1,64,0,29,1,61,22,1,0,1,0,2,0,2,0,2,0,2,0,12,0,12,0,JANUARI,
SULAWESI BARAT,MAMASA,SUMARORONG,RANTE KAMASE,414,214,44,,,,13,28,1,55,1,68,32,1,0,1,0,12,0,12,0,12,0,12,0,18,0,18,0,JANUARI,
SULAWESI BARAT,MAMASA,SUMARORONG,SALUBALO,268,151,80,,,,26,69,1,26,1,46,19,1,0,1,0,6,0,6,0,6,0,6,0,11,0,11,0,JANUARI,
SULAWESI BARAT,MAMASA,SUMARORONG,SASAKAN,352,191,113,,,,2,103,1,50,5,70,32,1,0,1,0,4,0,4,0,4,0,4,0,12,0,12,0,JANUARI,
SULAWESI BARAT,MAMASA,SUMARORONG,SIBANAWA,280,162,88,,,,3,46,1,42,0,77,96,1,0,1,0,7,0,7,0,7,0,7,0,19,0,19,0,JANUARI,
SULAWESI BARAT,MAMASA,SUMARORONG,SUMARORONG,429,200,31,,,,1,3,1,60,3,66,51,1,0,1,0,4,0,4,0,4,0,4,0,6,0,6,0,JANUARI,
SULAWESI BARAT,MAMASA,SUMARORONG,TABONE,289,151,66,,,,24,19,2,29,1,57,68,1,0,1,0,5,0,5,0,5,0,5,0,20,0,20,0,JANUARI,
SULAWESI BARAT,MAMASA,SUMARORONG,TADISI,366,45,22,,,,4,16,0,7,1,11,11,1,0,1,0,5,0,5,0,5,0,5,0,0,0,0,0,JANUARI,
SULAWESI BARAT,MAMASA,TABANG,BAKADISURA,291,180,131,,,,133,53,0,41,1,58,15,1,0,1,0,8,0,8,0,8,0,8,0,13,0,13,0,JANUARI,
SULAWESI BARAT,MAMASA,TABANG,KALAMA,149,101,100,,,,74,88,0,11,0,58,18,1,0,1,0,4,0,4,0,4,0,4,0,0,0,0,0,JANUARI,
SULAWESI BARAT,MAMASA,TABANG,MASUPU,156,88,88,,,,88,88,2,23,0,42,11,1,0,1,0,8,0,8,0,8,0,8,0,0,0,0,0,JANUARI,
SULAWESI BARAT,MAMASA,TABANG,SALUKONA,139,100,100,,,,32,99,0,19,1,45,9,0,0,0,0,4,0,4,0,4,0,4,0,0,0,0,0,JANUARI,
SULAWESI BARAT,MAMASA,TABANG,TABANG,365,190,148,,,,107,69,0,52,4,72,57,1,0,1,0,7,0,7,0,7,0,7,0,4,0,4,0,JANUARI,
SULAWESI BARAT,MAMASA,TABANG,TABANG BARAT,645,364,288,,,,64,267,1,80,0,139,149,1,0,1,0,6,0,6,0,6,0,6,0,11,0,11,0,JANUARI,
SULAWESI BARAT,MAMASA,TABANG,TADOKALUA,291,180,125,,,,53,112,0,31,0,72,12,1,0,1,0,7,0,7,0,7,0,7,0,14,0,14,0,JANUARI,
SULAWESI BARAT,MAMASA,TABULAHAN,BURANA,215,142,106,,,,18,101,0,37,0,53,48,1,0,1,0,3,0,3,0,3,0,3,0,0,0,0,0,JANUARI,
SULAWESI BARAT,MAMASA,TABULAHAN,GANDANG DEWATA,92,43,38,,,,1,36,1,6,0,10,29,0,0,0,0,3,0,3,0,3,0,3,0,0,0,0,0,JANUARI,
SULAWESI BARAT,MAMASA,TABULAHAN,LAKAHANG,513,317,303,,,,122,228,0,72,2,98,43,1,0,1,0,4,0,4,0,4,0,4,0,10,0,10,0,JANUARI,
SULAWESI BARAT,MAMASA,TABULAHAN,LAKAHANG UTAMA,146,102,31,,,,3,22,0,26,0,38,30,2,0,2,0,3,0,3,0,3,0,3,0,0,0,0,0,JANUARI,
SULAWESI BARAT,MAMASA,TABULAHAN,MALATIRO,345,221,87,,,,24,53,2,58,1,88,53,1,0,1,0,8,0,8,0,8,0,8,0,0,0,0,0,JANUARI,
SULAWESI BARAT,MAMASA,TABULAHAN,PANGANDARAN,230,177,152,,,,106,150,1,38,5,34,40,1,0,1,0,9,0,9,0,9,0,9,0,10,0,10,0,JANUARI,
SULAWESI BARAT,MAMASA,TABULAHAN,PERIANGAN,135,88,47,,,,23,40,0,16,1,26,19,0,0,0,0,7,0,7,0,7,0,7,0,0,0,0,0,JANUARI,
SULAWESI BARAT,MAMASA,TABULAHAN,PEU',73,52,16,,,,15,2,0,9,0,21,1,0,0,0,0,4,0,4,0,4,0,4,0,0,0,0,0,JANUARI,
SULAWESI BARAT,MAMASA,TABULAHAN,SALUBAKKA,163,121,13,,,,2,5,1,22,1,17,28,0,0,0,0,8,1,7,0,8,0,8,0,18,0,18,0,JANUARI,
SULAWESI BARAT,MAMASA,TABULAHAN,SALULEANG,103,50,50,,,,10,49,0,12,0,24,9,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,JANUARI,
SULAWESI BARAT,MAMASA,TABULAHAN,TABULAHAN,113,62,59,,,,60,2,0,13,0,23,8,0,0,0,0,1,0,1,0,1,0,1,0,3,0,3,0,JANUARI,
SULAWESI BARAT,MAMASA,TABULAHAN,TALOPAK,98,60,14,,,,0,14,0,15,1,15,7,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,JANUARI,
SULAWESI BARAT,MAMASA,TABULAHAN,TAMPAK KURRA,342,253,120,,,,20,98,4,41,4,58,61,1,0,1,0,23,0,23,0,22,0,22,0,34,0,34,0,JANUARI,
SULAWESI BARAT,MAMASA,TABULAHAN,TIMORO,81,41,13,,,,4,7,0,10,1,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JANUARI,
SULAWESI BARAT,MAMASA,TANDUK KALUA,BALLABATU,321,210,138,,,,19,129,1,40,2,69,38,1,0,1,0,10,0,10,0,10,0,10,0,8,0,8,0,JANUARI,
SULAWESI BARAT,MAMASA,TANDUK KALUA,KANAN,258,164,120,,,,27,106,2,40,0,67,43,1,0,1,0,6,0,6,0,6,0,6,0,25,0,25,0,JANUARI,
SULAWESI BARAT,MAMASA,TANDUK KALUA,MALABO,169,82,35,,,,0,30,0,21,1,29,22,1,0,1,0,1,0,1,0,1,0,1,0,7,0,7,0,JANUARI,
SULAWESI BARAT,MAMASA,TANDUK KALUA,MANNABABA,176,90,79,,,,20,75,0,22,0,36,13,1,0,1,0,5,0,5,0,5,0,5,0,0,0,0,0,JANUARI,
SULAWESI BARAT,MAMASA,TANDUK KALUA,MESAKADA,230,144,83,,,,33,60,1,23,0,58,25,1,0,1,0,8,1,7,1,8,0,8,0,7,0,7,0,JANUARI,
SULAWESI BARAT,MAMASA,TANDUK KALUA,MINAKE,300,134,73,,,,41,38,0,44,0,48,60,1,1,0,1,6,2,4,0,6,0,6,0,5,0,5,0,JANUARI,
SULAWESI BARAT,MAMASA,TANDUK KALUA,PAMBE,192,100,41,,,,9,33,0,27,0,28,13,1,0,1,0,3,3,0,3,3,0,3,0,0,0,0,0,JANUARI,
SULAWESI BARAT,MAMASA,TANDUK KALUA,PARONDOBULAWAN,259,144,97,,,,0,90,0,36,1,51,36,1,0,1,0,0,0,0,0,0,0,0,0,12,0,12,0,JANUARI,
SULAWESI BARAT,MAMASA,TANDUK KALUA,SALURANO,166,105,60,,,,47,47,1,27,1,28,35,1,0,1,0,0,4,-4,4,0,0,0,0,0,0,0,0,JANUARI,
SULAWESI BARAT,MAMASA,TANDUK KALUA,SINDAGAMANIK,320,197,142,,,,4,127,0,49,0,68,54,1,0,1,0,7,0,7,0,7,0,7,0,10,0,10,0,JANUARI,
SULAWESI BARAT,MAMASA,TANDUK KALUA,TALIMBUNG,196,116,103,,,,0,102,0,24,0,31,27,1,0,1,0,0,0,0,0,0,0,0,0,17,0,17,0,JANUARI,
SULAWESI BARAT,MAMASA,TANDUK KALUA,TAMALANTIK,298,198,158,,,,125,90,4,39,2,66,26,1,0,1,0,14,0,14,0,14,0,14,0,22,0,22,0,JANUARI,
SULAWESI BARAT,MAMASA,TAWALIAN,KARIANGO,390,240,115,,,,51,108,0,52,2,104,35,2,0,2,0,10,0,10,0,10,0,10,0,4,0,4,0,JANUARI,
SULAWESI BARAT,MAMASA,TAWALIAN,RANTETANGNGA,391,226,71,,,,12,37,4,44,1,70,78,1,0,1,0,9,0,9,0,9,0,9,0,35,0,35,0,JANUARI,
SULAWESI BARAT,MAMASA,TAWALIAN,TAWALIAN,667,366,145,,,,38,112,3,107,7,129,121,2,0,2,0,8,0,8,0,8,0,8,0,29,0,29,0,JANUARI,
SULAWESI BARAT,MAMASA,TAWALIAN,TAWALIAN TIMUR,519,320,221,,,,10,215,2,60,3,107,79,2,0,2,0,5,0,5,0,5,0,5,0,25,0,25,0,JANUARI,
SULAWESI BARAT,MAMUJU,BONEHAU,BANUADA,145,100,23,,,,2,4,0,22,0,52,34,1,0,1,0,4,1,3,1,4,0,4,0,0,1,-1,0,JANUARI,
SULAWESI BARAT,MAMUJU,BONEHAU,BONEHAU,324,194,132,,,,25,72,1,47,1,72,135,2,0,2,0,9,0,9,0,9,0,9,0,5,0,5,0,JANUARI,
SULAWESI BARAT,MAMUJU,BONEHAU,BUTTUADA,281,213,195,,,,189,77,1,49,0,92,63,2,0,2,0,8,0,8,0,8,0,8,0,0,0,0,0,JANUARI,
SULAWESI BARAT,MAMUJU,BONEHAU,HINUA,201,115,59,,,,28,34,2,25,1,38,41,1,0,1,0,2,0,2,0,2,0,2,0,8,0,8,0,JANUARI,
SULAWESI BARAT,MAMUJU,BONEHAU,KINATANG,167,102,86,,,,57,54,0,24,0,38,21,1,0,1,0,4,0,4,0,4,0,4,0,0,0,0,0,JANUARI,
SULAWESI BARAT,MAMUJU,BONEHAU,LUMIKA,192,157,71,,,,45,31,1,37,3,66,28,1,0,1,0,0,0,0,0,0,0,0,0,6,0,6,0,JANUARI,
SULAWESI BARAT,MAMUJU,BONEHAU,MAPPU,143,93,68,,,,55,56,0,16,0,43,20,1,0,1,0,2,0,2,0,2,0,2,0,0,0,0,0,JANUARI,
SULAWESI BARAT,MAMUJU,BONEHAU,SALUTIWO,188,125,83,,,,11,51,1,31,2,48,62,1,0,1,0,6,0,6,0,6,0,6,0,0,0,0,0,JANUARI,
SULAWESI BARAT,MAMUJU,BONEHAU,TAMALEA,99,64,62,,,,52,62,1,15,1,31,10,0,0,0,0,1,2,-1,2,1,1,0,0,4,0,4,0,JANUARI,
SULAWESI BARAT,MAMUJU,BUDONG-BUDONG,BABANA,1637,1188,509,,,,141,311,17,265,15,414,598,8,0,8,0,62,1,61,0,60,1,59,0,152,0,152,0,JANUARI,
SULAWESI BARAT,MAMUJU,BUDONG-BUDONG,BARAKKANG,298,220,91,,,,3,22,2,46,2,104,140,4,0,4,0,4,3,1,3,4,1,3,1,10,0,10,0,JANUARI,
SULAWESI BARAT,MAMUJU,BUDONG-BUDONG,BOJO,506,352,99,,,,32,53,4,73,4,113,91,5,0,5,0,14,4,10,0,14,1,13,0,40,0,40,0,JANUARI,
SULAWESI BARAT,MAMUJU,BUDONG-BUDONG,KIRE,582,345,252,,,,49,174,3,94,4,158,169,1,0,1,0,13,0,13,0,13,0,13,0,12,1,11,0,JANUARI,
SULAWESI BARAT,MAMUJU,BUDONG-BUDONG,LEMBAH HADA,150,108,97,,,,85,51,0,29,0,33,42,4,1,3,1,5,1,4,0,5,2,3,0,0,0,0,0,JANUARI,
SULAWESI BARAT,MAMUJU,BUDONG-BUDONG,LUMU,698,443,192,,,,114,80,23,97,14,168,158,6,0,6,0,35,6,29,0,34,0,34,0,85,2,83,0,JANUARI,
SULAWESI BARAT,MAMUJU,BUDONG-BUDONG,PASAPA,293,221,137,,,,80,102,3,43,1,107,56,5,0,5,0,6,2,4,2,6,0,6,0,4,13,-9,13,JANUARI,
SULAWESI BARAT,MAMUJU,BUDONG-BUDONG,PONTANAKAYANG,963,637,610,,,,600,154,14,144,4,149,310,3,1,2,1,26,8,18,4,25,0,25,0,83,0,83,0,JANUARI,
SULAWESI BARAT,MAMUJU,BUDONG-BUDONG,SALOGATTA,1049,710,277,,,,194,134,14,169,10,168,206,2,0,2,0,24,0,24,0,23,0,23,0,87,0,87,0,JANUARI,
SULAWESI BARAT,MAMUJU,BUDONG-BUDONG,SALUMANURUNG,386,291,101,,,,27,42,6,57,3,105,91,2,1,1,0,5,0,5,0,5,0,5,0,40,0,40,0,JANUARI,
SULAWESI BARAT,MAMUJU,BUDONG-BUDONG,TINALI,478,325,112,,,,88,6,12,83,3,73,89,7,0,7,0,18,0,18,0,17,0,17,0,42,0,42,0,JANUARI,
