PROVINSI,KABUPATEN,KECAMATAN,KELURAHAN,Nama_Sekolah,NPSN,Alamat,Status,Bentuk_Pendidikan,Latitude,Longitude,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,SALOGATTA,MI BABUL KHAIRAT SALOGATTA,69975775,DUSUN RINGIN REJO DESA SALOGATTA,SWASTA,MI,0,0,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,BABANA,MIS ANSIH MADANI,60724282,JL. PENDIDIKAN,SWASTA,MI,-2.181134,119.566534,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,PONTANAKAYANG,MIS IRFANURRAHMAN,60724284,Kompleks Masjid Al-Ikhlas Desa Pontanakayang,SWASTA,MI,-2.057926,119.657268,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,SALOGATTA,MTS BABUL KHAIRAT SALOGATTA,70045526,DUSUN RINGIN REJO RT 003 RW 003,SWASTA,MTs,0,0,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,BARAKKANG,MTSS AL-MUNAWWARAH LUMU,40605867,DESA BARAKKANG BUDONG-BUDONG,SWASTA,MTs,-2.2096,119.2016,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,BABANA,MTsS AN-NAHDHAH PONTANAKAYANG,69788501,JL. KI HAJAR DEWANTARA RT.01/RW.03,SWASTA,MTs,-2.1602,119.26,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,BABANA,MTSS ANSIH MADANI,40605868,JL.PENDIDIKAN DESA BABANA BUDONG-BUDONG,SWASTA,MTs,-2.066522,119.542657,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,BABANA,MTSS NURUL ILMI,40605871,DESA BABANA BUDONG-BUDONG,SWASTA,MTs,-2.0929,119.2324,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,BARAKKANG,UPTD SD INPRES BARAKKANG,40600326,Barakkang,NEGERI,SD,-2.210625,119.206629,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,KIRE,UPTD SD INPRES KIRE,40604297,DESA KIRE,NEGERI,SD,-2.1355,119.1901,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,BABANA,UPTD SD INPRES PANGGAJOANG,40600475,Panggajoang,NEGERI,SD,-2.1027,119.2029,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,PONTANAKAYANG,UPTD SD INPRES PIR PONTANAKAYANG,40600461,Pontanakayang,NEGERI,SD,-2.1613,119.2615,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,PONTANAKAYANG,UPTD SD INPRES PONTANAKAYYANG,40600473,Pontanakayang,NEGERI,SD,-2.1621,119.2644,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,LUMU,UPTD SD INPRES PUJI,40600474,Dusun Lumu,NEGERI,SD,-2.2015,119.1552,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,KIRE,UPTD SD INPRES RANTEKOMBILING,40600505,Rantekombiling,NEGERI,SD,-2.1396,119.2218,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,SALUGATTA,UPTD SD INPRES SALUGATTA,40600502,Salugatta,NEGERI,SD,-2.176,119.2298,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,SALUMANURUNG,UPTD SD INPRES SALUMANURUNG,40600491,Salumanurung,NEGERI,SD,-2.1805,119.1954,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,TINALI,UPTD SD INPRES TINALI,40600422,Tinali,NEGERI,SD,-2.1857,119.2304,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,BABANA,UPTD SD NEGERI 2 BUDONG-BUDONG,40600144,Karondang,NEGERI,SD,-2.0927,119.2216,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,LEMBAH HADA,UPTD SD NEGERI BERINGIN INDAH,40604324,Jl. Pendidikan,NEGERI,SD,-2.1845,119.2779,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,LUMU,UPTD SD NEGERI KAMANSI,40600172,Dusun Kamansi,NEGERI,SD,-2.1627,119.1752,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,BOJO,UPTD SD NEGERI KECIL BOJO,40600168,Bojo,NEGERI,SD,-2.1984,119.2806,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,BABANA,UPTD SD NEGERI KECIL BULUREMBU,40600170,Bulurembu,NEGERI,SD,-2.1016,119.2544,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,SALUGATTA,UPTD SD NEGERI KECIL BUNGA PADI,40600171,kilo meter 10,NEGERI,SD,-2.0942,119.2749,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,BABANA,UPTD SD NEGERI KECIL LEMBAH HARAPAN,40600204,Lembah Harapan,NEGERI,SD,-2.1242,119.2492,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,PASAPA,UPTD SD NEGERI KECIL SAMPOLOTU,69787985,JL.Tanete Kalasoppeng,NEGERI,SD,-2.1897,119.359,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,BOJO,UPTD SD NEGERI KECIL SIMBAR ALLO,40600102,Rawa Indah Tengah,NEGERI,SD,-2.169,119.3092,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,LUMU,UPTD SD NEGERI LUMU,40600147,Lumu,NEGERI,SD,-2.1878,119.158,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,BABANA,UPTD SD NEGERI NO 1 BUDONG-BUDONG,40600142,Babana,NEGERI,SD,-2.0805,119.1974,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,PASAPA,UPTD SD NEGERI PASSAPA,40600189,Pasapa,NEGERI,SD,-2.1845,119.3301,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,BABANA,UPTD SD NEGERI SIKEANG,40600307,Sikeang,NEGERI,SD,-2.1543,119.1879,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,BOJO,UPTD SD NEGERI TANAH MERAH,40605272,Tanah Merah,NEGERI,SD,-2.1911,119.3067,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,PASAPA,UPTD SDK RANTE MARIO,40604542,Pasapa,NEGERI,SD,-2.1942,119.3427,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,BOJO,UPTD SMP NEGERI 4 BUDONG-BUDONG,40605463,Rawa Indah,NEGERI,SMP,-2.1691,119.3096,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,BABANA,UPTD SMP NEGERI 1 BUDONG-BUDONG,40600250,Jln. Pendidikan Desa Babana Kecamatan Budong - Budong Mamuju Tengah,NEGERI,SMP,-2.0841,119.2013,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,PONTANAKAYANG,UPTD SMP NEGERI 2 BUDONG-BUDONG,40600238,Pontanakayang,NEGERI,SMP,-2.1609,119.2629,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,LUMU,UPTD SMP NEGERI 3 BUDONG-BUDONG,40604334,Jalan Poros Salumanurung - Lumu,NEGERI,SMP,-2.1715,119.2311,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,TINALI,UPTD SMP NEGERI 5 BUDONG-BUDONG,60728406,Jl. Sultan Hasanuddin No. 005,NEGERI,SMP,-2.1846,119.2303,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,KIRE,UPTD SMP NEGERI 6 BUDONG-BUDONG,60728417,Kire,NEGERI,SMP,-2.1308,119.1972,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,PASAPA,UPTD SMP NEGERI 7 BUDONG-BUDONG,60728412,PASAPA,NEGERI,SMP,-2.1847,119.3295,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KAROSSA,MIS AL-MAARIF KOROSSA,60724291,DESA LOTU KOROSSA KOROSSA,SWASTA,MI,-1.8005,119.4056,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,TASOKKO,MIS YAMINAS MUHAJIR,60724290,MUHAJIR DESA TASOKKO KAROSSA,SWASTA,MI,-1.859065,119.576185,
INDONESIA,SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,MTS Ar-Razaq,70045351,Dusun Salupangkang Tua Desa Kambunong Karossa,SWASTA,MTs,0,0,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,TASOKKO,MTSS AL-AMANAH WAIKAYA,40605882,JL. POROS MAMUJU-PALU WAIKAYA KEC.KOROSSA KAB.MAMUJU,SWASTA,MTs,-1.8924,119.3625,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KAROSSA,MTSS AL-MAARIF KOROSSA,40605885,LOTU DESA KOROSSA,SWASTA,MTs,-1.8003,119.4055,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KAROSSA,MTSS ISTIQQAMAH YAMINAS MUHAJIR,40605884,MUHAJIR KOROSSA KOROSSA,SWASTA,MTs,-1.827934,119.837212,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KAROSSA,MTsS KAROSSA,40605883,Desa Karossa Karossa Mamuju Tengah,SWASTA,MTs,-1.7913,119.3986,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,BENGGAULU,MTsS TMI Madinatunnajah,69853414,Jl. Trans Sulawesi Barat,SWASTA,MTs,-1.9134,119.3665,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,LARA,UPTD SD INPRES ANGGALEHA,40600397,Salubarana,NEGERI,SD,-1.8551,119.3815,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KAMBUNONG,UPTD SD INPRES ANTALILI,40600398,Poros Mamuju,NEGERI,SD,-1.9927,119.3246,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,BENGGAULU,UPTD SD INPRES BENGGAULU,40600331,Benggaulu,NEGERI,SD,-1.7576904,119.3999023,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KAROSSA,UPTD SD INPRES DURI KUMBA,40600314,Durikumba,NEGERI,SD,-1.7931,119.4029,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,TASOKKO,UPTD SD INPRES KALIA,40600320,Muhajir,NEGERI,SD,-1.9298,119.3553,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KAROSSA,UPTD SD INPRES KAROSSA,40600354,Karossa,NEGERI,SD,-1.8268,119.3581,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,SUKA MAJU,UPTD SD INPRES LARA I,40600358,Lara I,NEGERI,SD,-1.8331,119.3805,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,LEMBA HOPO,UPTD SD INPRES LARA II,40600359,Lembah Hopo,NEGERI,SD,-1.8171,119.4162,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KAROSSA,UPTD SD INPRES MORA,40600464,Mora,NEGERI,SD,-1.8059,119.3912,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KADAILA,UPTD SD INPRES MORA I,40600477,Ammana Wewang,NEGERI,SD,-1.7787,119.3939,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KAYU CALLA,UPTD SD INPRES MORA II,40600478,Kayu Calla,NEGERI,SD,-1.7934,119.3757,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,BENGGAULU,UPTD SD INPRES MORA III,40600479,Mora III,NEGERI,SD,-1.7556763,119.416687,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,BENGGAULU,UPTD SD INPRES MORA IV,40600480,Mora Iv,NEGERI,SD,-1.7476,119.4376,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,TASOKKO,UPTD SD INPRES SALUBEJAU,40600511,Poros Mamuju,NEGERI,SD,-1.8607,119.7256,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,TASOKKO,UPTD SD INPRES SALUBIRO,40600512,Batukarampuang,NEGERI,SD,-1.8937,119.3619,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,SANJANGO,UPTD SD INPRES SANJANGO,40600499,Sanjango,NEGERI,SD,-1.7723,119.4763,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,SALUBIRO,UPTD SD KECIL BENDUNGAN,40605528,DUSUN BENDUNGAN,NEGERI,SD,-1.8833,119.3744,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,TASOKKO,UPTD SD KECIL KALIA,40605411,Tasokko,NEGERI,SD,-1.9077,119.3465,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KAMBUNONG,UPTD SD NEGERI KAMBUNONG,40600162,Kambunong,NEGERI,SD,-1.9572,119.3123,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,SUKA MAJU,UPTD SD NEGERI KAROSSA,40604362,Karossa,NEGERI,SD,-1.8278,119.3961,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KAMBUNONG,UPTD SD NEGERI KECIL PULO KAMBUNONG,40600209,Pulo Kambunong,NEGERI,SD,-1.9572,119.3121,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KAMBUNONG,UPTD SD NEGERI KECIL SALUBIA,40600116,Salubia,NEGERI,SD,-1.9825,119.2838,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,LARA,UPTD SD NEGERI KECIL TAMBUNG,40600107,Anggaleha,NEGERI,SD,-1.8472,119.3625,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,TASOKKO,UPTD SD NEGERI KECIL TANETE LETTER,40605590,Tasokko,NEGERI,SD,-1.9866,119.3857,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,TASOKKO,UPTD SD NEGERI KECIL TOMEMBA,40604318,Tomemba,NEGERI,SD,-1.8645,119.6415,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,SALUBIRO,UPTD SD NEGERI SALUBIRO,40600270,Salubiro,NEGERI,SD,-1.8059,119.5256,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,SANJANGO,UPTD SD NEGERI SANREGE,40604696,Sanjango,NEGERI,SD,-1.7831,119.4707,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,BENGGAULU,UPTD SMP NEGERI 5 KAROSSA,40605291,Benggaulu,NEGERI,SMP,-1.8263,119.8364,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,SUKA MAJU,UPTD SMP NEGERI 6 KAROSSA,69938351,Desa Sukamaju,NEGERI,SMP,-1.8334,119.392,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KAROSSA,UPTD SMP NEGERI 1 KAROSSA,40600254,Mora Km.6,NEGERI,SMP,-1.8039,119.3928,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KAMBUNONG,UPTD SMP NEGERI 2 KAROSSA,40604705,Kambunong,NEGERI,SMP,-1.9568,119.3137,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,TASOKKO,UPTD SMP NEGERI 3 KAROSSA,40604342,TOMEMBA,NEGERI,SMP,-1.8543,119.5574,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,LARA,UPTD SMP NEGERI 4 KAROSSA,40605457,Jl. Poros Mamuju Palu Salubarana,NEGERI,SMP,-1.8565,119.3836,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,SANJANGO,UPTD SMP NEGERI 7 KAROSSA,69963678,SANJANGO DESA SANJANGO,NEGERI,SMP,-1.8583005,119.3941555,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KAROSSA,UPTD SMP-IT ALBIRUNI,69939992,DUSUN MORA,SWASTA,SMP,-1.7997,119.3956,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,BUDONG-BUDONG,MIS AL-FITRAH,60724308,"JL. POROS TUMBU, PATULANA",SWASTA,MI,-2.0196,119.2205,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TOPOYO,MIS DARUL ISTIQAMAH TOPOYO,60724307,JL. PESANTREN NO. 3,SWASTA,MI,-2.0656,119.2722,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,BUDONG-BUDONG,MIS NURUL HASAN TUMBU,60724280,JL. POROS TOPOYO TUMBU,SWASTA,MI,-2.0241,119.2385,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TOPOYO,MIS NURUL MUTTAQIN TOPOYO,60724281,JALAN POROS TUMBU TOPOYO,SWASTA,MI,-2.0663,119.283,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TOPOYO,MIS YPUI AL-IKHWAN,60724306,JL. PESANTREN NO. 4 TOPOYO,SWASTA,MI,-2.0658,119.2731,
INDONESIA,SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,MTS AS'ADIYAH SABARUDDIN TOPOYO,70045352,Jalan Pesantren Lorong 3 Belakang Pasar Ikan,SWASTA,MTs,0,0,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,BUDONG-BUDONG,MTS ASSYAKIRA PATULANA,69976564,JL. POROS PATULANA-TUMBU,SWASTA,MTs,0,0,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,BUDONG-BUDONG,MTSS AL-CHAERIYAH BUDONG-BUDONG,40605869,PATULANA DESA BUDONG-BUDONG,SWASTA,MTs,-2.119052,119.646762,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TOPOYO,MTSS AL-HIDAYAH TOPOYO,40605915,Desa Salulebbo Topoyo,SWASTA,MTs,-1.92108,119.373572,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TOPOYO,MTSS DARUL ISTIQAMAH TOPOYO,40605913,JL. PESANTREN NO. 03 TOPOYO,SWASTA,MTs,-2.0654,119.2718,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,KABUBU,MTSS DDI TANGKOU,40605910,DESA KABUBU TOPOYO,SWASTA,MTs,-1.902548,119.359674,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,SALULEBO,MTSS HUSNAYAIN SALULEBBO,40605912,JL. PERSAMAIYAN DESA SALULEBBO TOPOYO,SWASTA,MTs,-2.041,119.4425,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,BUDONG-BUDONG,MTSS NURUL HASAN TUMBU,40605914,DESA TUMBU TOPOYO,SWASTA,MTs,-2.0241,119.2391,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TOPOYO,MTSS YPUI AL-IKHWAN,40605911,JLN. PESANTREN NO. 4 TOPOYO,SWASTA,MTs,-2.0665,119.2733,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,BAMBAMANURUNG,UPTD SD INPRES BAMBAMANURUNG,40600311,Bamba Manurung,NEGERI,SD,-2.0093,119.316,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TOPOYO,UPTD SD INPRES BAYOR,40600329,Topoyo,NEGERI,SD,-2.0739,119.2841,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,KABUBU,UPTD SD INPRES KABUBU,40600317,Kabubu,NEGERI,SD,-2.0387,119.2574,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TOPOYO,UPTD SD INPRES NGAPABOA,40600481,Jl. Poros Tumbu,NEGERI,SD,-2.0681,119.285,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,PARAILI,UPTD SD INPRES PARAILI,40600465,Paraili,NEGERI,SD,-2.0521,119.2549,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,BUDONG-BUDONG,UPTD SD INPRES PATULANA,40600468,Patulana,NEGERI,SD,-2.055,119.209,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,SALUPANGKANG,UPTD SD INPRES SALUPANGKANG,40600493,Salupangkang,NEGERI,SD,-2.0169,119.3195,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,SALUPANGKANG IV,UPTD SD INPRES SALUPANGKANG IV,40600494,Salupangkang Iv,NEGERI,SD,-2.002,119.2833,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,SALUPANGKANG,UPTD SD INPRES SWAKARSA,40604294,Salupangkang,NEGERI,SD,-2.0352,119.3156,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TABOLANG,UPTD SD INPRES TABOLANG,40600432,Jl. Tallasa,NEGERI,SD,-2.0368,119.3333,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TABOLANG,UPTD SD INPRES TANGKOU,40600416,Dusun Tangkou Indah,NEGERI,SD,-2.0533,119.306,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TAPPILINA,UPTD SD INPRES TAPPILINA,40600418,Tappilina,NEGERI,SD,-2.0308,119.2924,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TUMBU,UPTD SD INPRES TUMBU,40600457,Tumbu,NEGERI,SD,-2.0207,119.2201,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,KABUBU,UPTD SD INPRES WAE PUTEH,40600459,Jl. Poros Tumbu-Topoyo,NEGERI,SD,-2.049495,119.265307,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,SALULEBO,UPTD SD KECIL BATU DINDING,40605622,DUSUN BATU DINDING,NEGERI,SD,-1.9662,119.4862,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,BUDONG-BUDONG,UPTD SD KECIL GALIANG,40605621,DUSUN GALIANG,NEGERI,SD,-2.0645,119.2312,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,SALULEBO,UPTD SD KECIL KAROMANA MUARA,40605426,Dusun Karomana Desa Salulebo,NEGERI,SD,-2.0464,119.4143,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,PANGALLOANG,UPTD SD KECIL TALODO,40600105,Karacang,NEGERI,SD,-2.0858,119.2564,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TUMBU,UPTD SD KECIL TANJUNG LALLERE,40605273,Tanjung Lallere,NEGERI,SD,-2.0041,119.2194,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,SALULEBO,UPTD SD NEGERI KAROMANA,40604301,Jl. Lingkar Karomana,NEGERI,SD,-2.019,119.4022,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TABOLANG,UPTD SD NEGERI KECIL KALANDO,40604300,Dusun Kalando,NEGERI,SD,-2.0724,119.3673,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,PANGALLOANG,UPTD SD NEGERI KECIL KALUBIBING,40600185,Pangalloang,NEGERI,SD,-2.0867,119.236,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,SALULEBO,UPTD SD NEGERI KECIL SALULE BO,40604329,Kus-kus Rante Mario,NEGERI,SD,-2.0282,119.4445,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,SALULEBO,UPTD SD NEGERI KECIL SALUNUSU,40604698,Dusun Salunusu,NEGERI,SD,-1.9396,119.4727,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,SINABATTA,UPTD SD NEGERI SINABATTA,40600426,SINABATTA,NEGERI,SD,-2.0048,119.2527,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TABOLANG,UPTD SD NEGERI TOPOYO,40600295,Tabolang,NEGERI,SD,-2.0568,119.3291,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TUMBU,UPTD SD NEGERI WAILOTONG,40600297,Wailotong,NEGERI,SD,-2.0306,119.2466,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TUMBU,UPTD SMP NEGERI 1 TOPOYO,40600259,Tumbu,NEGERI,SMP,-1.8783,119.3745,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TAPPILINA,UPTD SMP NEGERI 2 TOPOYO,40600243,Salupangkang III,NEGERI,SMP,-2.0446,119.2929,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,PARAILI,UPTD SMP NEGERI 3 TOPOYO,40605512,Paraili,NEGERI,SMP,-2.0534,119.2545,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TABOLANG,UPTD SMP NEGERI 4 TOPOYO,40605645,Tabolang,NEGERI,SMP,-2.0533,119.3402,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,BAMBAMANURUNG,UPTD SMP NEGERI 5 TOPOYO,40600216,Salupangkang 2,NEGERI,SMP,-2.0124,119.3175,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TOPOYO,UPTD SMP NEGERI 6 TOPOYO,60728410,Topoyo,NEGERI,SMP,-2.075725,119.282398,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,SALULEBO,UPTD SMP NEGERI SATU ATAP SALULEBO,69973024,Jl. Base Camp Salulebo,NEGERI,SMP,-2.0285,119.4444,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TANGKAU,UPTD SMPS Al-MAARIF TANGKOU,40605298,Tangkou,SWASTA,SMP,-1.9157,119.4616,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TOPOYO,UPTD SMPS INTEGRASI MUHAMMADIYAH,40604611,Topoyo,SWASTA,SMP,-2.0644,119.2753,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,BUDONG-BUDONG,UPTD SMPS ISLAM SINAR ILMU,69955496,Jl. Pue Ballung Patulana,SWASTA,SMP,-2.0249,119.7647,
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,POLONGAAN,MIS BAITURRAHMAN SULOBAJA,60724283,SULOBAJA,SWASTA,MI,-1.911492,119.70309,
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,POLONGAAN,MTSS BAITURRAHMAN,40605909,TOBADAK TOBADAK,SWASTA,MTs,-1.917669,119.819686,
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,BAMBADARU,UPTD SD INPRES BAMBADARU,40600324,Jl. Jend. Sudirman,NEGERI,SD,-2.1473,119.3737,
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,BATU PARIGI,UPTD SD INPRES BATU PARIGI,40600328,Jl.Soekarno,NEGERI,SD,-2.0589,119.44,
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,TOBADAK,UPTD SD INPRES BENTENG,40600332,Benteng,NEGERI,SD,-2.0724,119.2973,
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,MAHAHE,UPTD SD INPRES MAHAHE,40604359,Mahahe,NEGERI,SD,-2.1177,119.3581,
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,BATU PARIGI,UPTD SD INPRES PANDOANDOANG,40604290,Batu Parigi,NEGERI,SD,-2.0692,119.424,
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,POLONGAAN,UPTD SD INPRES POLONGAAN,40604292,Polongaan,NEGERI,SD,-2.1096,119.3752,
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,SALOADAK,UPTD SD INPRES SALOADA,40600508,Saloadak,NEGERI,SD,-2.1513,119.4082,
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,SALOBAJA,UPTD SD INPRES SULOBAJA,40604293,Jalan Anggrek,NEGERI,SD,-2.1407,119.3625,
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,TOBADAK,UPTD SD INPRES TASANTUNG,40604295,Tasantung,NEGERI,SD,-2.1141,119.3632,
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,TOBADAK,UPTD SD INPRES TOBADAK,40604296,Tobadak,NEGERI,SD,-2.088,119.3474,
