PROVINSI,KABUPATEN,KECAMATAN,KELURAHAN,Nama_Sekolah,NPSN,Alamat,Status,Bentuk_Pendidikan,Latitude,Longitude,
SULAWESI BARAT,POLEWALI MANDAR,TUBBITARAMANU,TARAMANU TUA,SMP NEGERI SATAP TAPPARANG,40605724,TAPPARANG,NEGERI,SMP,-3.2351,118.9907,
SULAWESI BARAT,POLEWALI MANDAR,TUBBITARAMANU,TARAMANU TUA,SMP NEGERI SATAP TARAMANU,40605723,Jln.Poros Taramanu Ratte,NEGERI,SMP,-3.261725,119.022747,
SULAWESI BARAT,POLEWALI MANDAR,TUBBITARAMANU,PIRIANG TAPIKO,SMP NEGERI SATAPPIRIANG TAPIKO,40605032,Jl. Poros Besoangin,NEGERI,SMP,-3.3903,119.1107,
SULAWESI BARAT,POLEWALI MANDAR,TUBBITARAMANU,POLLEWANI,SMP NEGERI TUBBI,40600690,Jl.poros Tubbi,NEGERI,SMP,-3.5231,119.0067,
SULAWESI BARAT,MAJENE,PAMBOANG,ADOLANG DHUA,MIS AL-FATAH SIIYANG,60724337,DUSUN SIIYANG,SWASTA,MI,-3.4366,118.9129,
SULAWESI BARAT,MAJENE,PAMBOANG,PESILUANG,MIS NURUL INSAN GUPPI PESULOANG,60724336,Dusun Paqbettengang,SWASTA,MI,-3.4638,118.8799,
SULAWESI BARAT,MAJENE,PAMBOANG,BONDE,MTSN 2 MAJENE,40605942,JL. POROS MAJENE-MAMUJU LUAOR KP. 19451,NEGERI,MTs,-3.5326,118.913,
SULAWESI BARAT,MAJENE,PAMBOANG,LALAMPANUA,MTSS BPII PAMBOANG,40605943,JLN.ABD.HAE NO.3 TINAMBUNG,SWASTA,MTs,-3.501037,118.924179,
SULAWESI BARAT,MAJENE,PAMBOANG,PESILUANG,MTSS GUPPI PESULOANG,40605944,JALAN POROS MAJENE-MAMUJU KM.19 DESA PESULOANG,SWASTA,MTs,-3.4639,118.8799,
SULAWESI BARAT,MAJENE,PAMBOANG,BUNDE UTARA,SD NEGERI NO 1 LUAOR,40602087,JL.POROS MAJENE-MAMUJU KM.09,NEGERI,SD,-3.5291,118.9113,
SULAWESI BARAT,MAJENE,PAMBOANG,BANUA ADOLANG,SD NEGERI NO 10 RATTE,40601388,Kappung Ratte,NEGERI,SD,-3.4534,118.9085,
SULAWESI BARAT,MAJENE,PAMBOANG,BETTENG,SD NEGERI NO 11 GALUNG,40601390,Galung,NEGERI,SD,-3.4739,118.9136,
SULAWESI BARAT,MAJENE,PAMBOANG,BETTENG,SD NEGERI NO 12 TIMBOGADING,40601393,Timbogading,NEGERI,SD,-3.4819,118.9218,
SULAWESI BARAT,MAJENE,PAMBOANG,SIMBANG,SD NEGERI NO 13 PALLARANGAN,40601395,Pallarangan,NEGERI,SD,-3.4952,118.9388,
SULAWESI BARAT,MAJENE,PAMBOANG,SIMBANG,SD NEGERI NO 14 SIMBANG,40601396,Lamaru,NEGERI,SD,-3.4905,118.9209,
SULAWESI BARAT,MAJENE,PAMBOANG,SIMBANG,SD NEGERI NO 15 PARALLITANG,40601397,Parallitang,NEGERI,SD,-3.5004,118.9206,
SULAWESI BARAT,MAJENE,PAMBOANG,BUTTU PAMBOANG,SD NEGERI NO 16 PUARE,40602079,Dusun Puare Timur,NEGERI,SD,-3.5094,118.9139,
SULAWESI BARAT,MAJENE,PAMBOANG,LALAMPANUA,SD NEGERI NO 17 GALUNG-GALUNG,40602081,Galung Galung,NEGERI,SD,-3.4866,118.8974,
SULAWESI BARAT,MAJENE,PAMBOANG,BABABULU,SD NEGERI NO 18 BABABULO,40601453,Bababulo,NEGERI,SD,-3.507,118.899,
SULAWESI BARAT,MAJENE,PAMBOANG,BABABULU UTARA,SD NEGERI NO 2 BABABULO,40601401,Bababulo,NEGERI,SD,-3.5086,118.9011,
SULAWESI BARAT,MAJENE,PAMBOANG,SIRINDU,SD NEGERI NO 20 AMBAWE,40601455,Ambawe,NEGERI,SD,-3.4232,118.8717,
SULAWESI BARAT,MAJENE,PAMBOANG,SIRINDU,SD NEGERI NO 23 SIRINDU,40602093,Sirindu,NEGERI,SD,-3.4333,118.8752,
SULAWESI BARAT,MAJENE,PAMBOANG,BONDE,SD NEGERI NO 24 LUAOR,40601462,Luaor,NEGERI,SD,-3.5372,118.9159,
SULAWESI BARAT,MAJENE,PAMBOANG,ADOLANG,SD NEGERI NO 26 INPRES ADOLANG,40601465,Pesapoang Tengah,NEGERI,SD,-3.434,118.8922,
SULAWESI BARAT,MAJENE,PAMBOANG,BONDE UTARA,SD NEGERI NO 28 LUAOR,40602098,Jln Poros Majene-Mamuju Km.9 Desa Bonde Utara,NEGERI,SD,-3.5293,118.9111,
SULAWESI BARAT,MAJENE,PAMBOANG,TINAMBUNG,SD NEGERI NO 3 TINAMBUNG,40601418,TINAMBUNG,NEGERI,SD,-3.495,118.8963,
SULAWESI BARAT,MAJENE,PAMBOANG,TINAMBUNG,SD NEGERI NO 30 INPRES KAIDA,40601420,"Jln. Abd Hae, Dusun Lattigi, Desa Tinambung, Pamboang",NEGERI,SD,-3.4944,118.9027,
SULAWESI BARAT,MAJENE,PAMBOANG,ADOLANG DHUA,SD NEGERI NO 32 INPRES MONGEARE,40601472,Mongeare,NEGERI,SD,-3.4244,118.8789,
SULAWESI BARAT,MAJENE,PAMBOANG,ADOLANG,SD NEGERI NO 34 RAWANG,40601427,Rawang,NEGERI,SD,-3.441,118.9051,
SULAWESI BARAT,MAJENE,PAMBOANG,BANUA ADOLANG,SD NEGERI NO 35 COCI,40604726,Kappung Coci,NEGERI,SD,-3.4332,118.936,
SULAWESI BARAT,MAJENE,PAMBOANG,LALAMPANUA,SD NEGERI NO 4 GALUNG GALUNG,40601434,JL. AMMANA PATTOLAWALI,NEGERI,SD,-3.4904,118.8975,
SULAWESI BARAT,MAJENE,PAMBOANG,SIRINDU,SD NEGERI NO 6 BALOMBONG,40602112,Balombong,NEGERI,SD,-3.4553,118.8802,
SULAWESI BARAT,MAJENE,PAMBOANG,BALOMBONG,SD NEGERI NO 7 ULU BALOMBONG,40601446,BALOMBONG,NEGERI,SD,-3.4486,118.8808,
SULAWESI BARAT,MAJENE,PAMBOANG,SIRINDU,SD NEGERI NO 8 SIRINDU,40601448,Sirindu,NEGERI,SD,-3.4332,118.8753,
SULAWESI BARAT,MAJENE,PAMBOANG,ADOLANG DHUA,SD NEGERI NO 9 PESAPOANG,40601450,Pesapoang,NEGERI,SD,-3.4308,118.8904,
SULAWESI BARAT,MAJENE,PAMBOANG,BONDE,SD NEGERI NO. 19 INPRES LUAOR,40601454,Luaor,NEGERI,SD,-3.5334,118.9134,
SULAWESI BARAT,MAJENE,PAMBOANG,BANUA ADOLANG,SDN NOMOR 36 BELIA,40605162,Pamboang,NEGERI,SD,-3.4624,118.891,
SULAWESI BARAT,MAJENE,PAMBOANG,LALAMPANUA,SMP NEGERI 1 PAMBOANG,40601318,Jl. Ammana Pattolawali,NEGERI,SMP,-3.4891,118.8974,
SULAWESI BARAT,MAJENE,PAMBOANG,SIRINDU,SMP NEGERI 2 PAMBOANG,40601305,Jl. Poros Majene Mamuju,NEGERI,SMP,-3.4289,118.8731,
SULAWESI BARAT,MAJENE,PAMBOANG,BABABULU,SMP NEGERI 3 PAMBOANG,40601196,Jl.Poros Majene - Mamuju Km.11,NEGERI,SMP,-3.5167,118.9031,
SULAWESI BARAT,MAJENE,PAMBOANG,SIMBANG,SMP NEGERI 4 PAMBOANG,40601300,Simbang,NEGERI,SMP,-3.4945,118.9248,
SULAWESI BARAT,MAJENE,PAMBOANG,ADOLANG DHUA,SMP NEGERI 5 PAMBOANG,40604372,Jl. Bukit Pendidikan Adolang Dhua,NEGERI,SMP,-3.4331,118.8898,
SULAWESI BARAT,MAJENE,PAMBOANG,BETTENG,SMP NEGERI 6 SATAP PAMBOANG,40605626,GALUNG,NEGERI,SMP,-3.474,118.9134,
SULAWESI BARAT,MAJENE,PAMBOANG,BANUA ADOLANG,SMP NEGERI 7 SATAP PAMBOANG,69772701,Ratte,NEGERI,SMP,-3.4537,118.9079,
SULAWESI BARAT,MAJENE,PAMBOANG,BANUA ADOLANG,SMP NEGERI NO. 8 SATAP PAMBOANG,69950500,DUSUN COCI RT. 002,NEGERI,SMP,-3.433,118.9359,
SULAWESI BARAT,MAJENE,ULUMANDA,ULUMANDA,MTSS AL-JIHAD SAMBABO,40605955,JL. POROS MAJENE-MAMUJU KM. 80 SAMBABO ULUMANDA,SWASTA,MTs,-3.07022,118.955317,
SULAWESI BARAT,MAJENE,ULUMANDA,TANDEALLO,MTSS DDI TAUKONG,40605954,TAUKONG,SWASTA,MTs,-3.0748,118.9121,
SULAWESI BARAT,MAJENE,ULUMANDA,POPENGA,MTSS SIPAKATAU,70042827,UREKANG DESA POPENGA,SWASTA,MTs,0,0,
SULAWESI BARAT,MAJENE,ULUMANDA,POPENGA,SD NEGERI 36 POPENGA,40604556,Dusun Pupenga Desa Ulumanda,NEGERI,SD,-3.0339,118.9928,
SULAWESI BARAT,MAJENE,ULUMANDA,PANGGALO,SD NEGERI 37 PELEDOANG,40604782,Peledoang,NEGERI,SD,-3.1804,118.8853,
SULAWESI BARAT,MAJENE,ULUMANDA,SALUTAMBUNG,SD NEGERI NO 10 SALUTAMBUNG,40601389,Dusun Liba,NEGERI,SD,-3.0855,118.8364,
SULAWESI BARAT,MAJENE,ULUMANDA,KABIRAAN,SD NEGERI NO 13 KABIRAAN,40601394,Sulai,NEGERI,SD,-3.0702,118.8473,
SULAWESI BARAT,MAJENE,ULUMANDA,ULUMANDA,SD NEGERI NO 15 ULUMANDA,40602078,Urekang,NEGERI,SD,-3.0201,119.0104,
SULAWESI BARAT,MAJENE,ULUMANDA,PANGGALO,SD NEGERI NO 17 KOLEHALANG,40602082,Kolehalang,NEGERI,SD,-3.1203,118.9128,
SULAWESI BARAT,MAJENE,ULUMANDA,KABIRAAN,SD NEGERI NO 19 TAMMERIMBI,40601180,Tammerimbi,NEGERI,SD,-3.5409,118.9679,
SULAWESI BARAT,MAJENE,ULUMANDA,SAMBABO,SD NEGERI NO 20 SAMBABO,40601404,Dusun Sambabo,NEGERI,SD,-3.0806,118.8521,
SULAWESI BARAT,MAJENE,ULUMANDA,SAMBABO,SD NEGERI NO 22 RURA,40601460,Rura,NEGERI,SD,-3.5547,118.9946,
SULAWESI BARAT,MAJENE,ULUMANDA,ULUMANDA,SD NEGERI NO 23 TAMAJANNANG,40601461,Seppong,NEGERI,SD,-3.0497,118.9785,
SULAWESI BARAT,MAJENE,ULUMANDA,TANDEALLO,SD NEGERI NO 24 PAKU,40602095,Paku,NEGERI,SD,-3.0484,118.9247,
SULAWESI BARAT,MAJENE,ULUMANDA,PANGGALO,SD NEGERI NO 26 PANGGALO,40602096,Panggalo,NEGERI,SD,-3.1599,118.8779,
SULAWESI BARAT,MAJENE,ULUMANDA,SALUTAMBUNG,SD NEGERI NO 27 TATIBAJO,40601411,Dusun Tatibajo,NEGERI,SD,-3.5676,118.9418,
SULAWESI BARAT,MAJENE,ULUMANDA,ULUMANDA,SD NEGERI NO 29 KALAUSU,40601413,Kalausu,NEGERI,SD,-1.2815,36.852,
SULAWESI BARAT,MAJENE,ULUMANDA,KABIRAAN,SD NEGERI NO 30 BABA SONDONG,40601419,Babasondong,NEGERI,SD,-3.0448,118.8849,
SULAWESI BARAT,MAJENE,ULUMANDA,KABIRAAN,SD NEGERI NO 6 KABIRAAN,40601442,Kabiraan,NEGERI,SD,-3.0513,118.8764,
SULAWESI BARAT,MAJENE,ULUMANDA,TANDEALLO,SD NEGERI NO 7 TAUKONG,40602113,Taukong,NEGERI,SD,-3.0741,118.9109,
SULAWESI BARAT,MAJENE,ULUMANDA,ULUMANDA,SD NEGERI NO 8 SEPPONG,40602114,Lemo - Lemo,NEGERI,SD,-3.0012,118.888,
SULAWESI BARAT,MAJENE,ULUMANDA,PANGGALO,SD NEGERI NO. 34 UDUNG LEMO,40602115,Udung Lemo,NEGERI,SD,-3.1138,118.8942,
SULAWESI BARAT,MAJENE,ULUMANDA,POPENGA,SD NEGERI NO.40 BABALOMBI,69772700,Ulumanda,NEGERI,SD,-3.0006,119.0417,
SULAWESI BARAT,MAJENE,ULUMANDA,SALUTAMBUNG,SMP NEGERI 4 MALUNDA,40601199,Salutambung,NEGERI,SMP,-3.0894,118.8351,
SULAWESI BARAT,MAJENE,ULUMANDA,KABIRAAN,SMP NEGERI 5 MALUNDA,40601303,Kabiraan,NEGERI,SMP,-3.4739,118.9136,
SULAWESI BARAT,MAJENE,ULUMANDA,TANDEALLO,SMP NEGERI 6 MALUNDA,40604373,Dusun Taukong,NEGERI,SMP,-3.0656,118.9084,
SULAWESI BARAT,MAJENE,ULUMANDA,PANGGALO,SMP NEGERI 9 SATAP PANGGALO,40605535,Panggalo,NEGERI,SMP,-3.1603,118.8772,
SULAWESI BARAT,MAJENE,ULUMANDA,ULUMANDA,SMP NEGERI NO. 10 ULUMANDA,69948645,DUSUN LEMO LEMO,NEGERI,SMP,-3.0997892,118.909528,
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,TALLAMBALAO,MI Al-Amanah Pangaleroang,69994797,JL. POROS DESA TALLAMBALAO NO. 78,SWASTA,MI,0,0,
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,TAMMIRODO,MIS GUPPI TAMMERO`DO,60724341,Pande-Pandeng,SWASTA,MI,-3.246,118.8406,
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,SEPPONG,MTSS DDI SEPPONG,40605952,JL JABAL RAHMAN SEPPONG,SWASTA,MTs,-3.336288,118.890832,
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,ULIDANG,MTSS GUPPI ULIDANG,40605951,JL. POROS MAJENE-MAMUJU,SWASTA,MTs,-3.355984,118.861288,
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,TAMMIRODO,MTSS MUHAMMADIYAH PELATTOANG,40605950,JL. POROS MAJENE-MAMUJU KM. 46,SWASTA,MTs,-3.3691,118.8728,
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,MANYAMBA,SD NEERI 51 BUSSU,69972940,BUSSU,NEGERI,SD,-3.207,118.8922,
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,TAMMIRODO,SD NEGERI NO 11 KAREMA,40601183,Karondongan,NEGERI,SD,-3.2737,118.8445,
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,TAMMIRODO,SD NEGERI NO 12 PELATTOANG,40601185,Pelattoang,NEGERI,SD,-3.2574,118.8417,
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,ULIDANG,SD NEGERI NO 13 ULIDANG,40601186,Ulidang,NEGERI,SD,-3.2151,118.8396,
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,TAMMIRODO,SD NEGERI NO 22 INPRES PELATTOANG,40601354,Pelattoang,NEGERI,SD,-3.26,118.8416,
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,SEPPONG,SD NEGERI NO 23 SEPPONG,40601405,Seppong,NEGERI,SD,-3.2348,118.8501,
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,AWO,SD NEGERI NO 30 INPRES ULIDANG,40601357,Tippulu,NEGERI,SD,-3.2134,118.849,
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,AWO,SD NEGERI NO 31 RATTE PADANG,40601469,Ratte Padang,NEGERI,SD,-3.1943,118.881,
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,TALLAMBALAO,SD NEGERI NO 38 PANGALEROANG,40601432,Pangaleroang,NEGERI,SD,-3.2471,118.8531,
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,MANYAMBA,SD NEGERI NO 39 MANYAMBA,40601169,Manyamba,NEGERI,SD,-3.231,118.8655,
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,TAMMIRODO UTARA,SD NEGERI NO 44 LEBA-LEBA,40601438,Leba-leba,NEGERI,SD,-3.233,118.8334,
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,MANYAMBA,SD NEGERI NO 49 INPRES RATTETARRING,40601498,Dusun Manyamba Timur,NEGERI,SD,-3.228,118.8944,
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,SEPPONG,SD NEGERI NO 50 TALONGGA,40601441,TALONGGA,NEGERI,SD,-3.2132,118.8694,
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,TAMMIRODO UTARA,SMP NEGERI 4 SENDANA,40601301,Tammerodo,NEGERI,SMP,-3.2402,118.8368,
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,SEPPONG,SMP NEGERI 7 SATU ATAP SENDANA,69787951,Talongga,NEGERI,SMP,-3.2305,118.8737,
SULAWESI BARAT,MAJENE,TUBO SENDANA,TUBO TENGAH,MIS DDI LOMBO`NA,60724340,Jl. Poros Majene-Mamuju KM.70,SWASTA,MI,-3.276873,118.900351,
SULAWESI BARAT,MAJENE,TUBO SENDANA,TUBO TENGAH,MTSS DDI LOMBO`NA,40605953,Jl. Poros Majene-Mamuju Km.70,SWASTA,MTs,-3.0833,118.7958,
SULAWESI BARAT,MAJENE,TUBO SENDANA,ONANG,SD NEGERI NO 14 SUMAKUYU,40601188,Sumakuyu,NEGERI,SD,-3.1688,118.8295,
SULAWESI BARAT,MAJENE,TUBO SENDANA,ONANG UTARA,SD NEGERI NO 15 BELALANG,40601190,Belalang,NEGERI,SD,-3.1456,118.8041,
SULAWESI BARAT,MAJENE,TUBO SENDANA,TUBO SELATAN,SD NEGERI NO 16 BATURORO,40601399,Baturoro,NEGERI,SD,-3.0905,118.7788,
SULAWESI BARAT,MAJENE,TUBO SENDANA,ONANG,SD NEGERI NO 24 BATUTAKU,40601406,Batutaku,NEGERI,SD,-3.1576,118.8172,
SULAWESI BARAT,MAJENE,TUBO SENDANA,TUBO,SD NEGERI NO 34 INPRES TARAWEKI,40601428,Taraweki,NEGERI,SD,-3.0871,118.8164,
SULAWESI BARAT,MAJENE,TUBO SENDANA,TUBO,SD NEGERI NO 43 INP. KULASI,40601360,Kulasi,NEGERI,SD,-3.0836,118.8104,
SULAWESI BARAT,MAJENE,TUBO SENDANA,TUBO POANG,SD NEGERI NO 46 TUBO,40601478,Tubo Masigi,NEGERI,SD,-3.0953,118.8314,
SULAWESI BARAT,MAJENE,TUBO SENDANA,BONDE-BONDE,SDN 33 RAWANG RAWANG,40601425,Camba Raya,NEGERI,SD,-3.499,118.9598,
SULAWESI BARAT,MAJENE,TUBO SENDANA,ONANG,SDN NO. 52 PARABAYA,69972942,PARABAYA,NEGERI,SD,-3.1533,118.8148,
SULAWESI BARAT,MAJENE,TUBO SENDANA,BONDE-BONDE,SMP NEGERI 3 SENDANA,40601197,Jl.poros Majene Mamuju Km. 65,NEGERI,SMP,-3.1184,118.7823,
SULAWESI BARAT,MAJENE,TUBO SENDANA,ONANG,SMP NEGERI 6 TUBO SENDANA,40604386,Jl. Poros Majene Mamuju Km. 59 Parabaya,NEGERI,SMP,-3.1523,118.8127,
SULAWESI BARAT,MAJENE,BANGGAE,GALUNG,MIS GUPPI GALUNG,60724326,JL. MANUNGGAL GALUNG UTARA,SWASTA,MI,-3.525833,118.963911,
SULAWESI BARAT,MAJENE,BANGGAE,BANGGAE,MIS GUPPI SALEPPA,60724324,JL. KH.ZAINAL ABIDIN,SWASTA,MI,-3.527854,118.94988,
SULAWESI BARAT,MAJENE,BANGGAE,BARU,MIS GUPPI TEPPO,60724323,JL. LABORA NO. 13 TEPPO,SWASTA,MI,-3.5417,118.9447,
SULAWESI BARAT,MAJENE,BANGGAE,RANGAS,MIS PPPA GUPPI RANGAS,60724325,JL. PENDIDIKAN NO. 2 RANGAS MAJENE,SWASTA,MI,-3.568,118.9374,
SULAWESI BARAT,MAJENE,BANGGAE,BARU,MTSS AL-QALAM TEPPO,40605933,JL. LABORA TEPPO,SWASTA,MTs,-3.53701,118.966289,
SULAWESI BARAT,MAJENE,BANGGAE,BANGGAE,MTSS KHAIRUNNAS,70008783,LINGKUNGAN RUSUNG DESA BANGGAE,SWASTA,MTs,-3.5332,118.9546,
SULAWESI BARAT,MAJENE,BANGGAE,RANGAS,MTSS P3A GUPPI RANGAS,40605932,JL. PENDIDIKAN NO. 3 RANGAS,SWASTA,MTs,-3.566,118.9371,
SULAWESI BARAT,MAJENE,BANGGAE,BANGGAE,SD NEGERI 1 SALEPPA,40601192,Jl. Gatot Subroto No. 17,NEGERI,SD,-3.5434,118.9663,
SULAWESI BARAT,MAJENE,BANGGAE,GALUNG,SD NEGERI 10 GALUNG,40601181,Galung Barat,NEGERI,SD,-3.5238,118.9671,
SULAWESI BARAT,MAJENE,BANGGAE,BARU,SD NEGERI 16 GAROGO,40601191,Jl. Emmi Saelan Garogo,NEGERI,SD,-3.5491,118.9544,
SULAWESI BARAT,MAJENE,BANGGAE,BARU,SD NEGERI 17 CAMBA,40602563,Jl. Jenderal Ahmad Yani No. 13 Camba,NEGERI,SD,-3.5479,118.9507,
SULAWESI BARAT,MAJENE,BANGGAE,TOTOLI,SD NEGERI 18 DETENG-DETENG,40602564,Jl. Jend. Ahmad Yani KM. 3 Lingkungan Deteng-Deteng Kelurahan Totoli,NEGERI,SD,-3.5506,118.9482,
SULAWESI BARAT,MAJENE,BANGGAE,RANGAS,SD NEGERI 19 RANGAS,40602565,Rangas Barat,NEGERI,SD,-3.569,118.9375,
SULAWESI BARAT,MAJENE,BANGGAE,RANGAS,SD NEGERI 20 RANGAS,40601403,Rangas Timur,NEGERI,SD,-3.5678,118.942,
SULAWESI BARAT,MAJENE,BANGGAE,PALIPI SOREANG,SD NEGERI 22 SOREANG,40602568,Soreang Palipi,NEGERI,SD,-3.5481,118.9275,
SULAWESI BARAT,MAJENE,BANGGAE,TOTOLI,SD NEGERI 23 MANGGE,40602569,Jln. Lagama Mangge,NEGERI,SD,-3.53,118.932,
SULAWESI BARAT,MAJENE,BANGGAE,BANGGAE,SD NEGERI 24 SALEPPA,40601463,Jl. Mayjen Azis Bustam No. 22,NEGERI,SD,-3.5408,118.9681,
SULAWESI BARAT,MAJENE,BANGGAE,BANGGAE,SD NEGERI 26 PAKKOLA,40601408,Jl. Manunggal No. 2 Pakkola,NEGERI,SD,-3.5352,118.9698,
SULAWESI BARAT,MAJENE,BANGGAE,BARU,SD NEGERI 31 TEPPO,40601470,Jl. Labora Teppo,NEGERI,SD,-3.5412,118.9443,
SULAWESI BARAT,MAJENE,BANGGAE,TOTOLI,SD NEGERI 34 DETENG DETENG,40601426,Jln. Deteng - Deteng,NEGERI,SD,-3.5505,118.9481,
SULAWESI BARAT,MAJENE,BANGGAE,PANGALI-ALI,SD NEGERI 35 PANGGALO,40601429,Panggalo Salabose,NEGERI,SD,-3.5369,118.9565,
SULAWESI BARAT,MAJENE,BANGGAE,BANGGAE,SD NEGERI 38 KOTA,40601431,Jl. Sumur Tiga Kota,NEGERI,SD,-3.5299,118.9664,
SULAWESI BARAT,MAJENE,BANGGAE,PANGALI-ALI,SD NEGERI 39 CILALLANG,40601433,Jl. Andi Tenno Haera No. 19,NEGERI,SD,-3.4952,118.9386,
SULAWESI BARAT,MAJENE,BANGGAE,RANGAS,SD NEGERI 41 RANGAS,40602570,Rangas Pabesoang,NEGERI,SD,-3.5691,118.9378,
SULAWESI BARAT,MAJENE,BANGGAE,BANGGAE,SD NEGERI 48 GALUNG,40602573,Pakkola,NEGERI,SD,-3.5365,118.9677,
SULAWESI BARAT,MAJENE,BANGGAE,PANGALI-ALI,SD NEGERI 49 PASANGGRAHAN,40602574,Jln. R.a.kartini No. 125 Pasanggrahan,NEGERI,SD,-3.5485,118.9583,
SULAWESI BARAT,MAJENE,BANGGAE,PANGALI-ALI,SD NEGERI 5 PANGALI ALI,40601166,Pangali Ali,NEGERI,SD,-3.5465,118.9621,
SULAWESI BARAT,MAJENE,BANGGAE,PAMBOBORANG,SD NEGERI 50 INPRES KONJA,40601499,Jl.ASSYIFA DUSUN KONJA,NEGERI,SD,-3.5389,118.9374,
SULAWESI BARAT,MAJENE,BANGGAE,PAMBOBORANG,SD NEGERI 51 GALUNG PAARA,40602575,Galung Paara,NEGERI,SD,-3.5197,118.9339,
SULAWESI BARAT,MAJENE,BANGGAE,PALIPI SOREANG,SD NEGERI 52 PALIPI,40601480,Jalan Ammana Tima,NEGERI,SD,-3.5536,118.9278,
SULAWESI BARAT,MAJENE,BANGGAE,RANGAS,SD NEGERI 54 INPRES RANGAS,40602576,Jl. Masjid No. 2 Rangas Timur,NEGERI,SD,-3.5676,118.9418,
SULAWESI BARAT,MAJENE,BANGGAE,TOTOLI,SD NEGERI 55 DETENG-DETENG,40601481,JL. BLK Passarang,NEGERI,SD,-3.5576,118.9429,
SULAWESI BARAT,MAJENE,BANGGAE,BANGGAE,SD NEGERI 61 COPALA,40602579,Copala,NEGERI,SD,-3.5335,118.9631,
SULAWESI BARAT,MAJENE,BANGGAE,PANGALI-ALI,SD NEGERI 62 SALABOSE,40601484,Jln. Syekh Abdul Mannan Salabose,NEGERI,SD,-3.5406,118.9634,
SULAWESI BARAT,MAJENE,BANGGAE,TOTOLI,SD NEGERI 63 DETENG-DETENG,40602580,Deteng - Deteng,NEGERI,SD,-3.5466,118.9455,
SULAWESI BARAT,MAJENE,BANGGAE,GALUNG,SD NEGERI 65 GALUNG,40601501,Jl. Manunggal,NEGERI,SD,-3.5325,118.9697,
SULAWESI BARAT,MAJENE,BANGGAE,PANGALI-ALI,SD NEGERI 7 SALABOSE,40601173,Salabose,NEGERI,SD,-3.5412,118.9652,
SULAWESI BARAT,MAJENE,BANGGAE,PAMBOBORANG,SD NEGERI NO. 21 PAMBOBORANG,40602566,Pamboborang,NEGERI,SD,-3.5362,118.9425,
SULAWESI BARAT,MAJENE,BANGGAE,PANGALI-ALI,SMP NEGERI 1 MAJENE,40601316,Jl. Gatot Subroto No. 47,NEGERI,SMP,-3.5463,118.9615,
SULAWESI BARAT,MAJENE,BANGGAE,TOTOLI,SMP NEGERI 6 MAJENE,40601319,Jalan Pendidikan No.2 Rangas,NEGERI,SMP,-3.5665,118.9378,
SULAWESI BARAT,MAJENE,BANGGAE,BARU,SMP NEGERI NO. 9 MAJENE,69950503,Jl. Labora Lr. 1,NEGERI,SMP,-3.5460403,118.936089,
SULAWESI BARAT,MAJENE,SENDANA,PALIPI,MIN 2 MAJENE,60724338,JL. POROS MAJENE MAMUJU KM. 40,NEGERI,MI,-3.331364,118.864571,
SULAWESI BARAT,MAJENE,SENDANA,MOSSO,MIS AL - IKHLAS MOSSO,60724339,KAMPUNG LELE,SWASTA,MI,-3.345808,118.900679,
SULAWESI BARAT,MAJENE,SENDANA,TALLO BANUA,MTSS Darul Hikmah Poniang,40605949,JL. POROS MAJENE-MAMUJU KM 41 PONIANG,SWASTA,MTs,-3.30576,118.873762,
SULAWESI BARAT,MAJENE,SENDANA,BANUA,MTSS DDI BANUA,40605948,JL. PENDIDIKAN,SWASTA,MTs,-3.275888,118.87409,
SULAWESI BARAT,MAJENE,SENDANA,LIMBORO RAMBU-RAMBU,MTSS DDI LIMBORO,40605947,JL. PENDIDIKAN LIMBORO RAMBU-RAMBU,SWASTA,MTs,-3.2781,118.9002,
SULAWESI BARAT,MAJENE,SENDANA,MOSSO,MTSS DDI SOMBA,40605945,JL. SULTAN ALAUDDIN NO. 25 SOMBA,SWASTA,MTs,-3.38881,118.895099,
SULAWESI BARAT,MAJENE,SENDANA,TOTOLISI,MTSS DDI TOTOLISI,40605946,JL:POROS MAJENE -MAMUJU KM.36 TOTOLISI,SWASTA,MTs,-3.298867,118.900023,
SULAWESI BARAT,MAJENE,SENDANA,TALLO BANUA,SD ISLAM DARUL HIKMAH,69962418,PONIANG,SWASTA,SD,-3.2928,118.8586,
