PROVINSI,KABUPATEN,KECAMATAN,KELURAHAN,LATITUDE,LONGITUDE,PUS,Kampung KB,Rumah DataKU,BKB,BKR,BKL,UPPKA,PIK-R,BULAN,
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,MAHAHE,-2.122958,119.365442,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,SALOBAJA,-2.156691,119.336074,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,TOBADAK,-2.104302,119.491646,1,Ada,Ada,Ada,Ada,Ada,Ada,Tidak ada,JANUARI,
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,PALONGAAN,-2.105264,119.40054,1,Ada,Ada,Ada,Ada,Ada,Tidak ada,Tidak ada,JANUARI,
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,BATU PARIGI,-2.07222,119.538128,1,Ada,Ada,Ada,Tidak ada,Ada,Tidak ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,BAMBADARU,-2.167875,119.37234,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,SEJATI,-2.133079,119.56107,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,SALOADAK,-2.150791,119.409562,1,Ada,Ada,Ada,Ada,Ada,Tidak ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,POLO PANGALE,-2.276623,119.190498,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,PANGALE,-2.273746,119.188606,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,SARTANAMAJU,-2.261835,119.166387,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,POLO LERENG,-2.23699,119.195861,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,KUO,-2.246775,119.235157,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,POLO CAMBA,-2.21521,119.17945,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,LAMBA-LAMBA,-2.215995,119.158683,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,KOMBILING,-2.259571,119.14427,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,LEMO-LEMO,-2.295981,119.188293,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,BABANA,-2.099924,119.231957,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,LUMU,-2.174898,119.169027,1,Ada,Ada,Ada,Ada,Ada,Tidak ada,Tidak ada,JANUARI,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,PONTANAKAYANG,-2.161947,119.268355,1,Tidak ada,Ada,Ada,Tidak ada,Ada,Tidak ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,SALOGATTA,-2.160618,119.233792,1,Ada,Ada,Ada,Tidak ada,Ada,Tidak ada,Tidak ada,JANUARI,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,KIRE,-2.136058,119.20719,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,TINALI,-2.185817,119.230014,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,SALUMANURUNG,-2.180959,119.197557,1,Ada,Ada,Ada,Ada,Ada,Tidak ada,Tidak ada,JANUARI,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,PASAPA,-2.193205,119.335021,1,Tidak ada,Ada,Ada,Ada,Ada,Tidak ada,Tidak ada,JANUARI,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,BOJO,-2.199544,119.29773,1,Ada,Ada,Ada,Ada,Ada,Tidak ada,Tidak ada,JANUARI,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,BARAKKANG,-2.202677,119.21753,1,Ada,Ada,Ada,Ada,Ada,Tidak ada,Tidak ada,JANUARI,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,LEMBAH HADA,-2.206564,119.25614,1,Tidak ada,Ada,Ada,Ada,Ada,Tidak ada,Tidak ada,JANUARI,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,BUDONG-BUDONG,-2.050442,119.216864,1,Ada,Ada,Ada,Ada,Ada,Ada,Tidak ada,JANUARI,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TOPOYO,-2.044015,119.365096,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TUMBU,-2.015012,119.229686,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,KABUBU,-2.042255,119.260861,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,WAEPUTEH,-2.027062,119.267015,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TANGKOU,-2.045013,119.315755,1,Ada,Ada,Ada,Ada,Ada,Tidak ada,Tidak ada,JANUARI,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TABOLANG,-2.049041,119.345903,1,Ada,Ada,Ada,Tidak ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,PARAILI,-2.055796,119.252078,1,Ada,Ada,Ada,Ada,Ada,Tidak ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,SALUPANGKANG,-2.025123,119.311563,1,Ada,Ada,Ada,Ada,Ada,Tidak ada,Tidak ada,JANUARI,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,SALUPANGKANG IV,-1.99808,119.282528,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TAPPILINA,-2.025483,119.285845,1,Ada,Ada,Ada,Ada,Ada,Tidak ada,Tidak ada,JANUARI,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,BAMBAMANURUNG,-2.001365,119.310688,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,SALULEKBO,-2.009704,119.603109,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,PANGALLOANG,-2.073505,119.238875,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,SINABATTA,-1.984601,119.260195,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KAROSSA,-1.810358,119.369261,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,TASOKKO,-1.925635,119.538147,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,LARA,-1.879259,119.573964,1,Ada,Ada,Ada,Ada,Ada,Ada,Tidak ada,JANUARI,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KADAILA,-1.767856,119.373452,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KAYU CALLA,-1.791329,119.36596,1,Ada,Ada,Ada,Ada,Ada,Ada,Tidak ada,JANUARI,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,LEMBAH HOPO,-1.853025,119.447647,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,BENGGAULU,-1.75638,119.416732,1,Ada,Ada,Ada,Ada,Ada,Tidak ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,SUKA MAJU,-1.829642,119.384218,1,Ada,Ada,Ada,Tidak ada,Ada,Tidak ada,Tidak ada,JANUARI,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KAMBUNONG,-1.94825,119.520753,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,SALUBIRO,-1.908342,119.572004,1,Ada,Ada,Ada,Ada,Ada,Tidak ada,Tidak ada,JANUARI,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,SANJANGO,-1.801845,119.525873,1,Ada,Ada,Ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,JANUARI,
SULAWESI BARAT,PASANGKAYU,BAMBAIRA,TAMPAURE,-0.955359,119.531154,1,Ada,Ada,Ada,Ada,Ada,Ada,Tidak ada,JANUARI,
SULAWESI BARAT,PASANGKAYU,BAMBAIRA,BAMBAIRA,-0.981161,119.524179,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,PASANGKAYU,BAMBAIRA,KASOLOANG,-1.013465,119.492595,1,Tidak ada,Ada,Ada,Ada,Tidak ada,Tidak ada,Ada,JANUARI,
SULAWESI BARAT,PASANGKAYU,BAMBAIRA,KALUKU NANGKA,-1.004631,119.534346,1,Tidak ada,Ada,Ada,Ada,Ada,Tidak ada,Tidak ada,JANUARI,
SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,RANDOMAYANG,-1.055057,119.491314,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,BAMBALAMOTU,-1.086986,119.508658,1,Ada,Ada,Ada,Ada,Ada,Tidak ada,Ada,JANUARI,
SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,POLEWALI,-1.138055,119.453009,1,Ada,Ada,Ada,Tidak ada,Ada,Ada,Tidak ada,JANUARI,
SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,PANGIANG,-1.132456,119.417321,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,KALOLA,-1.119735,119.528367,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,WULAI,-1.058962,119.541929,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,PASANGKAYU,BARAS,BARAS,-1.561229,119.382028,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,PASANGKAYU,BARAS,BULU PARIGI,-1.608294,119.333694,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,PASANGKAYU,BARAS,BALANTI,-1.581314,119.394304,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,PASANGKAYU,BARAS,MOTU,-1.528099,119.403241,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,PASANGKAYU,BARAS,TOWONI,-1.604194,119.428198,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,PASANGKAYU,BARAS,KASANO,-1.537815,119.342546,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,PASANGKAYU,BULU TABA,SUMBER SARI,-1.431718,119.422594,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,PASANGKAYU,BULU TABA,LELEJAE,-1.430692,119.417283,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,PASANGKAYU,BULU TABA,BUKIT HARAPAN,-1.560798,119.547483,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,PASANGKAYU,BULU TABA,LILIMORI,-1.460243,119.418637,1,Tidak ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,PASANGKAYU,BULU TABA,KARAVE,-1.49089,119.402276,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,PASANGKAYU,BULU TABA,KASTABUANA,-1.424806,119.459572,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,PASANGKAYU,BULU TABA,OMPI,-1.467259,119.574529,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,PASANGKAYU,DAPURANG,DAPURANG,-1.735939,119.351909,1,Ada,Tidak ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,PASANGKAYU,DAPURANG,BENGGAULU,-1.744048,119.607768,1,Tidak ada,Tidak ada,Ada,Tidak ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,PASANGKAYU,DAPURANG,TIRTABUANA,-1.752968,119.357662,1,Ada,Ada,Ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,JANUARI,
SULAWESI BARAT,PASANGKAYU,DAPURANG,BULU BONGGU,-1.669328,119.570559,1,Tidak ada,Tidak ada,Ada,Ada,Ada,Tidak ada,Tidak ada,JANUARI,
SULAWESI BARAT,PASANGKAYU,DAPURANG,SARASA,-1.781604,119.325645,1,Ada,Tidak ada,Ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,JANUARI,
SULAWESI BARAT,PASANGKAYU,DURIPOKU,TAMMARUNANG,-1.669112,119.410624,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,PASANGKAYU,DURIPOKU,SAPTANAJAYA,-1.636996,119.37369,1,Ada,Tidak ada,Ada,Ada,Tidak ada,Tidak ada,Tidak ada,JANUARI,
SULAWESI BARAT,PASANGKAYU,DURIPOKU,TARANGGI,-1.661982,119.381014,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,PASANGKAYU,DURIPOKU,SIPAKAINGA,-1.623399,119.513654,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,JANUARI,
SULAWESI BARAT,PASANGKAYU,LARIANG,KULU,-1.455079,119.379171,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,PASANGKAYU,LARIANG,PARABU,-1.473405,119.379441,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,PASANGKAYU,LARIANG,KENANGAN,-1.474151,119.352732,1,Tidak ada,Ada,Ada,Ada,Ada,Tidak ada,Ada,JANUARI,
SULAWESI BARAT,PASANGKAYU,LARIANG,BAJAWALI,-1.491403,119.364795,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,PASANGKAYU,LARIANG,SINGGANI,-1.482615,119.322545,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,PASANGKAYU,LARIANG,BATU MATORU,-1.444723,119.33279,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,PASANGKAYU,LARIANG,BAMBAKORO,-1.444998,119.3043,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,KARYA BERSAMA,-1.215059,119.338032,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,AKO,-1.181076,119.399538,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,PASANGKAYU,-1.207562,119.440268,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,MARTAJAYA,-1.176998,119.42685,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,PAKAVA,-1.183775,119.615337,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,GUNUNG SARI,-1.215378,119.45695,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,PASANGKAYU,PEDONGGA,MALEI,-1.266285,119.329249,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,PASANGKAYU,PEDONGGA,PEDANDA,-1.254368,119.355188,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,PASANGKAYU,PEDONGGA,BATU OGE,-1.26843,119.312981,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,PASANGKAYU,PEDONGGA,MARTASARI,-1.276132,119.402107,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,PASANGKAYU,SARJO,SARJO,-0.878492,119.551033,1,Ada,Ada,Ada,Tidak ada,Tidak ada,Tidak ada,Ada,JANUARI,
SULAWESI BARAT,PASANGKAYU,SARJO,MAPONU,-0.932777,119.532482,1,Ada,Ada,Ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,JANUARI,
SULAWESI BARAT,PASANGKAYU,SARJO,LETAWA,-0.904213,119.546249,1,Tidak ada,Ada,Ada,Tidak ada,Tidak ada,Ada,Tidak ada,JANUARI,
SULAWESI BARAT,PASANGKAYU,SARJO,SARUDE,-0.869685,119.561686,1,Tidak ada,Ada,Ada,Ada,Ada,Tidak ada,Tidak ada,JANUARI,
SULAWESI BARAT,PASANGKAYU,SARUDU,DODA,-0.904516,119.546773,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,PASANGKAYU,SARUDU,SARUDU,-0.875177,119.562115,1,Ada,Tidak ada,Ada,Tidak ada,Ada,Tidak ada,Ada,JANUARI,
SULAWESI BARAT,PASANGKAYU,SARUDU,BULU MARIO,-1.673317,119.348796,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,PASANGKAYU,SARUDU,KUMASARI,-1.707779,119.35282,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,PASANGKAYU,SARUDU,PATIKA,-1.644117,119.342395,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,PASANGKAYU,TIKKE RAYA,MAKMUR JAYA,-1.352223,119.416481,1,Ada,Ada,Ada,Ada,Ada,Tidak ada,Ada,JANUARI,
SULAWESI BARAT,PASANGKAYU,TIKKE RAYA,LARIANG,-1.409998,119.362488,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,PASANGKAYU,TIKKE RAYA,TIKKE,-1.327648,119.349264,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,PASANGKAYU,TIKKE RAYA,PAJALELE,-1.308676,119.395644,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,PASANGKAYU,TIKKE RAYA,JENGENG RAYA,-1.365611,119.347062,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAJENE,BANGGAE,BANGGAE,-3.535722,118.940153,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAJENE,BANGGAE,BARU,-3.531953,118.940496,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAJENE,BANGGAE,PANGALI ALI,-3.533911,118.952528,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAJENE,BANGGAE,TOTOLI,-3.543346,118.932885,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAJENE,BANGGAE,RANGAS,-3.567695,118.935262,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAJENE,BANGGAE,GALUNG,-3.533555,118.970948,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAJENE,BANGGAE,PALIPI SOREANG,-3.557869,118.927816,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAJENE,BANGGAE,PAMBOBORANG,-3.533015,118.94113,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,BAURUNG,-3.547587,118.990205,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,BARUGA,-3.508637,118.947659,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,BARUGA DHUA,-3.479169,118.949659,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,LABUANG,-3.537993,118.974951,1,Tidak ada,Tidak ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,TANDE,-3.514647,118.981443,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,LEMBANG,-3.542558,118.992164,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,LABUANG UTARA,-3.540478,118.974522,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,TANDE TIMUR,-3.515076,118.982473,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,BUTTU BARUGA,-3.501822,118.952825,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAJENE,MALUNDA,MALUNDA,-2.977546,118.942458,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAJENE,MALUNDA,LAMUNGANG BATU,-3.024282,118.86047,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAJENE,MALUNDA,BAMBANGAN,-2.963485,118.942332,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAJENE,MALUNDA,LOMBANG,-2.999811,118.959268,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAJENE,MALUNDA,LOMBONG,-2.98876,118.856301,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAJENE,MALUNDA,MEKKATTA,-2.941611,118.904067,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAJENE,MALUNDA,MALIAYA,-2.93152,118.881492,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAJENE,MALUNDA,LOMBANG TIMUR,-3.001868,118.964075,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAJENE,MALUNDA,SALUTAHONGAN,-2.997775,118.898856,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAJENE,MALUNDA,LOMBONG TIMUR,-2.990583,118.866803,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAJENE,MALUNDA,MEKKATTA SELATAN,-2.941268,118.903208,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAJENE,MALUNDA,KAYUANGIN,-2.988803,118.879658,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAJENE,PAMBOANG,LALAMPANUA,-3.481013,118.896201,1,Tidak ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAJENE,PAMBOANG,SIRINDU,-3.44716,118.883738,1,Ada,Tidak ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAJENE,PAMBOANG,ADOLANG,-3.430784,118.905476,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAJENE,PAMBOANG,BABABULO,-3.508359,118.906557,1,Tidak ada,Tidak ada,Ada,Ada,Ada,Ada,Tidak ada,JANUARI,
SULAWESI BARAT,MAJENE,PAMBOANG,BONDE,-3.524203,118.918328,1,Tidak ada,Tidak ada,Ada,Ada,Ada,Ada,Tidak ada,JANUARI,
SULAWESI BARAT,MAJENE,PAMBOANG,BETTENG,-3.46202,118.919089,1,Ada,Tidak ada,Ada,Ada,Ada,Ada,Tidak ada,JANUARI,
SULAWESI BARAT,MAJENE,PAMBOANG,SIMBANG,-3.497453,118.924014,1,Ada,Tidak ada,Ada,Ada,Ada,Tidak ada,Tidak ada,JANUARI,
SULAWESI BARAT,MAJENE,PAMBOANG,BONDE UTARA,-3.52398,118.922952,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAJENE,PAMBOANG,BABABULO UTARA,-3.507673,118.906986,1,Tidak ada,Tidak ada,Ada,Ada,Ada,Tidak ada,Tidak ada,JANUARI,
SULAWESI BARAT,MAJENE,PAMBOANG,BUTTU PAMBOANG,-3.506922,118.912995,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAJENE,PAMBOANG,BANUA ADOLANG,-3.454444,118.910844,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAJENE,PAMBOANG,ADOLANG DHUA,-3.430698,118.891915,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAJENE,PAMBOANG,TINAMBUNG,-3.510485,119.009536,1,Tidak ada,Tidak ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAJENE,PAMBOANG,PESULOANG,-3.462478,118.879887,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAJENE,PAMBOANG,BALOMBONG,-3.449273,118.880531,1,Ada,Ada,Ada,Ada,Ada,Ada,Tidak ada,JANUARI,
