PROVINSI,KABUPATEN,KECAMATAN,KELURAHAN,LATITUDE,LONGITUDE,PUS,Kampung KB,Rumah DataKU,BKB,BKR,BKL,UPPKA,PIK-R,BULAN,
SULAWESI BARAT,MAMUJU,KALUMPANG,BATU MAKKADA,-2.3972893,119.6788465,NA,Ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,JANUARI,
SULAWESI BARAT,MAMUJU,KALUMPANG,LASA',-2.6407507,119.6153256,NA,Ada,Ada,Ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,JANUARI,
SULAWESI BARAT,MAMUJU,PAPALANG,TOABO,-2.3872835,119.1735784,NA,Ada,Ada,Ada,Tidak ada,Ada,Tidak ada,Tidak ada,JANUARI,
SULAWESI BARAT,MAMUJU,PAPALANG,PAPALANG,-2.4295946,119.1504075,NA,Ada,Tidak ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU,PAPALANG,BONDA,-2.4175166,119.1381105,NA,Ada,Tidak ada,Ada,Ada,Tidak ada,Ada,Tidak ada,JANUARI,
SULAWESI BARAT,MAMUJU,PAPALANG,TOPORE,-2.4187645,119.1624761,NA,Ada,Tidak ada,Ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,JANUARI,
SULAWESI BARAT,MAMUJU,PAPALANG,SALUKAYU,-2.3813932,119.201965,NA,Ada,Ada,Ada,Ada,Ada,Tidak ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU,PAPALANG,SUKADAMAI,-2.3681931,119.2256417,NA,Ada,Ada,Ada,Ada,Ada,Tidak ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU,PAPALANG,BODA-BODA,-2.3934541,119.1932788,NA,Ada,Ada,Ada,Ada,Ada,Tidak ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU,PAPALANG,SISANGO,-2.4135788,119.1982556,NA,Ada,Ada,Ada,Ada,Ada,Tidak ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU,PAPALANG,BATU AMPA,-2.4577124,119.183963,NA,Ada,Ada,Ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,JANUARI,
SULAWESI BARAT,MAMUJU,SAMPAGA,BUNDE,-2.3398221,119.1745264,NA,Ada,Tidak ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU,SAMPAGA,KALONDING,-2.3804436,119.2667616,NA,Ada,Ada,Ada,Tidak ada,Ada,Tidak ada,Tidak ada,JANUARI,
SULAWESI BARAT,MAMUJU,SAMPAGA,TARAILU,-2.3104295,119.1769346,NA,Ada,Ada,Ada,Tidak ada,Ada,Ada,Tidak ada,JANUARI,
SULAWESI BARAT,MAMUJU,SAMPAGA,SAMPAGA,-2.3157601,119.1511763,NA,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU,SAMPAGA,TANAMBUAH,-2.345529,119.2187125,NA,Ada,Ada,Ada,Tidak ada,Tidak ada,Tidak ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU,SAMPAGA,SALUBARANA,-2.3718508,119.2373636,NA,Ada,Ada,Ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,JANUARI,
SULAWESI BARAT,MAMUJU,SAMPAGA,LOSSO,-2.3198474,119.2001783,NA,Ada,Ada,Ada,Ada,Ada,Tidak ada,Tidak ada,JANUARI,
SULAWESI BARAT,MAMUJU,TOMMO,TOMMO,-2.2830744,119.2410087,NA,Ada,Ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,JANUARI,
SULAWESI BARAT,MAMUJU,TOMMO,CAMPALOGA,-2.3155688,119.2990928,NA,Ada,Ada,Ada,Ada,Ada,Tidak ada,Tidak ada,JANUARI,
SULAWESI BARAT,MAMUJU,TOMMO,BUANA SAKTI,-2.2908906,119.2714331,NA,Ada,Tidak ada,Ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,JANUARI,
SULAWESI BARAT,MAMUJU,TOMMO,TAMEMONGGA,-2.3161346,119.2348712,NA,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU,TOMMO,TAMEJARRA,-2.2886459,119.3012347,NA,Ada,Tidak ada,Ada,Ada,Ada,Tidak ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU,TOMMO,RANTEMARIO,-2.3097512,119.3278658,NA,Ada,Ada,Ada,Ada,Tidak ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU,TOMMO,MALINO,-2.2642238,119.2968038,NA,Ada,Tidak ada,Ada,Ada,Tidak ada,Tidak ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU,TOMMO,KAKULLASANG,-2.2798004,119.3618112,NA,Ada,Tidak ada,Ada,Ada,Ada,Tidak ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU,TOMMO,LELING,-2.2431533,119.4250019,NA,Ada,Tidak ada,Ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,JANUARI,
SULAWESI BARAT,MAMUJU,TOMMO,KALEPU,-2.3122457,119.2103347,NA,Ada,Tidak ada,Ada,Ada,Ada,Tidak ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU,TOMMO,SANDANA,-2.2346853,119.3858703,NA,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU,TOMMO,LELING BARAT,-2.2128725,119.377939,NA,Ada,Ada,Ada,Ada,Ada,Tidak ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU,TOMMO,LELING UTARA,-2.1692081,119.4613781,NA,Ada,Ada,Ada,Ada,Ada,Tidak ada,Tidak ada,JANUARI,
SULAWESI BARAT,MAMUJU,TOMMO,SALUDENGEN,-2.3539382,119.2655394,NA,Ada,Ada,Ada,Ada,Ada,Tidak ada,Tidak ada,JANUARI,
SULAWESI BARAT,MAMUJU,SIMBORO,SIMBORO,-2.6777515,118.8624556,NA,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU,SIMBORO,RANGAS,-2.658175,118.846047,NA,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU,SIMBORO,BOTTENG,-2.7827113,118.8625562,NA,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU,SIMBORO,SALETTO,-2.7357649,118.8479831,NA,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU,SIMBORO,SUMARE,-2.6523691,118.8032842,NA,Ada,Ada,Ada,Ada,Tidak ada,Tidak ada,Tidak ada,JANUARI,
SULAWESI BARAT,MAMUJU,SIMBORO,BOTTENG UTARA,-2.7518017,118.8539149,NA,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU,SIMBORO,TAPANDULLU,-2.6785595,118.7852828,NA,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU,SIMBORO,PATI'DI,-2.7155265,118.8607557,NA,Ada,Ada,Ada,Ada,Tidak ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU,TAPALANG BARAT,DUNGKAIT,-2.8539876,118.7984658,NA,Ada,Ada,Ada,Ada,Ada,Tidak ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU,TAPALANG BARAT,LEBANI,-2.7440806,118.7829325,NA,Ada,Tidak ada,Ada,Tidak ada,Tidak ada,Tidak ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU,TAPALANG BARAT,LABUANG RANO,-2.802492,118.766544,NA,Ada,Ada,Ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,JANUARI,
SULAWESI BARAT,MAMUJU,TAPALANG BARAT,PASABU,-2.856681,118.830725,NA,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU,TAPALANG BARAT,TANETE PAO,-2.781059,118.819418,NA,Ada,Tidak ada,Ada,Ada,Tidak ada,Tidak ada,Tidak ada,JANUARI,
SULAWESI BARAT,MAMUJU,TAPALANG BARAT,PANGASAAN,-2.760769,118.806072,NA,Ada,Tidak ada,Ada,Ada,Ada,Tidak ada,Tidak ada,JANUARI,
SULAWESI BARAT,MAMUJU,TAPALANG BARAT,AHU,-2.8505286,118.8132102,NA,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU,BONEHAU,BONEHAU,-2.5480353,119.2974481,NA,Ada,Ada,Ada,Ada,Ada,Tidak ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU,BONEHAU,SALUTIWO,-2.5288975,119.3489011,NA,Ada,Ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU,BONEHAU,BUTTUADA,-2.710187,119.342692,NA,Ada,Ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,JANUARI,
SULAWESI BARAT,MAMUJU,BONEHAU,TAMALEA,-2.478117,119.330236,NA,Ada,Tidak ada,Ada,Ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU,BONEHAU,LUMIKA,-2.492735,119.389995,NA,Ada,Tidak ada,Ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,JANUARI,
SULAWESI BARAT,MAMUJU,BONEHAU,MAPPU,-2.468849,119.422429,NA,Ada,Tidak ada,Ada,Tidak ada,Ada,Tidak ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU,BONEHAU,BANUADA,-2.611795,119.239265,NA,Ada,Ada,Ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,JANUARI,
SULAWESI BARAT,MAMUJU,BONEHAU,HINUA,-2.58261,119.266192,NA,Ada,Ada,Ada,Tidak ada,Ada,Ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU,BONEHAU,KINATANG,-2.612189,119.393995,NA,Ada,Ada,Ada,Ada,Ada,Tidak ada,Ada,JANUARI,
SULAWESI BARAT,MAMUJU,KEP. BALA BALAKANG,BALA BALAKANG,-2.2226651,116.984027,NA,Ada,Ada,Ada,Ada,Ada,Tidak ada,Tidak ada,JANUARI,
SULAWESI BARAT,MAMUJU,KEP. BALA BALAKANG,BALA-BALAKANG TIMUR,-2.4675921,117.363742,NA,Tidak ada,Ada,Ada,Ada,Ada,Tidak ada,Tidak ada,JANUARI,jan
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,MAHAHE,-2.122958,119.365442,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,SALOBAJA,-2.156691,119.336074,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,TOBADAK,-2.104302,119.491646,1,Ada,Ada,Ada,Ada,Ada,Ada,Tidak ada,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,PALONGAAN,-2.105264,119.40054,1,Ada,Ada,Ada,Ada,Ada,Tidak ada,Tidak ada,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,BATU PARIGI,-2.07222,119.538128,1,Ada,Ada,Ada,Tidak ada,Ada,Tidak ada,Ada,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,BAMBADARU,-2.167875,119.37234,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,SEJATI,-2.133079,119.56107,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,SALOADAK,-2.150791,119.409562,1,Ada,Ada,Ada,Ada,Ada,Tidak ada,Ada,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,POLO PANGALE,-2.276623,119.190498,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,PANGALE,-2.273746,119.188606,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,SARTANAMAJU,-2.261835,119.166387,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,POLO LERENG,-2.23699,119.195861,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,KUO,-2.246775,119.235157,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,POLO CAMBA,-2.21521,119.17945,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,LAMBA-LAMBA,-2.215995,119.158683,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,KOMBILING,-2.259571,119.14427,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,LEMO-LEMO,-2.295981,119.188293,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,BABANA,-2.099924,119.231957,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,LUMU,-2.174898,119.169027,1,Ada,Ada,Ada,Ada,Ada,Tidak ada,Tidak ada,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,PONTANAKAYANG,-2.161947,119.268355,1,Tidak ada,Ada,Ada,Tidak ada,Ada,Tidak ada,Ada,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,SALOGATTA,-2.160618,119.233792,1,Ada,Ada,Ada,Tidak ada,Ada,Tidak ada,Tidak ada,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,KIRE,-2.136058,119.20719,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,TINALI,-2.185817,119.230014,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,SALUMANURUNG,-2.180959,119.197557,1,Ada,Ada,Ada,Ada,Ada,Tidak ada,Tidak ada,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,PASAPA,-2.193205,119.335021,1,Tidak ada,Ada,Ada,Ada,Ada,Tidak ada,Tidak ada,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,BOJO,-2.199544,119.29773,1,Ada,Ada,Ada,Ada,Ada,Tidak ada,Tidak ada,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,BARAKKANG,-2.202677,119.21753,1,Ada,Ada,Ada,Ada,Ada,Tidak ada,Tidak ada,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,LEMBAH HADA,-2.206564,119.25614,1,Tidak ada,Ada,Ada,Ada,Ada,Tidak ada,Tidak ada,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,BUDONG-BUDONG,-2.050442,119.216864,1,Ada,Ada,Ada,Ada,Ada,Ada,Tidak ada,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TOPOYO,-2.044015,119.365096,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TUMBU,-2.015012,119.229686,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,KABUBU,-2.042255,119.260861,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,WAEPUTEH,-2.027062,119.267015,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TANGKOU,-2.045013,119.315755,1,Ada,Ada,Ada,Ada,Ada,Tidak ada,Tidak ada,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TABOLANG,-2.049041,119.345903,1,Ada,Ada,Ada,Tidak ada,Ada,Ada,Ada,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,PARAILI,-2.055796,119.252078,1,Ada,Ada,Ada,Ada,Ada,Tidak ada,Ada,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,SALUPANGKANG,-2.025123,119.311563,1,Ada,Ada,Ada,Ada,Ada,Tidak ada,Tidak ada,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,SALUPANGKANG IV,-1.99808,119.282528,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TAPPILINA,-2.025483,119.285845,1,Ada,Ada,Ada,Ada,Ada,Tidak ada,Tidak ada,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,BAMBAMANURUNG,-2.001365,119.310688,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,SALULEKBO,-2.009704,119.603109,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,PANGALLOANG,-2.073505,119.238875,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,SINABATTA,-1.984601,119.260195,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KAROSSA,-1.810358,119.369261,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,TASOKKO,-1.925635,119.538147,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,LARA,-1.879259,119.573964,1,Ada,Ada,Ada,Ada,Ada,Ada,Tidak ada,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KADAILA,-1.767856,119.373452,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KAYU CALLA,-1.791329,119.36596,1,Ada,Ada,Ada,Ada,Ada,Ada,Tidak ada,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,LEMBAH HOPO,-1.853025,119.447647,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,BENGGAULU,-1.75638,119.416732,1,Ada,Ada,Ada,Ada,Ada,Tidak ada,Ada,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,SUKA MAJU,-1.829642,119.384218,1,Ada,Ada,Ada,Tidak ada,Ada,Tidak ada,Tidak ada,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KAMBUNONG,-1.94825,119.520753,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,SALUBIRO,-1.908342,119.572004,1,Ada,Ada,Ada,Ada,Ada,Tidak ada,Tidak ada,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,SANJANGO,-1.801845,119.525873,1,Ada,Ada,Ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,FEBRUARI,
SULAWESI BARAT,PASANGKAYU,BAMBAIRA,TAMPAURE,-0.955359,119.531154,1,Ada,Ada,Ada,Ada,Ada,Ada,Tidak ada,FEBRUARI,
SULAWESI BARAT,PASANGKAYU,BAMBAIRA,BAMBAIRA,-0.981161,119.524179,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,FEBRUARI,
SULAWESI BARAT,PASANGKAYU,BAMBAIRA,KASOLOANG,-1.013465,119.492595,1,Tidak ada,Ada,Ada,Ada,Tidak ada,Tidak ada,Ada,FEBRUARI,
SULAWESI BARAT,PASANGKAYU,BAMBAIRA,KALUKU NANGKA,-1.004631,119.534346,1,Tidak ada,Ada,Ada,Ada,Ada,Tidak ada,Tidak ada,FEBRUARI,
SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,RANDOMAYANG,-1.055057,119.491314,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,FEBRUARI,
SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,BAMBALAMOTU,-1.086986,119.508658,1,Ada,Ada,Ada,Ada,Ada,Tidak ada,Ada,FEBRUARI,
SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,POLEWALI,-1.138055,119.453009,1,Ada,Ada,Ada,Tidak ada,Ada,Ada,Tidak ada,FEBRUARI,
SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,PANGIANG,-1.132456,119.417321,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,FEBRUARI,
SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,KALOLA,-1.119735,119.528367,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,FEBRUARI,
SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,WULAI,-1.058962,119.541929,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,FEBRUARI,
SULAWESI BARAT,PASANGKAYU,BARAS,BARAS,-1.561229,119.382028,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,FEBRUARI,
SULAWESI BARAT,PASANGKAYU,BARAS,BULU PARIGI,-1.608294,119.333694,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,FEBRUARI,
SULAWESI BARAT,PASANGKAYU,BARAS,BALANTI,-1.581314,119.394304,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,FEBRUARI,
SULAWESI BARAT,PASANGKAYU,BARAS,MOTU,-1.528099,119.403241,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,FEBRUARI,
SULAWESI BARAT,PASANGKAYU,BARAS,TOWONI,-1.604194,119.428198,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,FEBRUARI,
SULAWESI BARAT,PASANGKAYU,BARAS,KASANO,-1.537815,119.342546,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,FEBRUARI,
SULAWESI BARAT,PASANGKAYU,BULU TABA,SUMBER SARI,-1.431718,119.422594,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,FEBRUARI,
SULAWESI BARAT,PASANGKAYU,BULU TABA,LELEJAE,-1.430692,119.417283,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,FEBRUARI,
SULAWESI BARAT,PASANGKAYU,BULU TABA,BUKIT HARAPAN,-1.560798,119.547483,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,FEBRUARI,
SULAWESI BARAT,PASANGKAYU,BULU TABA,LILIMORI,-1.460243,119.418637,1,Tidak ada,Ada,Ada,Ada,Ada,Ada,Ada,FEBRUARI,
SULAWESI BARAT,PASANGKAYU,BULU TABA,KARAVE,-1.49089,119.402276,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,FEBRUARI,
SULAWESI BARAT,PASANGKAYU,BULU TABA,KASTABUANA,-1.424806,119.459572,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,FEBRUARI,
SULAWESI BARAT,PASANGKAYU,BULU TABA,OMPI,-1.467259,119.574529,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,FEBRUARI,
SULAWESI BARAT,PASANGKAYU,DAPURANG,DAPURANG,-1.735939,119.351909,1,Ada,Tidak ada,Ada,Ada,Ada,Ada,Ada,FEBRUARI,
SULAWESI BARAT,PASANGKAYU,DAPURANG,BENGGAULU,-1.744048,119.607768,1,Tidak ada,Tidak ada,Ada,Tidak ada,Ada,Ada,Ada,FEBRUARI,
SULAWESI BARAT,PASANGKAYU,DAPURANG,TIRTABUANA,-1.752968,119.357662,1,Ada,Ada,Ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,FEBRUARI,
SULAWESI BARAT,PASANGKAYU,DAPURANG,BULU BONGGU,-1.669328,119.570559,1,Tidak ada,Tidak ada,Ada,Ada,Ada,Tidak ada,Tidak ada,FEBRUARI,
SULAWESI BARAT,PASANGKAYU,DAPURANG,SARASA,-1.781604,119.325645,1,Ada,Tidak ada,Ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,FEBRUARI,
SULAWESI BARAT,PASANGKAYU,DURIPOKU,TAMMARUNANG,-1.669112,119.410624,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,FEBRUARI,
SULAWESI BARAT,PASANGKAYU,DURIPOKU,SAPTANAJAYA,-1.636996,119.37369,1,Ada,Tidak ada,Ada,Ada,Tidak ada,Tidak ada,Tidak ada,FEBRUARI,
SULAWESI BARAT,PASANGKAYU,DURIPOKU,TARANGGI,-1.661982,119.381014,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,FEBRUARI,
SULAWESI BARAT,PASANGKAYU,DURIPOKU,SIPAKAINGA,-1.623399,119.513654,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,FEBRUARI,
SULAWESI BARAT,PASANGKAYU,LARIANG,KULU,-1.455079,119.379171,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,FEBRUARI,
SULAWESI BARAT,PASANGKAYU,LARIANG,PARABU,-1.473405,119.379441,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,FEBRUARI,
SULAWESI BARAT,PASANGKAYU,LARIANG,KENANGAN,-1.474151,119.352732,1,Tidak ada,Ada,Ada,Ada,Ada,Tidak ada,Ada,FEBRUARI,
SULAWESI BARAT,PASANGKAYU,LARIANG,BAJAWALI,-1.491403,119.364795,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,FEBRUARI,
SULAWESI BARAT,PASANGKAYU,LARIANG,SINGGANI,-1.482615,119.322545,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,FEBRUARI,
SULAWESI BARAT,PASANGKAYU,LARIANG,BATU MATORU,-1.444723,119.33279,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,FEBRUARI,
SULAWESI BARAT,PASANGKAYU,LARIANG,BAMBAKORO,-1.444998,119.3043,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,FEBRUARI,
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,KARYA BERSAMA,-1.215059,119.338032,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,FEBRUARI,
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,AKO,-1.181076,119.399538,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,FEBRUARI,
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,PASANGKAYU,-1.207562,119.440268,1,Ada,Ada,Ada,Ada,Ada,Ada,Ada,FEBRUARI,
