PROVINSI,KABUPATEN,KECAMATAN,KELURAHAN,SUNTIK,PIL,KONDOM,IMPLAN,IUD,VASEKTOMI,TUBEKTOMI,MAL,PUS,PUS_KB,PUS_TIDAK_KB,PB,PA,MKJP,KBPP,UNMET_NEED,BULAN,
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,SALUMOKANAN BARAT,53,22,1,41,0,0,0,1,141,,1,,119,41,,0.709219858156028,FEBRUARI,
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,SALUMOKANAN UTARA,62,7,0,39,3,0,1,0,140,,1,,112,43,,0.714285714285714,FEBRUARI,
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,SAMPALE,22,14,0,16,0,0,0,0,61,,0,,52,16,,0,FEBRUARI,
SULAWESI BARAT,MAMASA,SESENAPADANG,LISUAN ADA,34,9,0,27,2,0,0,0,91,,4,,73,29,,4.3956043956044,FEBRUARI,
SULAWESI BARAT,MAMASA,SESENAPADANG,MALANGKENA PADANG,26,6,0,59,0,0,0,2,120,,6,,93,59,,5,FEBRUARI,
SULAWESI BARAT,MAMASA,SESENAPADANG,MALIMBONG,13,8,0,11,0,0,0,0,37,,0,,32,11,,0,FEBRUARI,
SULAWESI BARAT,MAMASA,SESENAPADANG,MARAMPAN OROBUA,12,0,0,7,11,0,0,0,42,,3,,31,18,,7.14285714285714,FEBRUARI,
SULAWESI BARAT,MAMASA,SESENAPADANG,OROBUA,33,18,3,87,21,0,4,4,248,,15,,178,112,,6.04838709677419,FEBRUARI,
SULAWESI BARAT,MAMASA,SESENAPADANG,OROBUA SELATAN,22,4,0,14,26,0,0,0,83,,11,,66,40,,13.2530120481928,FEBRUARI,
SULAWESI BARAT,MAMASA,SESENAPADANG,OROBUA TIMUR,13,10,2,11,1,0,0,0,44,,3,,37,12,,6.81818181818182,FEBRUARI,
SULAWESI BARAT,MAMASA,SESENAPADANG,PALADAN,9,9,0,45,2,0,0,0,89,,6,,72,47,,6.74157303370787,FEBRUARI,
SULAWESI BARAT,MAMASA,SESENAPADANG,RANTE PUANG,37,42,0,51,2,0,5,0,190,,18,,137,58,,9.47368421052632,FEBRUARI,
SULAWESI BARAT,MAMASA,SESENAPADANG,SATENETEAN,14,26,0,11,1,0,0,0,61,,3,,52,12,,4.91803278688525,FEBRUARI,
SULAWESI BARAT,MAMASA,SUMARORONG,BANEA,33,34,0,5,2,0,1,0,90,,5,,77,8,,5.55555555555556,FEBRUARI,
SULAWESI BARAT,MAMASA,SUMARORONG,BATANG URU,45,42,0,16,1,0,1,0,126,,6,,106,18,,4.76190476190476,FEBRUARI,
SULAWESI BARAT,MAMASA,SUMARORONG,BATANGNGURU TIMUR,24,75,0,5,1,0,1,0,120,,9,,106,7,,7.5,FEBRUARI,
SULAWESI BARAT,MAMASA,SUMARORONG,RANTE KAMASE,94,19,3,40,6,0,6,0,206,,6,,169,52,,2.9126213592233,FEBRUARI,
SULAWESI BARAT,MAMASA,SUMARORONG,SALUBALO,70,37,0,21,1,0,3,0,150,,1,,132,25,,0.666666666666667,FEBRUARI,
SULAWESI BARAT,MAMASA,SUMARORONG,SASAKAN,62,73,0,13,13,0,0,0,192,,1,,163,26,,0.520833333333333,FEBRUARI,
SULAWESI BARAT,MAMASA,SUMARORONG,SIBANAWA,28,42,0,16,1,0,1,0,154,,41,,88,18,,26.6233766233766,FEBRUARI,
SULAWESI BARAT,MAMASA,SUMARORONG,SUMARORONG,53,39,5,40,9,0,12,1,216,,11,,165,61,,5.09259259259259,FEBRUARI,
SULAWESI BARAT,MAMASA,SUMARORONG,TABONE,20,22,0,42,2,0,2,0,149,,11,,88,46,,7.38255033557047,FEBRUARI,
SULAWESI BARAT,MAMASA,SUMARORONG,TADISI,9,23,0,6,1,0,0,0,45,,1,,39,7,,2.22222222222222,FEBRUARI,
SULAWESI BARAT,MAMASA,TABANG,BAKADISURA,28,58,0,40,1,0,0,0,140,,1,,127,41,,0.714285714285714,FEBRUARI,
SULAWESI BARAT,MAMASA,TABANG,KALAMA,30,35,0,13,1,0,1,0,97,,7,,80,15,,7.21649484536082,FEBRUARI,
SULAWESI BARAT,MAMASA,TABANG,MASUPU,10,60,0,2,0,0,1,0,86,,4,,73,3,,4.65116279069768,FEBRUARI,
SULAWESI BARAT,MAMASA,TABANG,SALUKONA,29,55,0,3,1,0,0,0,100,,1,,88,4,,1,FEBRUARI,
SULAWESI BARAT,MAMASA,TABANG,TABANG,35,37,0,45,3,0,0,0,150,,8,,120,48,,5.33333333333333,FEBRUARI,
SULAWESI BARAT,MAMASA,TABANG,TABANG BARAT,79,68,0,27,3,0,0,0,288,,54,,177,30,,18.75,FEBRUARI,
SULAWESI BARAT,MAMASA,TABANG,TADOKALUA,54,65,0,21,2,0,0,0,159,,4,,142,23,,2.51572327044025,FEBRUARI,
SULAWESI BARAT,MAMASA,TABULAHAN,BURANA,29,75,0,3,0,0,1,0,144,,15,,108,4,,10.4166666666667,FEBRUARI,
SULAWESI BARAT,MAMASA,TABULAHAN,GANDANG DEWATA,2,28,0,0,0,0,0,0,41,,1,,30,0,,2.4390243902439,FEBRUARI,
SULAWESI BARAT,MAMASA,TABULAHAN,LAKAHANG,90,155,2,17,1,2,6,0,310,,5,,276,26,,1.61290322580645,FEBRUARI,
SULAWESI BARAT,MAMASA,TABULAHAN,LAKAHANG UTAMA,29,32,0,3,0,0,4,0,101,,1,,69,7,,0.99009900990099,FEBRUARI,
SULAWESI BARAT,MAMASA,TABULAHAN,MALATIRO,55,103,2,2,1,0,3,1,216,,5,,168,6,,2.31481481481481,FEBRUARI,
SULAWESI BARAT,MAMASA,TABULAHAN,PANGANDARAN,37,96,0,4,0,0,0,0,175,,0,,137,4,,0,FEBRUARI,
SULAWESI BARAT,MAMASA,TABULAHAN,PERIANGAN,20,44,0,0,0,0,0,0,88,,4,,64,0,,4.54545454545455,FEBRUARI,
SULAWESI BARAT,MAMASA,TABULAHAN,PEU',7,39,0,0,0,0,0,0,50,,0,,46,0,,0,FEBRUARI,
SULAWESI BARAT,MAMASA,TABULAHAN,SALUBAKKA,42,43,0,0,0,0,0,0,118,,5,,85,0,,4.23728813559322,FEBRUARI,
SULAWESI BARAT,MAMASA,TABULAHAN,SALULEANG,9,28,0,2,0,0,0,0,49,,1,,39,2,,2.04081632653061,FEBRUARI,
SULAWESI BARAT,MAMASA,TABULAHAN,TABULAHAN,23,27,0,1,0,0,0,0,59,,1,,51,1,,1.69491525423729,FEBRUARI,
SULAWESI BARAT,MAMASA,TABULAHAN,TALOPAK,21,19,0,9,0,0,1,0,57,,0,,50,10,,0,FEBRUARI,
SULAWESI BARAT,MAMASA,TABULAHAN,TAMPAK KURRA,39,125,0,3,1,0,1,0,249,,4,,169,5,,1.60642570281124,FEBRUARI,
SULAWESI BARAT,MAMASA,TABULAHAN,TIMORO,8,26,0,1,1,0,1,0,40,,0,,38,3,,0,FEBRUARI,
SULAWESI BARAT,MAMASA,TANDUK KALUA,BALLABATU,17,16,0,123,3,0,1,0,196,,3,,160,127,,1.53061224489796,FEBRUARI,
SULAWESI BARAT,MAMASA,TANDUK KALUA,KANAN,50,35,0,31,8,0,0,0,159,,16,,126,39,,10.062893081761,FEBRUARI,
SULAWESI BARAT,MAMASA,TANDUK KALUA,MALABO,27,4,0,7,11,0,1,0,65,,5,,50,19,,7.69230769230769,FEBRUARI,
SULAWESI BARAT,MAMASA,TANDUK KALUA,MANNABABA,32,2,0,40,0,0,0,0,88,,4,,74,40,,4.54545454545455,FEBRUARI,
SULAWESI BARAT,MAMASA,TANDUK KALUA,MESAKADA,55,33,0,38,0,0,0,0,143,,5,,127,38,,3.4965034965035,FEBRUARI,
SULAWESI BARAT,MAMASA,TANDUK KALUA,MINAKE,17,5,0,40,3,0,2,0,124,,13,,67,45,,10.4838709677419,FEBRUARI,
SULAWESI BARAT,MAMASA,TANDUK KALUA,PAMBE,29,21,1,38,1,1,0,0,103,,3,,91,40,,2.9126213592233,FEBRUARI,
SULAWESI BARAT,MAMASA,TANDUK KALUA,PARONDOBULAWAN,66,15,0,28,1,0,2,0,137,,11,,112,31,,8.02919708029197,FEBRUARI,
SULAWESI BARAT,MAMASA,TANDUK KALUA,SALURANO,26,10,0,31,1,0,1,0,101,,8,,70,33,,7.92079207920792,FEBRUARI,
SULAWESI BARAT,MAMASA,TANDUK KALUA,SINDAGAMANIK,68,15,1,45,1,0,1,0,172,,11,,131,47,,6.3953488372093,FEBRUARI,
SULAWESI BARAT,MAMASA,TANDUK KALUA,TALIMBUNG,40,45,0,4,0,0,0,0,111,,6,,89,4,,5.40540540540541,FEBRUARI,
SULAWESI BARAT,MAMASA,TANDUK KALUA,TAMALANTIK,64,63,0,30,4,0,3,1,197,,7,,167,37,,3.55329949238579,FEBRUARI,
SULAWESI BARAT,MAMASA,TAWALIAN,KARIANGO,99,38,0,62,1,0,0,0,243,,8,,200,63,,3.29218106995885,FEBRUARI,
SULAWESI BARAT,MAMASA,TAWALIAN,RANTETANGNGA,31,29,2,74,7,0,2,0,218,,26,,145,83,,11.9266055045872,FEBRUARI,
SULAWESI BARAT,MAMASA,TAWALIAN,TAWALIAN,116,53,0,57,4,0,8,0,357,,27,,239,69,,7.56302521008403,FEBRUARI,
SULAWESI BARAT,MAMASA,TAWALIAN,TAWALIAN TIMUR,119,54,0,56,3,0,0,1,317,,32,,235,59,,10.0946372239748,FEBRUARI,
SULAWESI BARAT,MAMUJU,BONEHAU,BANUADA,7,62,0,8,1,0,1,0,100,,7,,79,10,,7,FEBRUARI,
SULAWESI BARAT,MAMUJU,BONEHAU,BONEHAU,32,36,3,13,1,0,0,0,190,,45,,92,14,,23.6842105263158,FEBRUARI,
SULAWESI BARAT,MAMUJU,BONEHAU,BUTTUADA,10,134,0,8,1,0,2,1,202,,21,,158,11,,10.3960396039604,FEBRUARI,
SULAWESI BARAT,MAMUJU,BONEHAU,HINUA,23,29,3,22,1,0,3,0,107,,15,,81,26,,14.018691588785,FEBRUARI,
SULAWESI BARAT,MAMUJU,BONEHAU,KINATANG,19,73,0,2,0,0,1,0,103,,1,,95,3,,0.970873786407767,FEBRUARI,
SULAWESI BARAT,MAMUJU,BONEHAU,LUMIKA,67,38,1,22,2,0,1,0,155,,10,,131,25,,6.45161290322581,FEBRUARI,
SULAWESI BARAT,MAMUJU,BONEHAU,MAPPU,16,47,1,10,0,0,0,0,91,,2,,74,10,,2.1978021978022,FEBRUARI,
SULAWESI BARAT,MAMUJU,BONEHAU,SALUTIWO,38,31,1,15,0,0,0,0,118,,13,,85,15,,11.0169491525424,FEBRUARI,
SULAWESI BARAT,MAMUJU,BONEHAU,TAMALEA,8,26,0,6,1,0,0,0,50,,3,,41,7,,6,FEBRUARI,
SULAWESI BARAT,MAMUJU,KALUKKU,BEBANGA,401,197,3,50,4,2,5,3,1234,,271,,666,61,,21.9611021069692,FEBRUARI,
SULAWESI BARAT,MAMUJU,KALUKKU,BELANG BELANG,187,143,1,24,1,0,11,0,566,,86,,368,36,,15.1943462897527,FEBRUARI,
SULAWESI BARAT,MAMUJU,KALUKKU,BERU-BERU,259,150,4,102,3,0,4,0,865,,153,,522,109,,17.6878612716763,FEBRUARI,
SULAWESI BARAT,MAMUJU,KALUKKU,GULILING,65,78,0,28,0,0,1,2,254,,32,,175,29,,12.5984251968504,FEBRUARI,
SULAWESI BARAT,MAMUJU,KALUKKU,KABULOANG,173,124,1,50,1,0,7,0,574,,99,,357,58,,17.2473867595819,FEBRUARI,
SULAWESI BARAT,MAMUJU,KALUKKU,KALUKKU,155,116,4,86,11,0,1,0,659,,122,,374,98,,18.5128983308042,FEBRUARI,
SULAWESI BARAT,MAMUJU,KALUKKU,KALUKKU BARAT,311,55,1,90,1,1,5,0,687,,78,,466,97,,11.353711790393,FEBRUARI,
SULAWESI BARAT,MAMUJU,KALUKKU,KEANG,114,151,2,36,1,0,0,0,518,,84,,305,37,,16.2162162162162,FEBRUARI,
SULAWESI BARAT,MAMUJU,KALUKKU,PAMMULUKANG,105,119,2,21,0,0,4,0,301,,14,,252,25,,4.65116279069768,FEBRUARI,
SULAWESI BARAT,MAMUJU,KALUKKU,POKKANG,83,89,5,41,3,0,7,2,372,,44,,232,51,,11.8279569892473,FEBRUARI,
SULAWESI BARAT,MAMUJU,KALUKKU,SINYONYOI,287,99,7,26,7,0,7,0,823,,194,,436,40,,23.5722964763062,FEBRUARI,
SULAWESI BARAT,MAMUJU,KALUKKU,SINYONYOI SELATAN,148,91,3,28,7,1,17,0,593,,85,,295,53,,14.3338954468803,FEBRUARI,
SULAWESI BARAT,MAMUJU,KALUKKU,SONDOANG,133,72,0,58,0,0,4,2,367,,25,,270,62,,6.81198910081744,FEBRUARI,
SULAWESI BARAT,MAMUJU,KALUKKU,UHAIMATE,74,27,0,10,0,0,0,0,156,,3,,112,10,,1.92307692307692,FEBRUARI,
SULAWESI BARAT,MAMUJU,KALUMPANG,BATU MAKKADA,30,54,0,2,0,0,0,0,133,,10,,86,2,,7.5187969924812,FEBRUARI,
SULAWESI BARAT,MAMUJU,KALUMPANG,KALUMPANG,24,22,0,5,0,0,2,0,74,,8,,53,7,,10.8108108108108,FEBRUARI,
SULAWESI BARAT,MAMUJU,KALUMPANG,KARAMA,43,59,0,8,0,0,1,0,143,,3,,111,9,,2.0979020979021,FEBRUARI,
SULAWESI BARAT,MAMUJU,KALUMPANG,KARATAUN,156,11,0,26,1,0,0,0,302,,21,,195,27,,6.95364238410596,FEBRUARI,
SULAWESI BARAT,MAMUJU,KALUMPANG,KONDO BULO,47,29,0,3,0,0,0,0,139,,37,,81,3,,26.6187050359712,FEBRUARI,
SULAWESI BARAT,MAMUJU,KALUMPANG,LASA',72,4,0,5,0,0,0,0,104,,14,,81,5,,13.4615384615385,FEBRUARI,
SULAWESI BARAT,MAMUJU,KALUMPANG,LIMBONG,39,12,0,29,1,0,0,0,111,,7,,81,30,,6.30630630630631,FEBRUARI,
SULAWESI BARAT,MAMUJU,KALUMPANG,MAKKALIKI,31,20,0,18,0,0,0,0,91,,7,,69,18,,7.69230769230769,FEBRUARI,
SULAWESI BARAT,MAMUJU,KALUMPANG,POLIO,35,17,0,4,0,0,0,0,103,,37,,56,4,,35.9223300970874,FEBRUARI,
SULAWESI BARAT,MAMUJU,KALUMPANG,SALUMAKKI,98,3,0,2,0,0,0,0,128,,3,,105,2,,2.34375,FEBRUARI,
SULAWESI BARAT,MAMUJU,KALUMPANG,SANDAPANG,25,5,0,53,0,0,0,0,100,,2,,83,53,,2,FEBRUARI,
SULAWESI BARAT,MAMUJU,KALUMPANG,SIRAUN,32,5,0,8,0,0,0,0,57,,2,,45,8,,3.50877192982456,FEBRUARI,
SULAWESI BARAT,MAMUJU,KALUMPANG,TUMOGA,49,13,0,25,0,0,0,0,114,,10,,89,25,,8.7719298245614,FEBRUARI,
SULAWESI BARAT,MAMUJU,KEP. BALA BALAKANG,BALA BALAKANG,87,40,0,4,0,0,0,0,254,,46,,136,4,,18.1102362204724,FEBRUARI,
SULAWESI BARAT,MAMUJU,KEP. BALA BALAKANG,BALA-BALAKANG TIMUR,5,79,0,1,0,1,0,0,118,,19,,86,2,,16.1016949152542,FEBRUARI,
SULAWESI BARAT,MAMUJU,MAMUJU,BAMBU,220,58,11,17,5,0,12,0,554,,105,,323,34,,18.9530685920578,FEBRUARI,
SULAWESI BARAT,MAMUJU,MAMUJU,BATU PANNU,123,33,0,8,3,0,6,0,252,,39,,173,17,,15.4761904761905,FEBRUARI,
SULAWESI BARAT,MAMUJU,MAMUJU,BINANGA,699,139,25,66,36,2,24,4,1932,,468,,1005,128,,24.223602484472,FEBRUARI,
SULAWESI BARAT,MAMUJU,MAMUJU,KARAMPUANG,287,52,0,20,7,0,11,0,498,,55,,378,38,,11.0441767068273,FEBRUARI,
SULAWESI BARAT,MAMUJU,MAMUJU,KAREMA,396,69,9,47,33,0,7,1,1410,,460,,563,87,,32.6241134751773,FEBRUARI,
SULAWESI BARAT,MAMUJU,MAMUJU,MAMUNYU,301,110,41,29,18,1,9,0,913,,238,,514,57,,26.0679079956188,FEBRUARI,
SULAWESI BARAT,MAMUJU,MAMUJU,RIMUKU,215,97,11,42,54,3,19,1,1141,,297,,504,118,,26.0297984224365,FEBRUARI,
SULAWESI BARAT,MAMUJU,MAMUJU,TADUI,174,93,3,36,4,0,9,0,559,,110,,321,49,,19.6779964221825,FEBRUARI,
SULAWESI BARAT,MAMUJU,PAPALANG,BATU AMPA,45,52,2,6,0,0,1,0,222,,65,,108,7,,29.2792792792793,FEBRUARI,
SULAWESI BARAT,MAMUJU,PAPALANG,BODA-BODA,107,84,0,11,0,0,3,0,246,,8,,205,14,,3.2520325203252,FEBRUARI,
SULAWESI BARAT,MAMUJU,PAPALANG,BONDA,171,64,1,44,0,0,2,0,419,,39,,285,46,,9.30787589498807,FEBRUARI,
SULAWESI BARAT,MAMUJU,PAPALANG,PAPALANG,258,119,1,27,0,0,0,0,755,,187,,422,27,,24.7682119205298,FEBRUARI,
SULAWESI BARAT,MAMUJU,PAPALANG,SALUKAYU,124,98,1,30,0,0,4,0,347,,43,,257,34,,12.3919308357349,FEBRUARI,
SULAWESI BARAT,MAMUJU,PAPALANG,SISANGO,36,71,0,3,2,0,2,0,152,,7,,116,7,,4.60526315789474,FEBRUARI,
SULAWESI BARAT,MAMUJU,PAPALANG,SUKADAMAI,67,31,1,11,0,0,5,0,132,,5,,115,16,,3.78787878787879,FEBRUARI,
SULAWESI BARAT,MAMUJU,PAPALANG,TOABO,293,171,4,135,4,0,2,0,773,,56,,609,141,,7.24450194049159,FEBRUARI,
SULAWESI BARAT,MAMUJU,PAPALANG,TOPORE,111,48,4,43,2,0,2,0,430,,129,,212,47,,30,FEBRUARI,
SULAWESI BARAT,MAMUJU,SAMPAGA,BUNDE,275,125,1,103,2,0,4,0,741,,89,,510,109,,12.0107962213225,FEBRUARI,
SULAWESI BARAT,MAMUJU,SAMPAGA,KALONDING,280,240,5,71,2,0,2,1,733,,29,,601,75,,3.95634379263302,FEBRUARI,
SULAWESI BARAT,MAMUJU,SAMPAGA,LOSSO,57,26,3,50,0,0,0,0,176,,19,,136,50,,10.7954545454545,FEBRUARI,
SULAWESI BARAT,MAMUJU,SAMPAGA,SALUBARANA,43,23,1,13,0,0,5,0,115,,14,,85,18,,12.1739130434783,FEBRUARI,
SULAWESI BARAT,MAMUJU,SAMPAGA,SAMPAGA,76,53,0,24,0,0,0,0,217,,24,,153,24,,11.0599078341014,FEBRUARI,
SULAWESI BARAT,MAMUJU,SAMPAGA,TANAMBUAH,19,33,0,25,0,0,1,0,103,,18,,78,26,,17.4757281553398,FEBRUARI,
SULAWESI BARAT,MAMUJU,SAMPAGA,TARAILU,132,86,2,48,4,1,4,0,540,,149,,277,57,,27.5925925925926,FEBRUARI,
SULAWESI BARAT,MAMUJU,SIMBORO,BOTTENG,149,29,1,15,3,0,2,0,328,,39,,199,20,,11.890243902439,FEBRUARI,
SULAWESI BARAT,MAMUJU,SIMBORO,BOTTENG UTARA,131,92,1,33,9,0,1,4,426,,32,,284,43,,7.51173708920188,FEBRUARI,
SULAWESI BARAT,MAMUJU,SIMBORO,PATI'DI,91,46,0,17,0,0,1,0,256,,30,,155,18,,11.71875,FEBRUARI,
SULAWESI BARAT,MAMUJU,SIMBORO,RANGAS,161,136,1,87,10,3,8,3,834,,173,,475,108,,20.7434052757794,FEBRUARI,
SULAWESI BARAT,MAMUJU,SIMBORO,SALETTO,164,95,2,36,9,2,20,0,516,,88,,328,67,,17.0542635658915,FEBRUARI,
SULAWESI BARAT,MAMUJU,SIMBORO,SIMBORO,629,257,45,82,206,2,38,10,2993,,368,,1819,328,,12.2953558302706,FEBRUARI,
SULAWESI BARAT,MAMUJU,SIMBORO,SUMARE,104,82,2,20,6,0,1,0,384,,68,,216,27,,17.7083333333333,FEBRUARI,
SULAWESI BARAT,MAMUJU,SIMBORO,TAPANDULLU,36,0,0,14,1,1,2,0,98,,12,,54,18,,12.2448979591837,FEBRUARI,
SULAWESI BARAT,MAMUJU,TAPALANG,BELA,33,25,0,7,0,0,0,0,89,,2,,66,7,,2.24719101123596,FEBRUARI,
SULAWESI BARAT,MAMUJU,TAPALANG,DAYANGINNA,42,49,11,33,5,0,7,0,320,,77,,151,45,,24.0625,FEBRUARI,
SULAWESI BARAT,MAMUJU,TAPALANG,GALUNG,70,83,3,28,16,0,21,0,405,,74,,221,65,,18.2716049382716,FEBRUARI,
SULAWESI BARAT,MAMUJU,TAPALANG,KASAMBANG,80,75,1,58,3,0,8,1,413,,62,,227,69,,15.0121065375303,FEBRUARI,
SULAWESI BARAT,MAMUJU,TAPALANG,KOPEANG,48,20,0,9,0,0,0,0,108,,11,,77,9,,10.1851851851852,FEBRUARI,
SULAWESI BARAT,MAMUJU,TAPALANG,OROBATU,37,26,12,6,7,0,8,2,183,,31,,98,21,,16.9398907103825,FEBRUARI,
SULAWESI BARAT,MAMUJU,TAPALANG,RANTEDODA,58,16,7,7,0,0,0,0,167,,22,,88,7,,13.1736526946108,FEBRUARI,
SULAWESI BARAT,MAMUJU,TAPALANG,TAAN,96,79,1,60,5,0,9,0,463,,112,,252,74,,24.1900647948164,FEBRUARI,
SULAWESI BARAT,MAMUJU,TAPALANG,TAKANDEANG,72,49,2,48,9,1,3,0,376,,87,,184,61,,23.1382978723404,FEBRUARI,
SULAWESI BARAT,MAMUJU,TAPALANG,TAMPALANG,75,22,2,45,2,0,6,0,331,,58,,152,53,,17.5226586102719,FEBRUARI,
SULAWESI BARAT,MAMUJU,TAPALANG BARAT,AHU,100,70,2,3,0,0,3,0,259,,10,,184,6,,3.86100386100386,FEBRUARI,
SULAWESI BARAT,MAMUJU,TAPALANG BARAT,DUNGKAIT,110,110,5,32,2,0,3,5,374,,28,,271,37,,7.48663101604278,FEBRUARI,
SULAWESI BARAT,MAMUJU,TAPALANG BARAT,LABUANG RANO,95,90,1,10,3,0,3,0,510,,106,,215,16,,20.7843137254902,FEBRUARI,
SULAWESI BARAT,MAMUJU,TAPALANG BARAT,LEBANI,51,53,0,8,0,0,6,12,242,,25,,132,14,,10.3305785123967,FEBRUARI,
SULAWESI BARAT,MAMUJU,TAPALANG BARAT,PANGASAAN,19,12,0,0,0,0,0,2,156,,67,,37,0,,42.948717948718,FEBRUARI,
SULAWESI BARAT,MAMUJU,TAPALANG BARAT,PASABU,67,70,5,8,7,0,14,0,285,,33,,171,29,,11.5789473684211,FEBRUARI,
SULAWESI BARAT,MAMUJU,TAPALANG BARAT,TANETE PAO,33,14,0,2,1,0,0,0,69,,1,,51,3,,1.44927536231884,FEBRUARI,
SULAWESI BARAT,MAMUJU,TOMMO,BUANA SAKTI,88,37,0,68,0,0,1,0,241,,26,,194,69,,10.7883817427386,FEBRUARI,
SULAWESI BARAT,MAMUJU,TOMMO,CAMPALOGA,81,77,4,50,4,0,3,0,357,,71,,219,57,,19.8879551820728,FEBRUARI,
SULAWESI BARAT,MAMUJU,TOMMO,KAKULLASANG,148,102,2,43,0,0,6,0,472,,114,,308,49,,24.1525423728814,FEBRUARI,
SULAWESI BARAT,MAMUJU,TOMMO,KALEPU,35,44,1,0,0,0,0,0,105,,6,,80,0,,5.71428571428571,FEBRUARI,
SULAWESI BARAT,MAMUJU,TOMMO,LELING,24,43,0,16,0,0,0,0,108,,9,,83,16,,8.33333333333333,FEBRUARI,
SULAWESI BARAT,MAMUJU,TOMMO,LELING BARAT,38,65,2,33,3,0,3,0,203,,22,,145,39,,10.8374384236453,FEBRUARI,
SULAWESI BARAT,MAMUJU,TOMMO,LELING UTARA,46,51,0,26,2,0,2,0,191,,35,,135,30,,18.3246073298429,FEBRUARI,
SULAWESI BARAT,MAMUJU,TOMMO,MALINO,34,10,3,3,0,0,1,0,84,,17,,53,4,,20.2380952380952,FEBRUARI,
SULAWESI BARAT,MAMUJU,TOMMO,RANTEMARIO,65,94,1,5,2,0,4,0,216,,9,,172,11,,4.16666666666667,FEBRUARI,
SULAWESI BARAT,MAMUJU,TOMMO,SALUDENGEN,61,62,3,4,0,0,0,0,183,,28,,130,4,,15.3005464480874,FEBRUARI,
SULAWESI BARAT,MAMUJU,TOMMO,SANDANA,43,49,0,15,2,0,6,1,169,,20,,118,23,,11.8343195266272,FEBRUARI,
SULAWESI BARAT,MAMUJU,TOMMO,TAMEJARRA,63,30,8,19,0,1,0,0,228,,57,,121,20,,25,FEBRUARI,
SULAWESI BARAT,MAMUJU,TOMMO,TAMEMONGGA,57,91,0,37,0,1,1,0,246,,23,,187,39,,9.34959349593496,FEBRUARI,
SULAWESI BARAT,MAMUJU,TOMMO,TOMMO,107,70,3,63,1,0,5,0,338,,42,,249,69,,12.4260355029586,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,BABANA,400,110,15,95,12,1,12,2,1270,,315,,649,120,,24.8031496062992,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,BARAKKANG,65,20,1,15,1,0,1,0,209,,52,,103,17,,24.8803827751196,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,BOJO,136,66,1,72,10,0,4,0,358,,11,,290,86,,3.07262569832402,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,KIRE,66,34,0,94,0,0,2,0,335,,55,,196,96,,16.4179104477612,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,LEMBAH HADA,46,7,0,15,0,0,1,0,105,,19,,69,16,,18.0952380952381,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,LUMU,137,33,0,72,0,1,6,0,414,,53,,253,79,,12.8019323671498,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,PASAPA,83,53,1,27,0,0,7,0,217,,4,,178,34,,1.84331797235023,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,PONTANAKAYANG,229,19,10,75,5,0,0,1,612,,83,,347,80,,13.562091503268,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,SALOGATTA,139,66,3,113,10,0,12,0,527,,56,,356,135,,10.6261859582543,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,SALUMANURUNG,162,24,1,13,1,0,1,0,286,,27,,202,15,,9.44055944055944,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,TINALI,137,26,0,67,2,0,7,0,318,,21,,239,76,,6.60377358490566,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,BENGGAULU,140,55,2,55,4,0,6,0,422,,21,,262,65,,4.97630331753555,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KADAILA,89,39,2,77,3,0,4,2,317,,20,,220,84,,6.30914826498423,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KAMBUNONG,171,79,3,30,6,1,9,0,401,,15,,303,46,,3.74064837905237,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KAROSSA,330,103,6,113,6,1,15,0,943,,144,,574,135,,15.270413573701,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KAYU CALLA,33,14,1,31,1,0,0,0,110,,10,,80,32,,9.09090909090909,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,LARA,57,40,4,73,2,1,1,0,276,,49,,180,77,,17.7536231884058,FEBRUARI,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,LEMBAH HOPO,50,26,8,61,1,0,7,0,212,,12,,153,69,,5.66037735849057,FEBRUARI,
