PROVINSI,KABUPATEN,KECAMATAN,KELURAHAN,SUNTIK,PIL,KONDOM,IMPLAN,IUD,VASEKTOMI,TUBEKTOMI,MAL,PUS,PUS_KB,PUS_TIDAK_KB,PB,PA,MKJP,KBPP,UNMET_NEED,BULAN,
SULAWESI BARAT,MAMUJU,SAMPAGA,KALONDING,288,243,8,72,2,0,2,0,744,,29,,615,76,,3.89784946236559,APRIL,
SULAWESI BARAT,MAMUJU,SAMPAGA,LOSSO,55,23,3,52,0,0,0,0,173,,19,,133,52,,10.9826589595376,APRIL,
SULAWESI BARAT,MAMUJU,SAMPAGA,SALUBARANA,40,25,2,13,0,0,5,0,115,,14,,85,18,,12.1739130434783,APRIL,
SULAWESI BARAT,MAMUJU,SAMPAGA,SAMPAGA,77,52,1,27,0,0,1,0,218,,22,,158,28,,10.0917431192661,APRIL,
SULAWESI BARAT,MAMUJU,SAMPAGA,TANAMBUAH,19,33,0,26,0,0,1,0,103,,17,,79,27,,16.504854368932,APRIL,
SULAWESI BARAT,MAMUJU,SAMPAGA,TARAILU,129,87,3,53,5,1,4,0,544,,147,,282,63,,27.0220588235294,APRIL,
SULAWESI BARAT,MAMUJU,SIMBORO,BOTTENG,153,34,1,16,3,0,3,0,330,,39,,210,22,,11.8181818181818,APRIL,
SULAWESI BARAT,MAMUJU,SIMBORO,BOTTENG UTARA,140,98,1,45,9,0,1,4,449,,30,,311,55,,6.6815144766147,APRIL,
SULAWESI BARAT,MAMUJU,SIMBORO,PATI'DI,108,48,0,20,0,0,2,0,281,,30,,178,22,,10.6761565836299,APRIL,
SULAWESI BARAT,MAMUJU,SIMBORO,RANGAS,172,150,3,96,10,3,11,3,871,,154,,512,120,,17.6808266360505,APRIL,
SULAWESI BARAT,MAMUJU,SIMBORO,SALETTO,175,92,2,39,9,2,21,0,524,,86,,340,71,,16.412213740458,APRIL,
SULAWESI BARAT,MAMUJU,SIMBORO,SIMBORO,653,273,45,90,203,2,39,10,3024,,364,,1858,334,,12.037037037037,APRIL,
SULAWESI BARAT,MAMUJU,SIMBORO,SUMARE,111,96,2,21,6,0,1,0,402,,67,,238,28,,16.6666666666667,APRIL,
SULAWESI BARAT,MAMUJU,SIMBORO,TAPANDULLU,37,0,0,14,1,1,2,0,98,,11,,55,18,,11.2244897959184,APRIL,
SULAWESI BARAT,MAMUJU,TAPALANG,BELA,35,23,0,8,0,0,0,0,90,,2,,67,8,,2.22222222222222,APRIL,
SULAWESI BARAT,MAMUJU,TAPALANG,DAYANGINNA,43,48,12,36,5,0,8,0,320,,76,,156,49,,23.75,APRIL,
SULAWESI BARAT,MAMUJU,TAPALANG,GALUNG,68,85,3,32,15,0,21,0,405,,74,,224,68,,18.2716049382716,APRIL,
SULAWESI BARAT,MAMUJU,TAPALANG,KASAMBANG,84,79,2,66,3,0,9,0,415,,61,,243,78,,14.6987951807229,APRIL,
SULAWESI BARAT,MAMUJU,TAPALANG,KOPEANG,47,21,0,9,0,0,0,0,108,,11,,77,9,,10.1851851851852,APRIL,
SULAWESI BARAT,MAMUJU,TAPALANG,OROBATU,37,28,13,6,7,0,9,1,180,,31,,101,22,,17.2222222222222,APRIL,
SULAWESI BARAT,MAMUJU,TAPALANG,RANTEDODA,60,16,10,8,0,0,0,0,167,,22,,94,8,,13.1736526946108,APRIL,
SULAWESI BARAT,MAMUJU,TAPALANG,TAAN,97,81,1,62,5,0,8,0,462,,109,,256,75,,23.5930735930736,APRIL,
SULAWESI BARAT,MAMUJU,TAPALANG,TAKANDEANG,75,48,3,54,10,1,3,0,379,,87,,194,68,,22.9551451187335,APRIL,
SULAWESI BARAT,MAMUJU,TAPALANG,TAMPALANG,77,22,2,45,2,0,6,0,329,,57,,154,53,,17.3252279635258,APRIL,
SULAWESI BARAT,MAMUJU,TAPALANG BARAT,AHU,107,71,2,4,0,0,3,0,261,,10,,193,7,,3.83141762452107,APRIL,
SULAWESI BARAT,MAMUJU,TAPALANG BARAT,DUNGKAIT,111,111,5,32,2,0,3,5,373,,27,,273,37,,7.23860589812333,APRIL,
SULAWESI BARAT,MAMUJU,TAPALANG BARAT,LABUANG RANO,102,90,1,10,3,0,3,0,507,,102,,222,16,,20.1183431952663,APRIL,
SULAWESI BARAT,MAMUJU,TAPALANG BARAT,LEBANI,51,54,0,8,0,0,7,12,241,,24,,134,15,,9.95850622406639,APRIL,
SULAWESI BARAT,MAMUJU,TAPALANG BARAT,PANGASAAN,17,14,0,0,0,0,0,2,156,,67,,37,0,,42.948717948718,APRIL,
SULAWESI BARAT,MAMUJU,TAPALANG BARAT,PASABU,69,68,8,9,7,0,14,0,287,,32,,175,30,,11.1498257839721,APRIL,
SULAWESI BARAT,MAMUJU,TAPALANG BARAT,TANETE PAO,34,14,0,1,1,0,0,0,69,,1,,51,2,,1.44927536231884,APRIL,
SULAWESI BARAT,MAMUJU,TOMMO,BUANA SAKTI,86,37,0,84,1,0,1,0,254,,24,,209,86,,9.44881889763779,APRIL,
SULAWESI BARAT,MAMUJU,TOMMO,CAMPALOGA,79,100,4,49,4,0,3,0,365,,64,,239,56,,17.5342465753425,APRIL,
SULAWESI BARAT,MAMUJU,TOMMO,KAKULLASANG,166,114,2,41,0,0,6,0,497,,111,,336,47,,22.3340040241449,APRIL,
SULAWESI BARAT,MAMUJU,TOMMO,KALEPU,37,45,1,0,0,0,0,0,106,,5,,83,0,,4.71698113207547,APRIL,
SULAWESI BARAT,MAMUJU,TOMMO,LELING,30,53,0,16,0,0,0,0,124,,9,,99,16,,7.25806451612903,APRIL,
SULAWESI BARAT,MAMUJU,TOMMO,LELING BARAT,48,82,2,37,3,0,3,0,232,,21,,176,43,,9.05172413793103,APRIL,
SULAWESI BARAT,MAMUJU,TOMMO,LELING UTARA,58,68,0,25,2,0,2,0,217,,34,,163,29,,15.668202764977,APRIL,
SULAWESI BARAT,MAMUJU,TOMMO,MALINO,40,11,3,3,0,0,1,0,91,,17,,60,4,,18.6813186813187,APRIL,
SULAWESI BARAT,MAMUJU,TOMMO,RANTEMARIO,73,101,1,4,2,0,3,0,226,,9,,185,9,,3.98230088495575,APRIL,
SULAWESI BARAT,MAMUJU,TOMMO,SALUDENGEN,67,61,2,5,0,0,0,0,185,,25,,135,5,,13.5135135135135,APRIL,
SULAWESI BARAT,MAMUJU,TOMMO,SANDANA,51,59,0,16,2,0,6,1,189,,20,,137,24,,10.5820105820106,APRIL,
SULAWESI BARAT,MAMUJU,TOMMO,TAMEJARRA,79,33,10,20,0,1,0,0,247,,55,,143,21,,22.2672064777328,APRIL,
SULAWESI BARAT,MAMUJU,TOMMO,TAMEMONGGA,72,120,0,34,0,1,1,0,285,,23,,228,36,,8.07017543859649,APRIL,
SULAWESI BARAT,MAMUJU,TOMMO,TOMMO,108,72,3,62,2,0,5,0,342,,40,,252,69,,11.6959064327485,APRIL,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,BABANA,409,127,17,98,13,1,11,2,1274,,303,,680,123,,23.7833594976452,APRIL,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,BARAKKANG,72,16,1,16,1,0,0,0,209,,50,,106,17,,23.9234449760766,APRIL,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,BOJO,136,71,1,72,11,0,4,0,355,,11,,296,87,,3.09859154929577,APRIL,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,KIRE,71,42,0,103,0,0,2,0,346,,54,,218,105,,15.606936416185,APRIL,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,LEMBAH HADA,47,7,0,15,1,0,1,0,105,,19,,71,17,,18.0952380952381,APRIL,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,LUMU,143,34,0,75,1,1,6,0,416,,49,,264,83,,11.7788461538462,APRIL,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,PASAPA,85,52,1,26,0,0,7,0,213,,3,,177,33,,1.40845070422535,APRIL,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,PONTANAKAYANG,229,22,9,79,5,0,0,1,611,,81,,353,84,,13.2569558101473,APRIL,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,SALOGATTA,160,70,7,118,11,0,13,0,549,,54,,392,142,,9.83606557377049,APRIL,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,SALUMANURUNG,161,31,0,13,1,0,1,0,286,,27,,207,15,,9.44055944055944,APRIL,
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,TINALI,134,29,0,69,2,0,7,0,316,,21,,241,78,,6.64556962025316,APRIL,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,BENGGAULU,139,66,2,58,4,0,6,0,428,,22,,275,68,,5.14018691588785,APRIL,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KADAILA,95,39,3,84,3,0,4,2,324,,19,,234,91,,5.8641975308642,APRIL,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KAMBUNONG,163,79,3,36,6,1,10,0,403,,16,,302,53,,3.97022332506203,APRIL,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KAROSSA,331,105,7,118,6,1,16,0,951,,143,,584,141,,15.0368033648791,APRIL,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KAYU CALLA,34,14,2,33,1,0,0,0,114,,10,,84,34,,8.7719298245614,APRIL,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,LARA,63,39,4,73,2,1,1,0,276,,48,,185,77,,17.3913043478261,APRIL,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,LEMBAH HOPO,50,23,8,65,1,0,8,0,215,,12,,155,74,,5.58139534883721,APRIL,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,SALUBIRO,88,42,4,41,0,0,10,0,247,,1,,185,51,,0.404858299595142,APRIL,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,SANJANGO,64,19,3,23,1,5,0,0,174,,9,,115,29,,5.17241379310345,APRIL,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,SUKA MAJU,51,44,3,26,0,0,1,0,240,,41,,125,27,,17.0833333333333,APRIL,
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,TASOKKO,193,108,4,108,4,1,20,0,720,,132,,438,133,,18.3333333333333,APRIL,
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,KOMBILING,50,37,3,52,1,1,8,0,289,,74,,153,62,,25.6055363321799,APRIL,
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,KUO,181,74,7,102,10,1,5,0,478,,21,,381,118,,4.39330543933054,APRIL,
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,LAMBA-LAMBA,49,39,3,38,0,0,0,0,185,,32,,129,38,,17.2972972972973,APRIL,
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,LEMO-LEMO,52,42,0,29,2,1,1,0,161,,5,,127,33,,3.1055900621118,APRIL,
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,PANGALE,44,80,11,56,3,1,8,0,287,,43,,204,68,,14.9825783972125,APRIL,
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,POLO CAMBA,62,53,3,14,0,0,1,0,181,,18,,133,15,,9.94475138121547,APRIL,
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,POLO LERENG,74,64,1,77,4,0,2,0,303,,27,,222,83,,8.91089108910891,APRIL,
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,POLO PANGALE,68,47,6,116,3,0,4,0,324,,20,,244,123,,6.17283950617284,APRIL,
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,SARTANAMAJU,32,28,15,16,1,0,4,0,125,,9,,96,21,,7.2,APRIL,
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,BAMBADARU,88,49,6,52,4,1,5,0,270,,3,,211,62,,1.11111111111111,APRIL,
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,BATU PARIGI,249,225,7,313,21,1,12,4,1150,,77,,866,347,,6.69565217391304,APRIL,
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,MAHAHE,148,75,10,96,8,0,13,0,569,,62,,352,117,,10.896309314587,APRIL,
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,PALONGAAN,128,90,3,70,4,0,13,1,449,,40,,311,87,,8.9086859688196,APRIL,
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,SALOADAK,118,55,1,79,10,0,8,0,403,,26,,282,97,,6.45161290322581,APRIL,
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,SALOBAJA,204,74,11,61,2,0,7,0,469,,22,,359,70,,4.6908315565032,APRIL,
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,SEJATI,66,30,3,18,2,0,4,1,151,,7,,125,24,,4.63576158940397,APRIL,
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,TOBADAK,450,255,26,178,24,4,22,0,1624,,234,,972,228,,14.4088669950739,APRIL,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,BAMBAMANURUNG,80,13,8,55,4,0,1,1,182,,1,,162,60,,0.549450549450549,APRIL,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,BUDONG-BUDONG,127,86,5,33,8,0,11,1,417,,33,,294,52,,7.9136690647482,APRIL,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,KABUBU,89,41,22,71,10,1,7,0,306,,2,,248,89,,0.65359477124183,APRIL,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,PANGALLOANG,76,61,4,103,11,0,2,2,323,,12,,265,116,,3.71517027863777,APRIL,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,PARAILI,107,40,2,30,15,4,2,0,242,,4,,200,51,,1.65289256198347,APRIL,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,SALULEKBO,190,79,4,115,2,0,1,0,632,,90,,393,118,,14.2405063291139,APRIL,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,SALUPANGKANG,98,85,4,90,7,0,4,0,339,,13,,290,101,,3.83480825958702,APRIL,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,SALUPANGKANG IV,45,3,0,15,0,0,1,0,91,,8,,67,16,,8.79120879120879,APRIL,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,SINABATTA,63,31,2,10,4,0,1,0,182,,23,,115,15,,12.6373626373626,APRIL,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TABOLANG,196,108,13,99,13,1,10,4,713,,56,,470,123,,7.85413744740533,APRIL,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TANGKOU,76,10,0,12,1,0,4,0,133,,5,,103,17,,3.7593984962406,APRIL,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TAPPILINA,41,25,6,27,2,0,2,0,138,,12,,103,31,,8.69565217391304,APRIL,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TOPOYO,338,249,19,144,46,1,19,3,1729,,231,,930,210,,13.3603238866397,APRIL,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TUMBU,184,73,2,55,13,1,8,1,471,,34,,338,77,,7.21868365180467,APRIL,
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,WAEPUTEH,143,26,9,91,9,0,3,0,394,,44,,294,103,,11.1675126903553,APRIL,
SULAWESI BARAT,PASANGKAYU,BAMBAIRA,BAMBAIRA,86,42,5,106,8,0,12,0,491,,69,,262,126,,14.0529531568228,APRIL,
SULAWESI BARAT,PASANGKAYU,BAMBAIRA,KALUKU NANGKA,142,68,5,66,7,0,13,0,483,,78,,301,86,,16.1490683229814,APRIL,
SULAWESI BARAT,PASANGKAYU,BAMBAIRA,KASOLOANG,60,26,1,66,14,0,12,0,346,,68,,179,92,,19.6531791907514,APRIL,
SULAWESI BARAT,PASANGKAYU,BAMBAIRA,TAMPAURE,116,65,2,59,4,0,12,0,338,,36,,259,75,,10.6508875739645,APRIL,
SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,BAMBALAMOTU,215,110,4,86,23,0,28,0,697,,88,,466,137,,12.6255380200861,APRIL,
SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,KALOLA,138,118,0,228,11,0,19,2,727,,65,,519,258,,8.94085281980743,APRIL,
SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,PANGIANG,120,67,9,15,15,0,7,0,395,,69,,234,37,,17.4683544303797,APRIL,
SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,POLEWALI,131,112,2,62,19,0,13,0,599,,117,,340,94,,19.5325542570952,APRIL,
SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,RANDOMAYANG,170,69,1,153,12,0,39,0,663,,75,,457,204,,11.3122171945701,APRIL,
SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,WULAI,73,68,1,116,5,0,12,0,367,,24,,275,133,,6.53950953678474,APRIL,
SULAWESI BARAT,PASANGKAYU,BARAS,BALANTI,219,39,1,60,11,1,10,0,445,,17,,341,82,,3.82022471910112,APRIL,
SULAWESI BARAT,PASANGKAYU,BARAS,BARAS,87,25,0,35,5,0,3,0,304,,83,,155,43,,27.3026315789474,APRIL,
SULAWESI BARAT,PASANGKAYU,BARAS,BULU PARIGI,76,12,3,62,3,0,1,0,255,,52,,157,66,,20.3921568627451,APRIL,
SULAWESI BARAT,PASANGKAYU,BARAS,KASANO,261,29,1,77,3,0,1,0,616,,122,,372,81,,19.8051948051948,APRIL,
SULAWESI BARAT,PASANGKAYU,BARAS,MOTU,228,101,5,109,35,0,34,0,932,,187,,513,178,,20.0643776824034,APRIL,
SULAWESI BARAT,PASANGKAYU,BARAS,TOWONI,62,33,2,24,3,1,3,0,178,,13,,128,31,,7.30337078651685,APRIL,
SULAWESI BARAT,PASANGKAYU,BULU TABA,BUKIT HARAPAN,59,24,0,37,6,1,3,0,215,,32,,130,47,,14.8837209302326,APRIL,
SULAWESI BARAT,PASANGKAYU,BULU TABA,KARAVE,113,46,4,66,11,0,7,0,378,,36,,269,84,,9.52380952380952,APRIL,
SULAWESI BARAT,PASANGKAYU,BULU TABA,KASTABUANA,115,23,4,28,9,0,9,0,253,,12,,189,46,,4.74308300395257,APRIL,
SULAWESI BARAT,PASANGKAYU,BULU TABA,LELEJAE,78,31,14,37,10,0,10,0,225,,9,,181,57,,4,APRIL,
SULAWESI BARAT,PASANGKAYU,BULU TABA,LILIMORI,139,36,10,90,16,0,18,0,460,,77,,309,124,,16.7391304347826,APRIL,
SULAWESI BARAT,PASANGKAYU,BULU TABA,OMPI,62,26,4,9,2,0,1,0,128,,5,,104,12,,3.90625,APRIL,
SULAWESI BARAT,PASANGKAYU,BULU TABA,SUMBER SARI,26,7,0,2,0,0,0,0,40,,2,,35,2,,5,APRIL,
SULAWESI BARAT,PASANGKAYU,DAPURANG,BENGGAULU,133,74,0,61,6,0,15,0,523,,95,,289,82,,18.1644359464627,APRIL,
SULAWESI BARAT,PASANGKAYU,DAPURANG,BULU BONGGU,85,46,2,127,4,0,5,0,398,,48,,278,136,,12.0603015075377,APRIL,
SULAWESI BARAT,PASANGKAYU,DAPURANG,DAPURANG,266,70,3,70,20,1,4,0,721,,92,,434,95,,12.7600554785021,APRIL,
SULAWESI BARAT,PASANGKAYU,DAPURANG,SARASA,86,77,1,21,5,0,3,0,336,,45,,193,29,,13.3928571428571,APRIL,
SULAWESI BARAT,PASANGKAYU,DAPURANG,TIRTABUANA,91,18,2,38,2,0,4,0,214,,36,,155,44,,16.8224299065421,APRIL,
SULAWESI BARAT,PASANGKAYU,DURIPOKU,SAPTANAJAYA,122,48,1,31,11,0,12,0,329,,39,,225,54,,11.854103343465,APRIL,
SULAWESI BARAT,PASANGKAYU,DURIPOKU,SIPAKAINGA,36,22,0,18,2,0,1,0,128,,28,,79,21,,21.875,APRIL,
SULAWESI BARAT,PASANGKAYU,DURIPOKU,TAMMARUNANG,111,63,6,71,7,0,8,0,446,,113,,266,86,,25.3363228699552,APRIL,
SULAWESI BARAT,PASANGKAYU,DURIPOKU,TARANGGI,39,22,0,45,3,0,2,0,161,,22,,111,50,,13.6645962732919,APRIL,
SULAWESI BARAT,PASANGKAYU,LARIANG,BAJAWALI,34,21,1,57,14,0,13,0,164,,5,,140,84,,3.04878048780488,APRIL,
SULAWESI BARAT,PASANGKAYU,LARIANG,BAMBAKORO,85,13,1,44,7,0,8,0,239,,22,,158,59,,9.20502092050209,APRIL,
SULAWESI BARAT,PASANGKAYU,LARIANG,BATU MATORU,47,22,0,20,4,1,6,0,180,,29,,101,31,,16.1111111111111,APRIL,
SULAWESI BARAT,PASANGKAYU,LARIANG,KENANGAN,11,4,2,19,7,0,5,0,78,,21,,48,31,,26.9230769230769,APRIL,
SULAWESI BARAT,PASANGKAYU,LARIANG,KULU,37,31,0,24,4,0,1,0,140,,18,,98,29,,12.8571428571429,APRIL,
SULAWESI BARAT,PASANGKAYU,LARIANG,PARABU,29,24,9,39,19,0,11,0,204,,22,,140,69,,10.7843137254902,APRIL,
SULAWESI BARAT,PASANGKAYU,LARIANG,SINGGANI,83,43,0,43,9,0,9,0,284,,36,,188,61,,12.6760563380282,APRIL,
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,AKO,253,75,4,94,50,0,16,0,757,,108,,508,160,,14.2668428005284,APRIL,
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,GUNUNG SARI,233,63,2,81,19,0,24,0,599,,93,,431,124,,15.5258764607679,APRIL,
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,KARYA BERSAMA,179,63,1,67,15,0,12,6,452,,28,,344,94,,6.19469026548673,APRIL,
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,MARTAJAYA,74,29,1,50,27,0,12,0,279,,36,,193,89,,12.9032258064516,APRIL,
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,PAKAVA,214,67,3,60,7,0,2,0,522,,65,,354,69,,12.4521072796935,APRIL,
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,PASANGKAYU,953,567,37,227,344,25,40,0,3892,,760,,2205,636,,19.5272353545735,APRIL,
SULAWESI BARAT,PASANGKAYU,PEDONGGA,BATU OGE,69,28,0,53,3,0,1,0,206,,19,,154,57,,9.22330097087379,APRIL,
SULAWESI BARAT,PASANGKAYU,PEDONGGA,MALEI,164,52,1,22,6,0,1,0,326,,18,,248,29,,5.52147239263804,APRIL,
SULAWESI BARAT,PASANGKAYU,PEDONGGA,MARTASARI,169,58,4,183,11,0,10,0,577,,53,,435,204,,9.18544194107452,APRIL,
SULAWESI BARAT,PASANGKAYU,PEDONGGA,PEDANDA,65,53,2,68,5,0,7,0,251,,16,,201,80,,6.37450199203187,APRIL,
SULAWESI BARAT,PASANGKAYU,SARJO,LETAWA,85,38,18,75,8,1,20,0,341,,48,,248,104,,14.0762463343109,APRIL,
SULAWESI BARAT,PASANGKAYU,SARJO,MAPONU,48,43,1,63,5,0,4,14,234,,14,,182,72,,5.98290598290598,APRIL,
SULAWESI BARAT,PASANGKAYU,SARJO,SARJO,71,79,22,56,9,0,45,0,428,,60,,285,110,,14.018691588785,APRIL,
SULAWESI BARAT,PASANGKAYU,SARJO,SARUDE,58,55,12,75,12,0,27,0,364,,52,,247,114,,14.2857142857143,APRIL,
SULAWESI BARAT,PASANGKAYU,SARUDU,BULU MARIO,178,69,13,77,21,2,19,0,697,,145,,380,119,,20.8034433285509,APRIL,
SULAWESI BARAT,PASANGKAYU,SARUDU,DODA,152,59,0,77,6,0,4,0,428,,29,,298,87,,6.77570093457944,APRIL,
SULAWESI BARAT,PASANGKAYU,SARUDU,KUMASARI,154,39,2,43,4,0,11,1,360,,47,,254,58,,13.0555555555556,APRIL,
SULAWESI BARAT,PASANGKAYU,SARUDU,PATIKA,29,14,3,15,10,0,4,0,106,,20,,75,29,,18.8679245283019,APRIL,
SULAWESI BARAT,PASANGKAYU,SARUDU,SARUDU,245,64,0,105,12,0,12,1,913,,189,,439,129,,20.7009857612267,APRIL,
SULAWESI BARAT,PASANGKAYU,TIKKE RAYA,JENGENG RAYA,107,61,7,60,19,0,4,0,433,,89,,258,83,,20.554272517321,APRIL,
SULAWESI BARAT,PASANGKAYU,TIKKE RAYA,LARIANG,236,112,3,194,30,0,14,0,855,,69,,594,238,,8.07017543859649,APRIL,
SULAWESI BARAT,PASANGKAYU,TIKKE RAYA,MAKMUR JAYA,185,143,3,126,28,0,20,2,890,,171,,509,174,,19.2134831460674,APRIL,
SULAWESI BARAT,PASANGKAYU,TIKKE RAYA,PAJALELE,189,90,1,107,21,1,15,1,575,,16,,428,144,,2.78260869565217,APRIL,
SULAWESI BARAT,PASANGKAYU,TIKKE RAYA,TIKKE,114,69,1,114,26,0,12,2,582,,66,,350,152,,11.340206185567,APRIL,
SULAWESI BARAT,POLEWALI,ALLU,ALU,62,39,8,17,0,0,2,0,249,,47,,128,19,,18.8755020080321,APRIL,
SULAWESI BARAT,POLEWALI,ALLU,KALUMAMMANG,56,59,2,29,0,0,6,0,195,,5,,152,35,,2.56410256410256,APRIL,
SULAWESI BARAT,POLEWALI,ALLU,MOMBI,67,58,20,28,0,0,5,0,307,,28,,179,33,,9.12052117263844,APRIL,
SULAWESI BARAT,POLEWALI,ALLU,PAO-PAO,101,69,1,55,0,0,1,0,382,,43,,227,56,,11.2565445026178,APRIL,
SULAWESI BARAT,POLEWALI,ALLU,PETOOSANG,47,42,6,8,3,0,7,0,216,,58,,114,18,,26.8518518518519,APRIL,
SULAWESI BARAT,POLEWALI,ALLU,PUPPU URING,80,95,3,15,0,1,1,7,307,,38,,218,17,,12.3778501628665,APRIL,
SULAWESI BARAT,POLEWALI,ALLU,SARAGIAN,71,37,0,27,1,1,5,0,236,,19,,145,34,,8.05084745762712,APRIL,
SULAWESI BARAT,POLEWALI,ALLU,SAYOANG,22,24,0,4,1,0,3,0,92,,8,,54,8,,8.69565217391304,APRIL,
SULAWESI BARAT,POLEWALI,ANREAPI,ANREAPI,49,48,5,50,11,0,13,8,240,,12,,186,74,,5,APRIL,
SULAWESI BARAT,POLEWALI,ANREAPI,DUAMPANUA,108,162,13,85,4,0,14,0,520,,44,,393,103,,8.46153846153846,APRIL,
SULAWESI BARAT,POLEWALI,ANREAPI,KELAPA DUA,101,126,4,68,0,1,12,1,397,,21,,315,81,,5.2896725440806,APRIL,
SULAWESI BARAT,POLEWALI,ANREAPI,KUNYI,49,113,4,70,0,0,10,3,311,,11,,259,80,,3.53697749196141,APRIL,
SULAWESI BARAT,POLEWALI,ANREAPI,PAPPANDANGAN,109,74,1,62,1,4,6,1,305,,14,,258,73,,4.59016393442623,APRIL,
SULAWESI BARAT,POLEWALI,BALANIPA,BALA,251,39,12,13,2,0,17,1,839,,153,,335,32,,18.2359952324195,APRIL,
SULAWESI BARAT,POLEWALI,BALANIPA,BALANIPA,118,36,21,36,3,0,5,0,447,,114,,219,44,,25.503355704698,APRIL,
SULAWESI BARAT,POLEWALI,BALANIPA,GALUNG TULUK,139,43,30,25,2,0,12,0,557,,123,,251,39,,22.0825852782765,APRIL,
SULAWESI BARAT,POLEWALI,BALANIPA,LAMBANAN,11,2,12,4,0,0,1,0,70,,15,,30,5,,21.4285714285714,APRIL,
SULAWESI BARAT,POLEWALI,BALANIPA,LEGO,75,18,0,5,0,0,6,0,193,,30,,104,11,,15.5440414507772,APRIL,
SULAWESI BARAT,POLEWALI,BALANIPA,MOSSO,50,16,2,4,0,0,1,0,119,,17,,73,5,,14.2857142857143,APRIL,
SULAWESI BARAT,POLEWALI,BALANIPA,PALLIS,13,7,0,2,1,0,2,0,83,,25,,25,5,,30.1204819277108,APRIL,
