PROVINSI,KABUPATEN,KECAMATAN,KODE,KELURAHAN,Jumlah_Penduduk,Umur 0 - 1,Umur 2 - 4,Umur 5 - 9,Umur 10 - 14,Umur 15 - 19,Umur 20 - 24,Umur 25 - 29,Umur 30 - 34,Umur 35 - 39,Umur 40 - 44,Umur 45 - 49,Umur 50 - 54,Umur 55 - 59,Umur 60 - 64,Umur 65 - 69,Umur 70 - 74,Umur 75+
SULAWESI BARAT,MAMASA,MAMBI,2027,SALU ALO,286,0,17,30,24,37,30,35,26,19,9,22,13,6,7,6,3,2
SULAWESI BARAT,MAMASA,MAMBI,2029,INDOBANUA,182,0,0,18,18,29,18,25,20,20,6,8,2,7,3,2,2,4
SULAWESI BARAT,MAMASA,MAMBI,2030,SALUDURIAN,259,0,7,29,21,31,42,25,22,22,15,13,16,3,5,4,1,3
SULAWESI BARAT,MAMASA,ARALLE,1001,ARALLE,501,0,30,44,43,52,45,54,41,46,28,33,34,14,11,10,11,5
SULAWESI BARAT,MAMASA,ARALLE,2003,RALLE ANAK,140,0,6,14,18,12,17,10,12,9,3,13,8,6,5,5,1,1
SULAWESI BARAT,MAMASA,ARALLE,2004,PANETEAN,280,0,13,24,30,25,30,32,23,19,24,17,10,8,9,8,6,2
SULAWESI BARAT,MAMASA,ARALLE,2005,UHAILANU,395,0,21,49,28,39,47,40,34,29,30,26,18,13,4,9,3,5
SULAWESI BARAT,MAMASA,ARALLE,2007,ARALLE UTARA,328,0,17,25,30,29,46,31,30,17,20,23,22,15,9,7,3,4
SULAWESI BARAT,MAMASA,ARALLE,2009,UHAIDAHO,353,0,21,54,36,49,44,32,22,13,24,20,13,8,8,2,4,3
SULAWESI BARAT,MAMASA,ARALLE,2010,BARURU,323,0,10,31,27,31,43,27,21,14,20,31,24,7,9,9,7,12
SULAWESI BARAT,MAMASA,ARALLE,2015,RALLEANAK UTARA,178,0,1,15,12,25,27,16,12,11,17,14,14,4,4,2,2,2
SULAWESI BARAT,MAMASA,ARALLE,2016,PAMOSEANG PANGGA,115,0,4,10,19,13,13,13,4,6,12,10,5,2,2,2,0,0
SULAWESI BARAT,MAMASA,ARALLE,2017,KALABE,260,0,13,15,19,31,38,31,17,11,16,17,25,6,9,4,5,3
SULAWESI BARAT,MAMASA,ARALLE,2018,ARALLE SELATAN,138,0,9,19,9,24,12,14,5,11,8,14,8,2,1,1,1,0
SULAWESI BARAT,MAMASA,ARALLE,2019,HAHANGAN,149,0,5,12,10,18,27,18,14,10,10,2,9,6,2,1,1,4
SULAWESI BARAT,MAMASA,MAMASA,1001,MAMASA,1451,18,63,123,154,145,158,98,103,113,112,98,92,67,47,27,23,10
SULAWESI BARAT,MAMASA,MAMASA,2002,RAMBUSARATU,921,0,39,90,119,105,90,63,61,57,70,54,60,35,26,15,19,18
SULAWESI BARAT,MAMASA,MAMASA,2003,OSANGO,1815,37,87,178,225,184,157,136,105,143,144,137,107,68,30,30,24,23
SULAWESI BARAT,MAMASA,MAMASA,2004,LAMBANAN,1194,0,42,108,114,132,139,102,95,72,90,97,70,41,31,23,23,15
SULAWESI BARAT,MAMASA,MAMASA,2005,LEMBANA SALULO,372,0,20,29,34,42,34,35,21,27,24,19,29,18,12,17,5,6
SULAWESI BARAT,MAMASA,MAMASA,2006,TAUPE,914,0,35,80,105,91,120,75,68,65,74,55,45,28,25,10,19,19
SULAWESI BARAT,MAMASA,MAMASA,2007,BUNTU BUDA,1242,19,50,126,127,128,108,94,88,88,95,84,75,60,37,22,17,24
SULAWESI BARAT,MAMASA,MAMASA,2008,TONDOK BAKARU,1027,0,42,93,108,104,110,89,61,79,79,78,68,37,25,15,13,26
SULAWESI BARAT,MAMASA,MAMASA,2009,PEBASSIAN,212,0,13,17,21,16,13,20,18,16,16,19,9,4,11,9,4,6
SULAWESI BARAT,MAMASA,MAMASA,2010,MAMBULILING,470,0,23,49,45,43,49,47,44,33,39,23,15,16,17,8,11,8
SULAWESI BARAT,MAMASA,MAMASA,2011,BOMBONG LAMBE,639,3,25,64,82,62,63,60,52,50,40,40,33,22,9,19,10,5
SULAWESI BARAT,MAMASA,MAMASA,2012,BUBUN BATU,480,0,22,49,63,53,40,35,34,40,33,30,28,22,12,10,6,3
SULAWESI BARAT,MAMASA,PANA,1001,PANA,301,0,10,17,22,36,41,16,15,17,26,25,25,11,12,3,10,15
SULAWESI BARAT,MAMASA,PANA,2003,MANIPI,649,0,14,54,48,72,84,62,45,41,54,46,40,22,21,18,13,15
SULAWESI BARAT,MAMASA,PANA,2005,MAMULLU,433,0,6,30,31,34,54,49,27,34,39,37,20,21,18,9,11,13
SULAWESI BARAT,MAMASA,PANA,2006,SAPAN,335,0,9,20,31,29,46,34,29,19,21,23,22,14,12,8,5,13
SULAWESI BARAT,MAMASA,PANA,2009,DATUBARINGAN,504,0,4,47,57,53,76,41,48,41,33,23,29,12,15,12,6,7
SULAWESI BARAT,MAMASA,PANA,2010,PANURA,366,0,9,25,25,43,44,37,22,24,26,22,19,17,18,8,11,16
SULAWESI BARAT,MAMASA,PANA,2011,TALLANG BULAWAN,361,0,5,17,36,46,59,36,14,26,25,22,19,14,7,12,9,14
SULAWESI BARAT,MAMASA,PANA,2012,KARAKA,312,0,10,21,23,29,39,22,22,16,26,21,25,12,13,12,9,12
SULAWESI BARAT,MAMASA,PANA,2013,ULUSALU,271,0,9,26,24,30,37,19,14,18,16,24,18,7,6,5,6,12
SULAWESI BARAT,MAMASA,PANA,2014,WERI,252,0,7,19,19,36,35,22,14,14,17,16,15,11,6,7,3,11
SULAWESI BARAT,MAMASA,PANA,2015,SALUTAMBUN,298,0,10,15,26,40,41,31,14,11,25,25,16,8,11,6,7,12
SULAWESI BARAT,MAMASA,PANA,2016,SALOAN,434,0,22,30,42,71,56,42,36,26,23,17,20,20,12,2,7,8
SULAWESI BARAT,MAMASA,PANA,2017,ULUSALU INDAH,278,0,12,14,24,41,30,29,15,22,15,18,19,11,5,6,7,10
SULAWESI BARAT,MAMASA,TABULAHAN,1001,LAKAHANG,939,4,44,69,72,89,97,89,67,68,68,82,65,55,24,22,13,11
SULAWESI BARAT,MAMASA,TABULAHAN,2002,PERIANGAN,225,0,11,21,15,18,24,23,10,19,15,22,17,13,5,6,3,3
SULAWESI BARAT,MAMASA,TABULAHAN,2003,MALATIRO,709,0,37,44,81,81,85,60,41,55,62,35,33,18,22,22,19,14
SULAWESI BARAT,MAMASA,TABULAHAN,2004,TABULAHAN,219,1,11,18,13,14,22,29,17,15,18,12,18,12,7,6,4,2
SULAWESI BARAT,MAMASA,TABULAHAN,2005,SALULEANG,191,0,4,9,15,17,25,20,9,11,17,17,9,10,6,5,8,9
SULAWESI BARAT,MAMASA,TABULAHAN,2007,TAMPAK KURRA,514,0,23,43,37,44,62,61,37,44,34,36,32,21,15,12,4,9
SULAWESI BARAT,MAMASA,TABULAHAN,2008,GANDANG DEWATA,158,0,5,7,15,14,19,11,13,12,18,9,8,10,3,6,4,4
SULAWESI BARAT,MAMASA,TABULAHAN,2009,BURANA,394,0,17,30,39,37,41,33,28,32,36,29,20,15,13,12,8,4
SULAWESI BARAT,MAMASA,TABULAHAN,2010,SALUBAKKA,302,12,16,18,19,27,41,37,22,21,25,19,16,12,7,5,0,5
SULAWESI BARAT,MAMASA,TABULAHAN,2011,PANGANDARAN,386,0,26,28,33,33,40,33,29,37,34,33,27,9,11,4,7,2
SULAWESI BARAT,MAMASA,TABULAHAN,2012,TALOPAK,195,0,6,12,21,16,21,24,15,23,12,12,13,3,7,4,2,4
SULAWESI BARAT,MAMASA,TABULAHAN,2013,PEU',168,0,9,19,14,21,24,16,10,15,7,12,8,5,1,3,1,3
SULAWESI BARAT,MAMASA,TABULAHAN,2014,TIMORO,133,0,2,15,11,11,13,8,6,9,18,11,8,3,7,3,6,2
SULAWESI BARAT,MAMASA,TABULAHAN,2015,LAKAHANG UTAMA,276,0,10,26,25,22,41,23,20,22,23,20,13,12,7,5,2,5
SULAWESI BARAT,MAMASA,SUMARORONG,1001,SUMARORONG,748,3,11,65,86,67,75,54,45,44,64,50,52,43,24,31,12,22
SULAWESI BARAT,MAMASA,SUMARORONG,1002,TABONE,526,0,16,41,49,53,79,53,38,31,40,27,26,29,8,16,9,11
SULAWESI BARAT,MAMASA,SUMARORONG,2003,BATANG URU,530,1,20,29,55,55,61,46,32,48,43,30,24,26,16,18,13,13
SULAWESI BARAT,MAMASA,SUMARORONG,2004,SASAKAN,683,3,31,64,59,68,95,50,42,48,54,52,45,28,10,15,8,11
SULAWESI BARAT,MAMASA,SUMARORONG,2005,TADISI,369,0,6,8,11,10,16,37,37,37,39,41,33,33,19,14,10,18
SULAWESI BARAT,MAMASA,SUMARORONG,2006,SIBANAWA,557,0,19,48,59,59,66,49,36,46,35,36,27,20,17,10,9,21
SULAWESI BARAT,MAMASA,SUMARORONG,2007,BATANGNGURU TIMUR,511,7,15,54,47,52,41,46,46,34,45,39,26,10,17,11,8,13
SULAWESI BARAT,MAMASA,SUMARORONG,2008,SALUBALO,498,6,20,33,44,50,69,51,33,33,39,33,23,17,16,12,9,10
SULAWESI BARAT,MAMASA,SUMARORONG,2009,BANEA,417,0,13,30,30,34,52,40,38,34,30,18,36,15,16,11,10,10
SULAWESI BARAT,MAMASA,SUMARORONG,2010,RANTE KAMASE,712,0,29,65,76,65,64,61,44,59,56,40,50,35,19,21,17,11
SULAWESI BARAT,MAMASA,MESSAWA,1001,MESSAWA,273,0,10,22,25,27,31,14,14,19,25,20,27,12,6,10,5,6
SULAWESI BARAT,MAMASA,MESSAWA,2002,RIPPUNG,607,0,33,45,57,66,62,59,34,50,48,47,39,21,13,11,9,13
SULAWESI BARAT,MAMASA,MESSAWA,2003,MAKUANG,452,4,18,30,32,50,47,43,17,29,39,32,28,24,22,14,14,9
SULAWESI BARAT,MAMASA,MESSAWA,2004,SEPANG,344,0,7,20,22,32,39,29,22,24,26,28,33,18,16,7,9,12
SULAWESI BARAT,MAMASA,MESSAWA,2005,MALIMBONG,197,0,12,18,8,13,14,21,15,11,12,23,13,5,12,4,8,8
SULAWESI BARAT,MAMASA,MESSAWA,2006,MATANDE,283,0,6,28,24,25,24,27,14,15,19,31,25,12,11,10,3,9
SULAWESI BARAT,MAMASA,MESSAWA,2007,SIPAI,353,1,12,30,36,38,41,18,14,20,25,32,25,17,13,16,7,8
SULAWESI BARAT,MAMASA,MESSAWA,2008,PASMA MAMBU,288,0,5,8,23,32,38,26,17,22,21,27,15,20,11,5,6,12
SULAWESI BARAT,MAMASA,MESSAWA,2009,TANETE BATU,311,0,5,21,26,23,35,23,13,18,16,24,29,15,20,13,14,16
SULAWESI BARAT,MAMASA,SESENAPADANG,2002,OROBUA,882,14,44,78,79,103,88,78,65,64,45,46,58,31,31,18,16,24
SULAWESI BARAT,MAMASA,SESENAPADANG,2003,PALADAN,305,5,14,33,25,23,25,37,22,20,18,18,17,13,8,10,9,8
SULAWESI BARAT,MAMASA,SESENAPADANG,2004,OROBUA TIMUR,201,0,3,10,11,26,30,17,9,15,7,13,15,7,13,7,7,11
SULAWESI BARAT,MAMASA,SESENAPADANG,2006,RANTE PUANG,591,14,23,42,61,67,57,54,34,31,50,48,32,25,17,13,12,11
SULAWESI BARAT,MAMASA,SESENAPADANG,2007,SATENETEAN,237,0,12,15,26,28,30,20,8,11,17,17,15,13,2,9,6,8
SULAWESI BARAT,MAMASA,SESENAPADANG,2008,LISUAN ADA,343,0,8,26,25,38,55,36,25,21,23,25,21,6,5,9,10,10
SULAWESI BARAT,MAMASA,SESENAPADANG,2010,OROBUA SELATAN,272,0,4,15,34,31,43,23,22,19,17,20,14,10,11,5,2,2
SULAWESI BARAT,MAMASA,SESENAPADANG,2012,MALANGKENA PADANG,333,4,17,32,33,39,28,36,25,16,19,24,30,11,5,7,5,2
SULAWESI BARAT,MAMASA,SESENAPADANG,2013,MALIMBONG,139,0,4,13,8,14,19,19,12,12,5,4,9,3,3,7,1,6
SULAWESI BARAT,MAMASA,SESENAPADANG,2014,MARAMPAN OROBUA,221,0,8,17,18,25,31,20,18,13,8,8,17,6,9,6,7,10
SULAWESI BARAT,MAMASA,TANDUK KALUA,1011,MINAKE,553,4,10,37,47,51,59,49,39,51,41,40,45,22,23,10,16,9
SULAWESI BARAT,MAMASA,TANDUK KALUA,2001,MALABO,290,2,5,21,28,32,29,23,26,22,19,29,15,5,14,9,7,4
SULAWESI BARAT,MAMASA,TANDUK KALUA,2005,SINDAGAMANIK,628,5,20,43,47,68,60,64,59,55,45,42,39,21,18,13,18,11
SULAWESI BARAT,MAMASA,TANDUK KALUA,2006,PARONDOBULAWAN,516,0,16,40,36,46,58,54,37,43,42,43,29,19,16,15,13,9
SULAWESI BARAT,MAMASA,TANDUK KALUA,2007,TAMALANTIK,520,0,24,43,48,43,54,57,36,54,42,34,21,15,18,12,11,8
SULAWESI BARAT,MAMASA,TANDUK KALUA,2008,MANNABABA,305,0,10,20,20,29,37,30,26,20,19,19,20,20,13,11,7,4
SULAWESI BARAT,MAMASA,TANDUK KALUA,2009,MESAKADA,438,4,26,46,48,45,51,37,32,21,33,29,20,7,9,11,10,9
SULAWESI BARAT,MAMASA,TANDUK KALUA,2010,BALLABATU,581,3,32,59,62,48,69,49,49,42,44,35,36,17,12,10,7,7
SULAWESI BARAT,MAMASA,TANDUK KALUA,2012,PAMBE,335,0,8,27,29,30,35,21,24,25,27,22,28,10,24,9,10,6
SULAWESI BARAT,MAMASA,TANDUK KALUA,2013,SALURANO,320,0,10,36,37,35,32,28,29,23,25,22,13,3,10,4,10,3
SULAWESI BARAT,MAMASA,TANDUK KALUA,2014,TALIMBUNG,361,0,8,34,27,37,28,32,38,30,31,23,24,9,14,10,6,10
SULAWESI BARAT,MAMASA,TANDUK KALUA,2015,KANAN,428,12,22,33,48,38,37,45,31,31,30,26,35,12,12,10,3,3
SULAWESI BARAT,MAMASA,TABANG,1001,TABANG,792,1,27,74,75,96,96,56,51,58,57,54,47,45,20,11,12,12
SULAWESI BARAT,MAMASA,TABANG,2003,TADOKALUA,644,9,21,67,55,73,92,67,50,34,31,30,38,28,14,9,13,13
SULAWESI BARAT,MAMASA,TABANG,2004,TABANG BARAT,1381,8,46,99,119,159,184,145,94,99,117,75,75,36,34,24,29,38
SULAWESI BARAT,MAMASA,TABANG,2005,MASUPU,323,0,8,24,32,36,40,31,19,16,29,19,22,11,8,13,7,8
SULAWESI BARAT,MAMASA,TABANG,2006,KALAMA,402,0,13,31,31,64,60,60,21,19,20,23,24,7,9,3,9,8
SULAWESI BARAT,MAMASA,TABANG,2007,BAKADISURA,606,8,29,48,54,69,82,63,51,58,32,24,30,27,9,5,6,11
SULAWESI BARAT,MAMASA,TABANG,2008,SALUKONA,315,0,12,29,38,40,38,31,24,21,23,14,18,10,4,3,7,3
SULAWESI BARAT,MAMASA,BAMBANG,2001,MOKALLANG,264,0,5,15,17,32,36,44,17,10,11,21,23,11,4,4,7,7
SULAWESI BARAT,MAMASA,BAMBANG,2002,MASOSO,207,0,5,16,12,9,32,24,13,14,13,19,21,4,7,2,7,9
SULAWESI BARAT,MAMASA,BAMBANG,2003,SALUASSING,466,0,16,40,37,47,75,51,32,30,30,33,40,13,10,3,5,4
SULAWESI BARAT,MAMASA,BAMBANG,2004,SALUBULO,245,0,14,28,13,24,30,27,11,16,19,17,13,5,9,9,3,7
SULAWESI BARAT,MAMASA,BAMBANG,2005,SALUKADI,299,0,13,24,21,17,43,35,19,22,16,28,26,5,8,10,5,7
SULAWESI BARAT,MAMASA,BAMBANG,2006,SALUKEPOPOK,462,6,18,44,38,52,80,46,26,31,35,21,21,12,12,11,3,6
SULAWESI BARAT,MAMASA,BAMBANG,2007,ULUMAMBI BARAT,318,2,13,16,26,40,59,34,21,12,19,18,17,9,8,3,10,11
SULAWESI BARAT,MAMASA,BAMBANG,2008,LIMBADEBATA,317,0,19,16,26,29,51,41,24,15,16,31,14,4,13,10,6,2
SULAWESI BARAT,MAMASA,BAMBANG,2009,TANETE TOMBA,167,0,9,10,13,15,24,21,9,11,12,11,10,6,2,6,1,7
SULAWESI BARAT,MAMASA,BAMBANG,2010,BAMBANG,575,0,27,44,35,63,75,71,36,38,38,47,26,26,15,19,7,8
SULAWESI BARAT,MAMASA,BAMBANG,2011,RANTELEMO,200,0,6,15,11,17,25,26,12,21,13,17,17,5,7,1,2,5
SULAWESI BARAT,MAMASA,BAMBANG,2012,SALUDENGEN,265,5,13,11,22,13,35,24,18,9,16,22,31,17,9,11,1,8
SULAWESI BARAT,MAMASA,BAMBANG,2013,ULUMAMBI,368,0,17,28,39,59,55,34,22,21,23,19,20,10,7,2,6,6
SULAWESI BARAT,MAMASA,BAMBANG,2014,BAMBANG TIMUR,319,2,13,30,24,28,44,39,26,20,16,17,19,15,13,5,5,3
SULAWESI BARAT,MAMASA,BAMBANG,2015,MINANGA,612,25,26,56,45,47,70,84,45,25,26,44,53,25,13,12,11,5
SULAWESI BARAT,MAMASA,BAMBANG,2016,SIKAMASE,206,4,14,14,10,29,34,27,19,6,13,4,13,4,4,3,4,4
SULAWESI BARAT,MAMASA,BAMBANG,2017,RANTETARIMA,158,0,5,7,8,15,24,8,6,3,9,18,22,6,3,6,7,11
SULAWESI BARAT,MAMASA,BAMBANG,2018,SALURURU,126,4,7,9,7,9,16,18,7,6,8,11,9,6,4,1,2,2
SULAWESI BARAT,MAMASA,BAMBANG,2019,SALUTABANG,159,0,6,18,10,14,12,25,8,2,7,18,12,4,10,4,4,5
SULAWESI BARAT,MAMASA,BAMBANG,2020,BALATANA,193,0,8,14,12,20,24,33,15,8,6,11,9,10,10,9,1,3
SULAWESI BARAT,MAMASA,BALLA,2001,BALLA,582,0,20,53,60,73,63,41,29,49,48,51,36,18,13,15,10,3
SULAWESI BARAT,MAMASA,BALLA,2002,BALLA BARAT,347,0,14,25,26,31,31,35,15,18,29,22,31,15,19,13,12,11
SULAWESI BARAT,MAMASA,BALLA,2003,BALLA SATANETEAN,491,0,14,41,32,47,60,42,34,21,28,42,39,21,19,19,14,18
SULAWESI BARAT,MAMASA,BALLA,2004,BALLA TUMUKA,397,0,7,28,29,49,40,30,24,16,20,40,33,12,19,20,15,15
SULAWESI BARAT,MAMASA,BALLA,2005,SEPAKUAN,549,0,16,38,52,57,65,50,29,37,30,44,42,35,14,23,9,8
SULAWESI BARAT,MAMASA,BALLA,2006,PIDARA,243,0,9,22,18,22,23,26,19,11,11,11,18,13,13,10,3,14
SULAWESI BARAT,MAMASA,BALLA,2007,BAMBAPUANG,248,0,2,17,20,29,24,21,16,14,22,17,24,5,18,4,7,8
SULAWESI BARAT,MAMASA,BALLA,2008,BALLA TIMUR,118,0,2,8,9,17,13,12,9,5,4,11,10,4,3,1,4,6
SULAWESI BARAT,MAMASA,NOSU,1001,NOSU,454,5,19,45,40,43,51,37,18,34,29,33,26,22,17,12,12,11
SULAWESI BARAT,MAMASA,NOSU,2002,MINANGA,179,0,5,10,12,30,18,19,17,12,7,12,11,6,4,5,4,7
SULAWESI BARAT,MAMASA,NOSU,2003,BATUPAPAN,529,0,16,42,51,51,76,46,35,30,30,36,33,19,24,11,12,17
SULAWESI BARAT,MAMASA,NOSU,2004,MASEWWE,349,0,14,50,33,33,47,33,30,24,23,26,15,6,6,3,3,3
SULAWESI BARAT,MAMASA,NOSU,2005,SIWI,248,0,5,22,13,29,29,15,14,14,20,15,16,10,10,14,11,11
SULAWESI BARAT,MAMASA,NOSU,2006,MINANGA TIMUR,283,0,7,15,19,28,39,25,14,14,16,23,21,15,8,9,11,19
SULAWESI BARAT,MAMASA,NOSU,2007,PARINDING,155,1,8,14,12,12,24,12,10,7,11,10,13,5,5,3,3,5
SULAWESI BARAT,MAMASA,TAWALIAN,1001,TAWALIAN,1288,13,42,118,138,139,132,106,88,82,98,89,70,59,39,38,15,22
SULAWESI BARAT,MAMASA,TAWALIAN,2002,TAWALIAN TIMUR,1011,14,35,83,106,119,122,93,87,71,59,77,45,26,21,22,17,14
SULAWESI BARAT,MAMASA,TAWALIAN,2003,KARIANGO,795,4,27,72,85,96,99,71,73,62,50,33,42,22,18,15,13,13
SULAWESI BARAT,MAMASA,TAWALIAN,2004,RANTETANGNGA,734,17,42,74,71,71,90,66,43,43,53,35,48,20,23,11,14,13
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,2001,SALUMOKANAN,346,0,13,22,37,35,48,44,28,16,27,23,21,15,4,5,4,4
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,2003,SALUMOKANAN BARAT,444,0,17,43,27,43,57,40,26,23,33,40,31,15,14,12,10,13
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,2004,BUANGIN,414,0,15,31,36,46,61,45,37,20,25,29,18,20,15,5,6,5
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,2005,BAMBANG BUDA,445,0,15,21,26,51,50,39,20,26,48,32,38,18,18,15,13,15
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,2006,LEKO,116,0,5,9,2,20,7,16,4,4,12,13,8,6,4,2,3,1
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,2007,KIRAK,309,0,15,25,32,40,48,23,25,14,20,19,15,9,6,8,6,4
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,2008,SALUMOKANAN UTARA,401,0,8,25,34,60,69,35,13,20,26,39,20,8,7,6,12,19
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,2009,SAMPALE,208,0,2,6,14,35,32,20,18,12,14,8,21,5,12,6,2,1
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,2001,BUNTUMALANGKA,509,12,17,40,39,51,67,47,28,28,32,42,32,21,15,19,7,12
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,2002,RANTEBERAN,585,17,35,42,65,61,64,52,58,37,38,24,27,12,15,21,5,12
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,2003,KEBANGA,272,11,22,32,26,24,23,19,23,25,18,13,12,4,7,5,3,5
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,2004,SALURINDU,215,0,15,25,22,27,14,22,19,9,16,16,9,6,3,5,4,3
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,2005,TAORA,239,0,9,10,14,16,37,25,19,13,9,21,20,15,10,7,6,8
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,2006,KABAE,241,9,12,12,18,23,28,22,17,15,19,18,11,16,3,10,3,5
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,2007,SALUTAMBUN BARAT,268,3,11,21,13,20,28,31,15,15,16,22,17,17,13,8,10,8
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,2008,PENATANGAN,417,0,30,47,44,43,62,41,32,26,27,15,14,14,9,4,3,6
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,2009,SALUTAMBUN TIMUR,206,2,13,20,12,18,29,12,9,16,14,22,10,9,8,4,4,4
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,2010,SALUTAMBUN,262,0,4,8,8,22,18,31,34,14,16,18,18,25,22,9,8,7
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,2011,ARALLE TIMUR,362,13,26,27,31,38,53,40,27,14,17,16,17,11,13,7,6,6
SULAWESI BARAT,MAMASA,MEHALAAN,2001,MEHALAAN,181,0,6,14,15,17,21,23,11,9,8,16,19,10,3,5,2,2
SULAWESI BARAT,MAMASA,MEHALAAN,2002,BOTTENG,245,0,7,18,17,17,41,37,18,17,14,20,12,12,7,4,0,4
SULAWESI BARAT,MAMASA,MEHALAAN,2003,SALUKONTA,238,0,7,22,29,19,27,24,19,14,19,19,14,11,5,4,3,2
SULAWESI BARAT,MAMASA,MEHALAAN,2004,MESAKADA,240,3,7,36,23,17,35,20,17,12,18,18,17,5,3,3,2,4
SULAWESI BARAT,MAMASA,MEHALAAN,2005,MEHALAAN BARAT,312,7,15,27,23,30,31,41,10,20,27,25,18,11,8,7,5,7
SULAWESI BARAT,MAMASA,MEHALAAN,2006,SALUAHOK,247,0,13,29,23,26,29,23,17,15,25,20,11,4,7,1,0,4
SULAWESI BARAT,MAMASA,MEHALAAN,2007,SALUBALO,146,0,4,16,14,17,11,9,19,14,12,13,5,3,1,2,4,2
SULAWESI BARAT,MAMASA,MEHALAAN,2008,PASSEMBUK,99,0,7,5,11,8,5,15,12,8,13,4,7,3,0,0,0,1
SULAWESI BARAT,MAMASA,MEHALAAN,2009,KONDO,130,0,6,17,12,14,12,7,14,11,11,7,8,3,0,4,2,2
SULAWESI BARAT,MAMASA,MEHALAAN,2010,LEKO SUKAMAJU,101,0,2,11,14,15,8,10,6,6,9,5,5,4,1,2,3,0
SULAWESI BARAT,MAMASA,MEHALAAN,2011,ULUMEA,111,0,6,8,8,10,14,11,11,8,6,8,7,4,2,1,2,5
SULAWESI BARAT,POLEWALI MANDAR,TINAMBUNG,1001,TINAMBUNG,1765,27,81,139,151,194,138,155,141,140,111,114,101,97,61,51,37,27
SULAWESI BARAT,POLEWALI MANDAR,TINAMBUNG,2002,KARAMA,2401,0,116,225,246,276,243,212,175,162,158,149,131,99,87,49,30,43
SULAWESI BARAT,POLEWALI MANDAR,TINAMBUNG,2003,TANGNGA TANGNGA,1633,31,110,145,176,170,164,131,135,109,99,87,87,74,39,31,20,25
SULAWESI BARAT,POLEWALI MANDAR,TINAMBUNG,2004,LEKOPADIS,1267,21,65,128,115,153,117,120,71,75,78,86,66,59,47,20,16,30
SULAWESI BARAT,POLEWALI MANDAR,TINAMBUNG,2005,GALUNG LOMBOK,1168,24,65,107,111,145,126,112,72,68,69,66,73,44,28,13,19,26
SULAWESI BARAT,POLEWALI MANDAR,TINAMBUNG,2006,TANDUNG,995,0,48,116,99,109,100,76,88,73,60,42,59,37,27,28,14,19
SULAWESI BARAT,POLEWALI MANDAR,TINAMBUNG,2007,BATULAYA,932,23,52,103,104,99,93,59,60,70,62,48,51,24,39,15,15,15
SULAWESI BARAT,POLEWALI MANDAR,TINAMBUNG,2008,SEPABATU,1044,0,55,93,88,133,109,75,67,79,74,54,72,46,39,14,18,28
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,1001,PAPPANG,1103,0,26,83,115,131,117,86,69,67,85,70,78,61,36,26,22,31
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,2002,LALIKO,1566,0,68,188,174,182,150,109,118,112,106,98,89,57,42,25,21,27
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,2003,BONDE,2128,18,90,187,204,233,210,149,152,154,154,132,133,107,77,55,38,35
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,2004,KATUMBANGAN LEMO,1851,33,87,180,177,186,168,137,154,155,102,118,117,75,72,30,24,36
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,2005,PANYAMPA,1183,0,47,119,128,129,129,91,102,85,82,70,60,30,34,27,24,26
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,2006,SURUANG,1028,0,35,95,101,100,100,96,77,58,77,66,67,42,25,22,22,45
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,2007,LAMPOKO,1877,29,113,191,208,210,172,134,126,115,125,120,121,90,56,19,18,30
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,2008,KATUMBANGAN,2268,31,139,199,228,221,209,184,178,162,168,141,149,96,63,26,34,40
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,2009,LAPEO,1962,69,104,183,207,188,188,163,149,135,132,107,128,65,44,33,29,38
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,2010,PARAPPE,1921,22,99,185,211,203,198,167,133,125,127,118,122,77,48,30,26,30
