PROVINSI,KABUPATEN,KECAMATAN,KODE,KELURAHAN,Jumlah_Penduduk,Umur 0 - 1,Umur 2 - 4,Umur 5 - 9,Umur 10 - 14,Umur 15 - 19,Umur 20 - 24,Umur 25 - 29,Umur 30 - 34,Umur 35 - 39,Umur 40 - 44,Umur 45 - 49,Umur 50 - 54,Umur 55 - 59,Umur 60 - 64,Umur 65 - 69,Umur 70 - 74,Umur 75+
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,2011,ONGKO,805,0,34,67,85,64,88,67,50,57,49,37,64,48,29,13,21,32
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,2012,KENJE,1586,0,68,153,151,168,148,149,110,102,99,91,114,77,58,31,26,41
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,2013,SUMARRANG,2536,0,105,243,250,282,281,175,216,172,166,150,163,112,71,50,26,74
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,2014,BOTTO,1337,0,52,162,151,152,126,100,117,81,102,59,82,51,44,25,14,19
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,2015,GATTUNGAN,978,25,62,96,100,88,107,82,59,79,75,53,56,31,21,16,13,15
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,2016,PADANG TIMUR,829,0,38,78,85,82,85,61,41,58,62,64,64,38,21,14,11,27
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,2017,PADANG,437,0,11,32,29,49,47,47,29,28,35,28,29,22,16,16,11,8
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,2018,LAGI-AGI,1374,12,74,138,139,160,118,111,116,113,76,66,91,53,36,29,17,25
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,1001,SIDODADI,3077,38,128,261,282,314,293,245,218,211,239,186,184,177,112,74,49,66
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,2002,SIDOREJO,1959,27,102,144,197,177,197,155,118,131,162,134,152,102,58,39,31,33
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,2003,SUMBEREJO,2163,43,120,151,148,205,209,174,147,145,167,176,152,96,105,48,47,30
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,2004,BUMIAYU,1530,28,59,126,124,128,113,98,76,106,120,127,117,95,77,58,37,41
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,2005,KEBUNSARI,976,0,26,68,91,76,74,77,80,56,61,91,82,61,39,40,24,30
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,2006,BANUA BARU,1018,0,46,88,112,104,102,99,70,85,72,66,53,50,27,25,12,7
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,2007,NEPO,1231,26,88,95,130,141,98,78,94,86,86,76,81,48,40,22,23,19
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,2008,SUGIHWARAS,2458,36,121,216,223,258,250,185,161,158,181,189,160,111,83,59,36,31
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,2009,CAMPURJO,1230,0,56,115,117,128,112,87,80,92,87,92,82,56,44,36,24,22
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,2010,BUMIMULYO,721,0,35,56,63,63,62,38,47,45,61,66,71,37,30,23,14,10
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,2011,TUMPILING,1078,0,54,94,100,119,107,80,77,69,103,59,70,53,34,25,11,23
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,2012,BAKKA-BAKKA,893,0,43,71,84,105,103,82,60,61,64,56,64,25,28,17,15,15
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,2013,ARJO SARI,948,0,41,75,79,100,87,75,46,69,83,79,82,55,32,18,12,15
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,2014,GALESON,1375,24,65,120,134,141,121,103,94,107,85,98,78,78,50,30,23,24
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,1001,POLEWALI,2867,87,172,265,280,296,251,260,197,200,213,163,170,110,76,53,39,35
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,1002,WATTANG,1972,26,78,164,210,214,204,156,132,109,146,134,127,106,63,43,30,30
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,1003,SULEWATANG,2067,0,104,184,199,247,226,157,147,161,140,132,119,84,52,40,32,43
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,1004,LANTORA,2650,67,147,239,262,280,254,208,194,191,183,168,123,123,91,58,28,34
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,1005,TAKATIDUNG,2829,44,148,283,310,274,286,190,220,222,222,145,150,118,93,45,43,36
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,1006,PEKKABATA,2356,16,96,215,259,252,205,195,158,160,157,175,151,118,71,53,44,31
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,1007,MADATE,4195,100,204,355,458,450,429,371,319,245,288,224,252,176,124,93,52,55
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,1008,MANDING,2235,30,151,281,260,232,160,159,168,182,180,132,120,69,50,23,14,24
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,1009,DARMA,3891,30,123,338,397,458,418,337,258,264,293,223,260,179,122,82,49,60
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,1001,TARAMANU,798,0,45,60,108,103,107,54,42,53,58,46,43,26,22,18,8,5
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,2002,AMBOPADANG,758,0,50,85,76,93,64,61,77,66,68,50,28,20,14,3,1,2
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,2003,TUBBI,663,10,31,79,71,79,86,72,33,46,36,39,33,26,11,2,8,1
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,2004,RATTE,853,0,42,95,96,104,105,63,65,63,57,61,50,18,18,3,6,7
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,2005,BESOANGIN,517,0,29,46,76,63,57,30,43,34,25,33,30,9,12,11,8,11
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,2006,PIRIANG TAPIKO,586,0,16,39,60,85,76,60,46,51,45,29,23,8,22,10,5,11
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,2007,PEBURRU,744,0,35,68,66,87,75,61,60,49,64,57,49,30,18,15,3,7
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,2008,TALOBA,485,7,30,75,56,60,51,39,21,34,27,24,23,14,10,2,8,4
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,2009,POLLEWANI,1115,14,69,113,123,141,123,93,78,72,72,66,57,48,27,5,3,11
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,2010,ARABUA,408,0,19,43,55,55,37,29,23,31,28,22,25,18,12,4,5,2
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,2011,BESOANGIN UTARA,360,0,11,37,41,44,44,35,21,25,31,21,22,9,11,2,6,0
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,2012,PODA,667,0,27,69,90,98,64,45,37,42,38,53,39,28,15,9,7,6
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,2013,TARAMANU TUA,600,0,33,58,89,67,69,64,39,53,43,24,25,14,15,6,1,0
SULAWESI BARAT,POLEWALI MANDAR,BINUANG,1005,AMASSANGAN,1897,35,86,201,204,203,191,151,149,144,119,96,110,85,51,19,17,36
SULAWESI BARAT,POLEWALI MANDAR,BINUANG,2001,TONYAMAN,2641,90,164,268,255,292,220,187,206,203,177,166,148,103,62,28,28,44
SULAWESI BARAT,POLEWALI MANDAR,BINUANG,2002,KUAJANG,1454,28,100,153,168,167,124,95,106,124,94,77,86,53,30,16,10,23
SULAWESI BARAT,POLEWALI MANDAR,BINUANG,2003,PAKU,1342,19,50,105,130,143,137,113,78,82,103,91,108,63,49,30,13,28
SULAWESI BARAT,POLEWALI MANDAR,BINUANG,2004,MIRRING,1736,31,93,172,186,180,163,153,122,101,129,99,115,79,41,18,25,29
SULAWESI BARAT,POLEWALI MANDAR,BINUANG,2006,BATETANGNGA,2814,31,169,218,290,302,290,224,193,209,178,175,210,118,70,56,20,61
SULAWESI BARAT,POLEWALI MANDAR,BINUANG,2007,MAMMI,765,0,38,73,86,62,80,63,71,55,51,52,38,27,24,22,8,15
SULAWESI BARAT,POLEWALI MANDAR,BINUANG,2008,KALEOK,683,0,24,68,71,88,52,66,57,64,44,47,44,29,12,8,2,7
SULAWESI BARAT,POLEWALI MANDAR,BINUANG,2009,AMOLA,864,18,33,76,87,75,87,82,81,69,57,67,47,29,31,9,9,7
SULAWESI BARAT,POLEWALI MANDAR,BINUANG,2010,REA,1569,29,87,144,167,174,143,123,120,106,99,86,96,64,51,29,19,32
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,1001,PELITAKAN,854,0,29,69,81,80,91,59,48,60,64,75,60,45,30,26,20,17
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,2002,TAPANGO,1279,20,65,111,113,123,117,112,103,99,100,105,72,40,36,31,13,19
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,2003,RAPPANG,1089,0,61,93,104,115,102,100,104,63,85,75,60,53,29,18,10,17
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,2004,DAKKA,936,0,43,82,94,99,84,69,60,64,79,68,66,34,41,24,13,16
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,2005,BATU,588,0,23,41,52,72,53,45,44,47,46,58,38,15,13,20,14,7
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,2006,RISO,1130,16,56,110,88,116,110,88,78,100,80,78,80,40,31,23,18,18
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,2007,PALATTA,799,0,40,67,67,79,85,73,55,71,58,69,44,32,19,15,12,13
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,2008,TAPANGO BARAT,789,0,54,78,83,75,89,64,55,63,50,44,61,20,16,8,10,19
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,2009,KURRAK,306,0,14,21,26,25,48,18,17,38,26,20,18,13,10,2,6,4
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,2010,BUSSU,598,0,21,56,68,69,54,55,43,43,40,39,48,26,16,4,5,11
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,2011,TUTTULA,471,3,32,65,43,47,45,48,34,35,27,26,23,8,11,6,10,8
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,2012,JAMBU MALEA,842,0,62,89,82,96,92,64,67,48,52,67,51,27,16,13,8,8
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,2013,KALIMBUA,716,0,37,60,72,80,67,62,59,67,60,50,37,17,17,14,7,10
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,2014,BANATO REJO,994,0,37,91,90,81,88,88,71,73,66,80,77,59,37,22,16,18
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,1001,MAPILI,949,3,34,82,118,108,83,59,60,64,73,69,70,41,30,26,16,13
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,2002,UGIBARU,1464,23,68,134,154,159,148,108,98,96,95,108,77,74,42,40,15,25
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,2003,RUMPA,1394,30,66,120,123,165,155,119,114,96,83,97,88,43,35,23,19,18
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,2005,KURMA,1758,11,96,179,208,201,152,139,118,119,131,123,103,54,38,39,17,30
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,2007,BUKU,1145,14,48,112,101,126,125,103,73,63,89,73,60,55,28,30,22,23
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,2009,BONNE BONNE,970,0,38,97,92,103,113,73,63,73,69,59,60,40,35,19,15,21
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,2011,BEROANGIN,1034,32,63,115,116,108,88,71,80,73,74,68,51,26,25,16,7,21
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,2015,SEGERANG,752,0,37,72,77,71,75,54,68,44,55,57,61,27,21,14,11,8
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,2016,BONRA,1490,13,77,144,177,170,158,120,102,108,102,72,83,64,49,18,19,14
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,2017,SATTOKO,310,3,17,24,32,42,28,30,18,21,21,22,21,8,7,6,5,5
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,2018,RAPPANG BARAT,1423,0,71,133,166,144,146,106,119,108,95,92,86,56,32,24,17,28
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,2019,LANDI KANUSUANG,1710,28,90,167,166,190,195,184,138,111,103,92,76,85,33,21,9,22
SULAWESI BARAT,POLEWALI MANDAR,MATANGNGA,1001,MATANGNGA,462,5,21,41,36,37,61,43,27,35,29,33,29,30,17,4,6,8
SULAWESI BARAT,POLEWALI MANDAR,MATANGNGA,2002,LILLI,323,0,16,22,26,28,40,42,23,25,24,18,27,15,6,4,3,4
SULAWESI BARAT,POLEWALI MANDAR,MATANGNGA,2003,RANGOAN,358,0,16,25,35,40,47,21,26,25,24,33,21,17,6,9,6,7
SULAWESI BARAT,POLEWALI MANDAR,MATANGNGA,2004,TAPUA,657,0,28,57,69,72,81,65,54,60,45,40,25,23,14,7,9,8
SULAWESI BARAT,POLEWALI MANDAR,MATANGNGA,2005,MAMBU TAPUA,277,0,14,28,31,20,32,21,22,22,22,20,13,8,10,2,5,7
SULAWESI BARAT,POLEWALI MANDAR,MATANGNGA,2006,BA'BA TAPUA,163,0,9,22,12,19,10,15,13,14,22,11,8,5,3,0,0,0
SULAWESI BARAT,POLEWALI MANDAR,MATANGNGA,2007,KATIMBANG,301,1,15,29,31,33,42,18,8,26,26,26,27,11,2,2,1,3
SULAWESI BARAT,POLEWALI MANDAR,LUYO,1004,BATUPANGA,1732,18,87,175,153,210,153,147,155,151,87,107,84,77,45,36,19,28
SULAWESI BARAT,POLEWALI MANDAR,LUYO,2001,MAMBU,1226,16,62,105,114,171,128,108,88,77,82,78,85,44,27,13,14,14
SULAWESI BARAT,POLEWALI MANDAR,LUYO,2002,TENGGELANG,1852,28,96,193,181,222,185,139,124,150,113,118,99,53,50,29,36,36
SULAWESI BARAT,POLEWALI MANDAR,LUYO,2003,BARU,2115,10,98,193,215,255,234,190,145,143,118,145,144,85,56,36,25,23
SULAWESI BARAT,POLEWALI MANDAR,LUYO,2005,PUSSUI,1000,0,47,75,98,121,122,84,67,73,78,67,50,38,31,25,9,15
SULAWESI BARAT,POLEWALI MANDAR,LUYO,2006,MAPILI BARAT,1425,33,83,148,139,143,143,129,102,82,78,86,86,58,37,27,15,36
SULAWESI BARAT,POLEWALI MANDAR,LUYO,2007,SAMBALI WALI,1293,0,50,127,123,165,162,107,76,83,78,69,89,49,36,24,18,37
SULAWESI BARAT,POLEWALI MANDAR,LUYO,2008,BATUPANGA DAALA,1463,0,55,130,148,182,172,129,121,102,87,84,80,60,53,18,16,26
SULAWESI BARAT,POLEWALI MANDAR,LUYO,2009,LUYO,946,0,20,93,100,122,116,77,65,68,58,66,67,30,28,14,9,13
SULAWESI BARAT,POLEWALI MANDAR,LUYO,2010,PUSSUI BARAT,610,0,23,51,61,92,63,54,33,47,48,37,31,24,19,8,8,11
SULAWESI BARAT,POLEWALI MANDAR,LUYO,2011,PUCCADI,951,7,36,123,113,117,92,70,63,56,74,64,52,33,18,15,8,10
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,1001,LIMBORO,1007,0,55,64,88,112,111,82,60,72,72,60,73,48,37,21,25,27
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,2002,LEMBANG LEMBANG,1667,0,75,144,156,191,160,154,107,111,98,101,125,83,43,37,37,45
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,2003,TANDASURA,908,0,45,78,88,107,107,78,67,72,51,54,55,34,29,12,12,19
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,2004,SAMASUNDU,887,0,45,84,110,102,75,60,62,49,51,51,65,38,34,22,15,24
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,2005,NAPO,976,0,55,84,96,85,96,93,59,88,48,53,68,45,40,19,18,29
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,2006,TODANG TODANG,390,0,20,28,36,39,42,30,33,32,15,20,23,14,21,10,15,12
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,2007,PENDULANGAN,393,0,17,34,47,64,33,29,24,30,20,21,25,14,12,6,5,12
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,2008,RENGGEANG,720,0,33,57,72,76,84,76,41,49,42,28,52,36,19,20,19,16
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,2009,SALARRI,520,0,24,63,58,62,58,45,33,32,27,34,33,12,18,6,6,9
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,2010,TANGAN BARU,553,0,12,49,53,80,65,28,42,32,37,37,30,22,27,23,6,10
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,2011,PALECE,821,0,52,66,65,102,81,70,63,57,49,50,43,32,35,22,16,18
SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,1002,BALANIPA,1558,34,86,133,159,181,155,131,110,112,101,83,101,53,47,27,16,29
SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,2001,TAMMAJARRA,905,0,40,87,114,99,93,72,76,65,54,48,47,34,27,17,16,16
SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,2003,TAMANGGALLE,1262,42,102,148,120,141,113,96,95,100,62,72,61,44,24,13,15,14
SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,2004,MOSSO,365,0,17,31,15,39,47,36,27,18,27,28,27,22,10,3,7,11
SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,2005,GALUNG TULUK,1786,0,98,177,179,190,156,175,157,125,111,106,92,77,51,31,27,34
SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,2006,SABANG SUBIK,1524,30,94,135,121,173,180,149,110,93,95,95,72,61,45,29,24,18
SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,2007,PAMBUSUANG,2863,109,172,295,248,287,274,245,186,202,190,173,154,121,77,38,42,50
SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,2008,BALA,2582,82,168,272,234,264,259,236,197,176,166,136,127,100,64,41,30,30
SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,2009,LAMBANAN,283,0,12,24,21,30,26,13,17,15,17,26,33,24,13,5,0,7
SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,2010,LEGO,632,0,35,50,64,69,66,42,55,50,49,35,30,22,21,17,13,14
SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,2011,PALLIS,292,0,13,25,26,38,21,18,17,20,30,15,14,17,10,5,8,15
SULAWESI BARAT,POLEWALI MANDAR,ANREAPI,1001,ANREAPI,600,0,21,55,51,71,58,49,41,56,45,38,43,29,15,11,10,7
SULAWESI BARAT,POLEWALI MANDAR,ANREAPI,2002,DUAMPANUA,1460,0,63,121,138,150,190,150,120,95,105,98,105,54,31,18,11,11
SULAWESI BARAT,POLEWALI MANDAR,ANREAPI,2003,KELAPA DUA,1125,0,52,112,90,117,121,85,97,107,91,75,57,34,31,18,20,18
SULAWESI BARAT,POLEWALI MANDAR,ANREAPI,2004,PAPPANDANGAN,843,0,34,77,79,86,75,91,79,59,63,45,59,28,20,24,12,12
SULAWESI BARAT,POLEWALI MANDAR,ANREAPI,2005,KUNYI,901,0,34,73,100,98,89,74,63,71,73,52,51,37,31,25,17,13
SULAWESI BARAT,POLEWALI MANDAR,MATAKALI,1001,MATAKALI,1607,16,83,179,175,149,141,124,114,111,121,123,90,68,43,29,19,22
SULAWESI BARAT,POLEWALI MANDAR,MATAKALI,2002,PETAMPANUA,2591,10,127,210,262,284,243,229,213,212,170,163,159,95,86,52,32,44
SULAWESI BARAT,POLEWALI MANDAR,MATAKALI,2003,BARUMBUNG,1347,14,58,136,146,133,146,126,108,89,80,85,90,44,33,21,15,23
SULAWESI BARAT,POLEWALI MANDAR,MATAKALI,2004,PASIANG,2190,15,113,209,246,237,235,163,174,136,157,135,115,92,67,35,24,37
SULAWESI BARAT,POLEWALI MANDAR,MATAKALI,2005,TONROLIMA,1378,23,70,134,155,124,150,103,89,100,103,104,82,45,42,18,17,19
SULAWESI BARAT,POLEWALI MANDAR,MATAKALI,2006,INDOMAKKOMBONG,1815,24,87,176,175,170,183,145,110,112,153,143,99,75,67,34,28,34
SULAWESI BARAT,POLEWALI MANDAR,MATAKALI,2007,BUNGA-BUNGA,643,0,31,64,64,54,64,63,54,56,48,48,30,17,22,10,5,13
SULAWESI BARAT,POLEWALI MANDAR,ALLU,1009,PETOOSANG,741,0,29,70,63,72,91,68,42,49,51,46,47,41,22,25,10,15
SULAWESI BARAT,POLEWALI MANDAR,ALLU,2002,MOMBI,1159,0,47,74,122,132,138,97,64,75,58,80,109,41,36,37,17,32
SULAWESI BARAT,POLEWALI MANDAR,ALLU,2003,KALUMAMMANG,720,0,29,76,76,94,83,59,35,33,35,55,48,25,25,17,12,18
SULAWESI BARAT,POLEWALI MANDAR,ALLU,2004,PAO-PAO,1176,0,43,106,123,151,125,73,75,103,78,85,66,30,42,29,22,25
SULAWESI BARAT,POLEWALI MANDAR,ALLU,2005,PUPPU URING,886,0,57,92,122,100,101,82,49,43,64,42,53,33,26,4,4,14
SULAWESI BARAT,POLEWALI MANDAR,ALLU,2006,SARAGIAN,819,0,37,62,91,117,90,61,53,40,45,57,49,16,27,16,28,30
SULAWESI BARAT,POLEWALI MANDAR,ALLU,2007,SAYOANG,263,0,7,26,34,23,21,15,11,11,15,24,30,11,12,5,7,11
SULAWESI BARAT,POLEWALI MANDAR,ALLU,2008,ALU,891,0,43,77,102,124,101,61,54,68,45,66,57,31,23,13,7,19
SULAWESI BARAT,POLEWALI MANDAR,BULO,2001,BULO,384,0,10,32,30,37,42,51,20,26,27,28,28,26,11,7,4,5
SULAWESI BARAT,POLEWALI MANDAR,BULO,2002,PULLIWA,1356,43,91,122,122,130,120,141,94,104,104,76,75,63,26,20,12,13
SULAWESI BARAT,POLEWALI MANDAR,BULO,2003,PATAMBANUA,504,0,22,58,33,60,67,45,37,34,35,37,34,12,16,6,2,6
SULAWESI BARAT,POLEWALI MANDAR,BULO,2004,KAROMBANG,671,27,28,60,67,94,82,55,49,47,34,37,34,25,13,6,6,7
SULAWESI BARAT,POLEWALI MANDAR,BULO,2005,DAALA TIMUR,457,0,28,39,68,52,56,33,32,44,27,20,24,10,12,6,3,3
SULAWESI BARAT,POLEWALI MANDAR,BULO,2006,LENGGO,247,0,11,27,17,23,29,39,21,19,13,9,13,12,5,6,1,2
SULAWESI BARAT,POLEWALI MANDAR,BULO,2007,SABURA,227,0,11,16,12,27,27,23,8,19,21,18,20,10,5,4,4,2
SULAWESI BARAT,POLEWALI MANDAR,BULO,2008,SEPPORRAKI,418,14,20,32,30,54,45,50,36,19,28,23,30,9,5,7,7,9
SULAWESI BARAT,POLEWALI MANDAR,BULO,2009,IHING,451,0,25,47,44,46,46,43,41,29,27,34,26,16,11,5,9,2
SULAWESI BARAT,MAJENE,BANGGAE,1001,BANGGAE,2250,21,72,181,211,224,243,205,194,177,141,164,112,99,83,51,29,43
SULAWESI BARAT,MAJENE,BANGGAE,1003,BARU,2810,89,159,294,293,278,270,237,230,209,181,127,139,118,71,48,26,41
SULAWESI BARAT,MAJENE,BANGGAE,1007,PANGALI ALI,4771,71,259,490,487,498,486,420,390,352,292,238,250,200,146,80,54,58
SULAWESI BARAT,MAJENE,BANGGAE,1009,TOTOLI,2728,85,180,293,321,280,261,218,228,198,180,134,98,87,62,38,34,31
SULAWESI BARAT,MAJENE,BANGGAE,1010,RANGAS,4017,0,214,487,432,494,377,342,355,332,285,191,156,100,88,66,37,61
SULAWESI BARAT,MAJENE,BANGGAE,1013,GALUNG,1693,31,113,176,183,194,148,117,105,123,130,106,97,66,37,27,21,19
SULAWESI BARAT,MAJENE,BANGGAE,2011,PALIPI SOREANG,1177,57,79,115,124,142,126,105,78,89,61,47,57,40,21,13,10,13
SULAWESI BARAT,MAJENE,BANGGAE,2012,PAMBOBORANG,1218,0,73,130,135,153,129,101,90,92,73,69,52,45,20,25,12,19
SULAWESI BARAT,MAJENE,PAMBOANG,1001,LALAMPANUA,982,0,41,85,102,109,76,100,77,58,65,56,80,34,43,17,15,24
SULAWESI BARAT,MAJENE,PAMBOANG,1002,SIRINDU,907,32,45,85,95,93,95,76,56,58,63,40,46,36,38,14,18,17
SULAWESI BARAT,MAJENE,PAMBOANG,2003,ADOLANG,580,0,33,46,64,83,66,44,36,32,41,28,35,17,17,17,11,10
SULAWESI BARAT,MAJENE,PAMBOANG,2004,BABABULO,937,30,55,92,119,88,93,82,71,71,60,40,40,22,25,24,11,14
SULAWESI BARAT,MAJENE,PAMBOANG,2005,BONDE,1302,0,72,111,135,174,151,130,100,84,53,61,74,52,40,23,15,27
SULAWESI BARAT,MAJENE,PAMBOANG,2006,BETTENG,587,0,31,84,58,81,61,52,51,29,31,21,20,22,15,15,7,9
SULAWESI BARAT,MAJENE,PAMBOANG,2007,SIMBANG,429,0,26,32,48,60,45,36,42,20,22,24,17,20,9,14,7,7
SULAWESI BARAT,MAJENE,PAMBOANG,2008,BONDE UTARA,1940,92,128,233,196,258,198,168,141,142,102,82,76,42,28,24,9,21
SULAWESI BARAT,MAJENE,PAMBOANG,2009,BABABULO UTARA,677,0,40,44,78,98,64,54,49,53,41,38,38,27,20,9,9,15
SULAWESI BARAT,MAJENE,PAMBOANG,2010,BUTTU PAMBOANG,488,0,39,50,38,57,49,43,40,31,33,26,20,18,18,11,6,9
SULAWESI BARAT,MAJENE,PAMBOANG,2011,BANUA ADOLANG,629,0,50,95,75,92,74,49,35,30,29,22,20,17,17,10,4,10
SULAWESI BARAT,MAJENE,PAMBOANG,2012,ADOLANG DHUA,534,0,31,48,74,63,56,49,30,37,32,31,25,20,10,11,7,10
SULAWESI BARAT,MAJENE,PAMBOANG,2013,TINAMBUNG,1168,34,74,110,120,115,109,92,93,91,80,51,60,51,29,31,12,16
SULAWESI BARAT,MAJENE,PAMBOANG,2014,PESULOANG,545,0,31,70,68,63,56,36,44,41,22,35,20,17,14,16,1,11
SULAWESI BARAT,MAJENE,PAMBOANG,2015,BALOMBONG,677,0,39,52,60,75,85,46,52,49,38,30,44,32,32,18,11,14
SULAWESI BARAT,MAJENE,SENDANA,1001,MOSSO,2248,66,154,213,225,236,243,205,161,144,125,123,113,79,56,39,35,31
SULAWESI BARAT,MAJENE,SENDANA,1002,MOSSO DHUA,928,23,62,110,107,115,95,70,51,57,57,42,34,35,20,25,15,10
SULAWESI BARAT,MAJENE,SENDANA,2004,TOTOLISI SENDANA,897,0,43,83,104,120,97,85,46,56,56,58,46,38,23,17,8,17
SULAWESI BARAT,MAJENE,SENDANA,2007,TALLUBANUA,1092,65,85,108,119,116,110,97,77,71,63,43,55,24,23,17,6,13
SULAWESI BARAT,MAJENE,SENDANA,2015,LALATEDZONG,559,0,24,50,59,61,61,57,40,32,34,33,30,27,23,9,7,12
SULAWESI BARAT,MAJENE,SENDANA,2016,BINANGA,412,0,25,31,42,60,36,40,30,18,30,19,22,17,21,9,4,8
SULAWESI BARAT,MAJENE,SENDANA,2017,PUTTADA,424,0,24,55,46,60,33,40,22,25,25,21,20,19,10,9,4,11
SULAWESI BARAT,MAJENE,SENDANA,2018,PAMINGGALAN,283,6,11,27,25,44,23,22,16,21,19,16,13,9,4,14,1,12
SULAWESI BARAT,MAJENE,SENDANA,2019,LEPPANGANG,377,0,19,45,40,46,37,33,24,24,21,24,14,24,9,2,7,8
